#code	name	width	height	gentype	stackable	rlvl	image	type	sockettype	class
621	Buckler (1)	2	2	0	0	0	invbuc	shie	0	-1
3@J	Ceremonial Armor (2)	2	3	0	0	10	invaaru	stor		1
680	Chain Gloves (2)	2	2	0	0	6	invmgl	glov		-1
679	Heavy Gloves (2)	2	2	0	0	6	invvgl	glov		-1
831	Leather Armor (6)	2	3	0	0	22	invlea	tors		-1
2@P	Totem Shield (6)	2	3	0	0	25	invxshu	ishd	0	6
k24	Diadem (6)	2	2	0	0	27	invci3	circ		-1
1@P	Totem Shield (5)	2	3	0	0	20	invxshu	ishd	0	6
780	Bone Shield (4)	2	3	0	0	15	invbsh	bshi	0	-1
647	Leather Armor (2)	2	3	0	0	4	invlea	tors		-1
2@N	Parma (2)	2	2	0	0	7	invsmlu	ishd	0	6
786	Hard Leather Armor (5)	2	3	0	0	18	invhla	tors		-1
740	Hard Leather Armor (4)	2	3	0	0	14	invhla	tors		-1
w69	Demon Head (3)	2	2	0	0	14	invne5	head	0	2
7@J	Ceremonial Armor (6)	2	3	0	0	27	invaaru	stor		1
e19	Demon Head (5)	2	2	0	0	22	invne5	head	0	2
602	Hard Leather Armor (1)	2	3	0	0	1	invhla	tors		-1
871	Greaves (6)	2	2	0	0	26	invhbt	boot		-1
841	Light Plate (6)	2	3	0	0	25	invltp	tors		-1
719	Sash (3)	2	1	0	0	8	invlbl	belt		-1
k09	Circlet (3)	2	2	0	0	11	invci0	circ		-1
612	Gothic Plate (1)	2	3	0	0	4	invgth	tors		-1
827	Spiked Shield (5)	2	3	0	0	21	invspk	bshi	0	-1
e29	Avenger Guard (6)	2	2	0	0	27	invba5	phlm		4
701	Plate Mail (3)	2	3	0	0	11	invplt	tors		-1
20!	Setzschild (6)	2	4	0	0	28	invutss	azsd	0	0
w61	Rondache (3)	2	2	0	0	10	invpa2	ashd	0	3
820	Gauntlets (5)	2	2	0	0	22	invhgl	glov		-1
867	Boots (6)	2	2	0	0	21	invlbt	boot		-1
w90	Wolf Head (5)	2	2	0	0	18	invdr1	pelt		5
7@K	Cervelliere (1)	2	2	0	0	2	invfhlu	azhm		0
817	Heavy Gloves (5)	2	2	0	0	19	invvgl	glov		-1
w30	Wolf Head (2)	2	2	0	0	5	invdr1	pelt		5
731	Chain Boots (3)	2	2	0	0	11	invmbt	boot		-1
668	Small Shield (2)	2	2	0	0	5	invsml	shie	0	-1
688	Bone Shield (2)	2	3	0	0	7	invbsh	bshi	0	-1
750	Gothic Plate (4)	2	3	0	0	17	invgth	tors		-1
w88	Gargoyle Head (4)	2	2	0	0	17	invne4	head	0	2
657	Light Plate (2)	2	3	0	0	8	invltp	tors		-1
w25	Preserved Head (1)	2	2	0	0	1	invne1	head	0	2
774	Gauntlets (4)	2	2	0	0	18	invhgl	glov		-1
@25	Kite Shield (Sacred)	2	3	0	0	30	invkit	shie	0	-1
866	Gauntlets (6)	2	2	0	0	26	invhgl	glov		-1
w75	Jawbone Cap (4)	2	2	0	0	14	invba1	phlm		4
768	Heavy Belt (4)	2	1	0	0	16	invtbl	belt		-1
@58	Rondache (Sacred)	2	2	0	0	30	invpa2	ashd	0	3
693	Leather Armor (3)	2	3	0	0	9	invlea	tors		-1
673	Sash (2)	2	1	0	0	4	invlbl	belt		-1
w49	Demon Head (2)	2	2	0	0	9	invne5	head	0	2
35!	Bronze Shield (Sacred)	2	2	0	0	30	invbucu	basd	0	4
770	Leather Gloves (4)	2	2	0	0	13	invlgl	glov		-1
@38	Boots (Sacred)	2	2	0	0	30	invlbt	boot		-1
641	Greaves (1)	2	2	0	0	4	invhbt	boot		-1
838	Splint Mail (6)	2	3	0	0	24	invspl	tors		-1
761	Large Shield (4)	2	3	0	0	15	invlrg	shie	0	-1
616	Skull Cap (1)	2	2	0	0	1	invskp	helm		-1
640	Light Plated Boots (1)	2	2	0	0	3	invtbt	boot		-1
738	Quilted Armor (4)	2	3	0	0	13	invqlt	tors		-1
33!	Bronze Shield (5)	2	2	0	0	21	invbucu	basd	0	4
804	Crown (5)	2	2	0	0	23	invcrn	crow		-1
870	Light Plated Boots (6)	2	2	0	0	25	invtbt	boot		-1
w94	Spirit Mask (5)	2	2	0	0	23	invdr5	pelt		5
w91	Hawk Helm (5)	2	2	0	0	19	invdr2	pelt		5
k23	Tiara (6)	2	2	0	0	25	invci2	circ		-1
623	Large Shield (1)	2	3	0	0	2	invlrg	shie	0	-1
8@I	Banded Plate (5)	2	3	0	0	23	invfulu	stor		1
@57	Targe (Sacred)	2	2	0	0	30	invpa1	ashd	0	3
e32	Heraldic Shield (6)	2	4	0	0	24	invpa3	ashd	0	3
e30	Targe (6)	2	2	0	0	23	invpa1	ashd	0	3
08!	Phoenix Shield (1)	2	3	0	0	4	invkitu	azsd	0	0
755	Helm (4)	2	2	0	0	15	invhlm	helm		-1
777	Chain Boots (4)	2	2	0	0	15	invmbt	boot		-1
31!	Bronze Shield (3)	2	2	0	0	12	invbucu	basd	0	4
628	Light Belt (1)	2	1	0	0	1	invvbl	belt		-1
22!	Bull Shield (1)	2	4	0	0	1	invgtsu	basd	0	4
w19	Avenger Guard (1)	2	2	0	0	5	invba5	phlm		4
@02	Leather Armor (Sacred)	2	3	0	0	30	invlea	tors		-1
733	Greaves (3)	2	2	0	0	13	invhbt	boot		-1
630	Heavy Belt (1)	2	1	0	0	3	invtbl	belt		-1
6@H	Kazarghand (1)	2	3	0	0	3	invxaru	stor		1
748	Field Plate (4)	2	3	0	0	16	invfld	tors		-1
w37	Horned Helm (2)	2	2	0	0	7	invba3	phlm		4
608	Splint Mail (1)	2	3	0	0	3	invspl	tors		-1
711	Great Helm (3)	2	2	0	0	12	invghm	helm		-1
9@O	Totem Shield (4)	2	3	0	0	16	invxshu	ishd	0	6
705	Full Plate Mail (3)	2	3	0	0	14	invful	tors		-1
@66	Demon Head (Sacred)	2	2	0	0	30	invne5	head	0	2
836	Chain Mail (6)	2	3	0	0	24	invchn	tors		-1
2@J	Ceremonial Armor (1)	2	3	0	0	6	invaaru	stor		1
@49	Antlers (Sacred)	2	2	0	0	30	invdr3	pelt		5
w51	Hawk Helm (3)	2	2	0	0	11	invdr2	pelt		5
9@H	Kazarghand (4)	2	3	0	0	16	invxaru	stor		1
@27	Gothic Shield (Sacred)	2	4	0	0	30	invgts	shie	0	-1
785	Leather Armor (5)	2	3	0	0	17	invlea	tors		-1
@33	Leather Gloves (Sacred)	2	2	0	0	30	invlgl	glov		-1
609	Plate Mail (1)	2	3	0	0	3	invplt	tors		-1
667	Buckler (2)	2	2	0	0	4	invbuc	shie	0	-1
741	Studded Leather (4)	2	3	0	0	14	invstu	tors		-1
3@I	Kazarghand (Sacred)	2	3	0	0	30	invxaru	stor		1
714	Small Shield (3)	2	2	0	0	10	invsml	shie	0	-1
53!	Blackguard Helm (4)	2	2	0	0	16	invbhmu	pzhm		3
822	Heavy Boots (5)	2	2	0	0	19	invvbt	boot		-1
601	Leather Armor (1)	2	3	0	0	1	invlea	tors		-1
8@G	Lamellar Armor (1)	2	3	0	0	2	invxrss	stor		1
779	Greaves (4)	2	2	0	0	18	invhbt	boot		-1
e18	Gargoyle Head (5)	2	2	0	0	21	invne4	head	0	2
w31	Hawk Helm (2)	2	2	0	0	6	invdr2	pelt		5
753	Cap (4)	2	2	0	0	13	invcap	helm		-1
697	Scale Mail (3)	2	3	0	0	10	invscl	tors		-1
w39	Avenger Guard (2)	2	2	0	0	9	invba5	phlm		4
726	Chain Gloves (3)	2	2	0	0	11	invmgl	glov		-1
21!	Setzschild (Sacred)	2	4	0	0	30	invutss	azsd	0	0
w24	Crown Shield (1)	2	2	0	0	5	invpa5	ashd	0	3
857	Sash (6)	2	1	0	0	21	invlbl	belt		-1
707	Cap (3)	2	2	0	0	8	invcap	helm		-1
@28	Sash (Sacred)	2	1	0	0	30	invlbl	belt		-1
w81	Rondache (4)	2	2	0	0	15	invpa2	ashd	0	3
5@P	Bladed Shield (2)	2	3	0	0	8	invxpku	ishd	0	6
4@G	Gambeson (4)	2	3	0	0	14	invxtuu	stor		1
@37	Gauntlets (Sacred)	2	2	0	0	30	invhgl	glov		-1
w47	Unraveller Head (2)	2	2	0	0	7	invne3	head	0	2
792	Splint Mail (5)	2	3	0	0	20	invspl	tors		-1
624	Kite Shield (1)	2	3	0	0	2	invkit	shie	0	-1
823	Chain Boots (5)	2	2	0	0	19	invmbt	boot		-1
656	Field Plate (2)	2	3	0	0	7	invfld	tors		-1
729	Boots (3)	2	2	0	0	8	invlbt	boot		-1
4@N	Parma (4)	2	2	0	0	15	invsmlu	ishd	0	6
771	Heavy Gloves (4)	2	2	0	0	14	invvgl	glov		-1
814	Heavy Belt (5)	2	1	0	0	20	invtbl	belt		-1
808	Kite Shield (5)	2	3	0	0	20	invkit	shie	0	-1
845	Cap (6)	2	2	0	0	22	invcap	helm		-1
@01	Quilted Armor (Sacred)	2	3	0	0	30	invqlt	tors		-1
48!	Hundsgugel (6)	2	2	0	0	22	invhlmu	pzhm		3
760	Small Shield (4)	2	2	0	0	14	invsml	shie	0	-1
w78	Assault Helmet (4)	2	2	0	0	17	invba4	phlm		4
k22	Coronet (6)	2	2	0	0	24	invci1	circ		-1
863	Heavy Gloves (6)	2	2	0	0	23	invvgl	glov		-1
749	Light Plate (4)	2	3	0	0	17	invltp	tors		-1
829	Bone Helm (5)	2	2	0	0	22	invbhm	bhlm		-1
735	Spiked Shield (3)	2	3	0	0	12	invspk	bshi	0	-1
613	Full Plate Mail (1)	2	3	0	0	5	invful	tors		-1
721	Belt (3)	2	1	0	0	11	invmbl	belt		-1
k03	Tiara (1)	2	2	0	0	4	invci2	circ		-1
669	Large Shield (2)	2	3	0	0	6	invlrg	shie	0	-1
7@M	Spangenhelm (5)	2	2	0	0	23	invxrnu	azhm		0
32!	Bronze Shield (4)	2	2	0	0	16	invbucu	basd	0	4
e24	Spirit Mask (6)	2	2	0	0	27	invdr5	pelt		5
w84	Crown Shield (4)	2	2	0	0	18	invpa5	ashd	0	3
702	Field Plate (3)	2	3	0	0	12	invfld	tors		-1
@62	Preserved Head (Sacred)	2	2	0	0	30	invne1	head	0	2
639	Chain Boots (1)	2	2	0	0	2	invmbt	boot		-1
50!	Blackguard Helm (1)	2	2	0	0	3	invbhmu	pzhm		3
@45	Mask (Sacred)	2	2	0	0	30	invmsk	helm		-1
873	Spiked Shield (6)	2	3	0	0	25	invspk	bshi	0	-1
636	Gauntlets (1)	2	2	0	0	5	invhgl	glov		-1
1@I	Kazarghand (5)	2	3	0	0	20	invxaru	stor		1
k16	Diadem (4)	2	2	0	0	18	invci3	circ		-1
8@P	Bladed Shield (5)	2	3	0	0	21	invxpku	ishd	0	6
w18	Assault Helmet (1)	2	2	0	0	4	invba4	phlm		4
w95	Jawbone Cap (5)	2	2	0	0	18	invba1	phlm		4
852	Small Shield (6)	2	2	0	0	23	invsml	shie	0	-1
9@N	Aspis (2)	2	3	0	0	7	invxrgu	ishd	0	6
643	Spiked Shield (1)	2	3	0	0	3	invspk	bshi	0	-1
e23	Falcon Mask (6)	2	2	0	0	25	invdr4	pelt		5
8@O	Totem Shield (3)	2	3	0	0	12	invxshu	ishd	0	6
w63	Aerin Shield (3)	2	4	0	0	12	invpa4	ashd	0	3
w59	Avenger Guard (3)	2	2	0	0	14	invba5	phlm		4
37!	Gilded Shield (2)	2	3	0	0	11	invlrgu	basd	0	4
600	Quilted Armor (1)	2	3	0	0	0	invqlt	tors		-1
@64	Unraveller Head (Sacred)	2	2	0	0	30	invne3	head	0	2
w38	Assault Helmet (2)	2	2	0	0	8	invba4	phlm		4
2@I	Kazarghand (6)	2	3	0	0	25	invxaru	stor		1
3@H	Lamellar Armor (5)	2	3	0	0	19	invxrss	stor		1
@46	Bone Helm (Sacred)	2	2	0	0	30	invbhm	helm		-1
@61	Crown Shield (Sacred)	2	2	0	0	30	invpa5	ashd	0	3
821	Boots (5)	2	2	0	0	17	invlbt	boot		-1
696	Ring Mail (3)	2	3	0	0	10	invrng	tors		-1
9@I	Banded Plate (6)	2	3	0	0	27	invfulu	stor		1
8@H	Kazarghand (3)	2	3	0	0	12	invxaru	stor		1
713	Buckler (3)	2	2	0	0	8	invbuc	shie	0	-1
w50	Wolf Head (3)	2	2	0	0	10	invdr1	pelt		5
@48	Hawk Helm (Sacred)	2	2	0	0	30	invdr2	pelt		5
w57	Horned Helm (3)	2	2	0	0	11	invba3	phlm		4
676	Heavy Belt (2)	2	1	0	0	7	invtbl	belt		-1
@30	Belt (Sacred)	2	1	0	0	30	invmbl	belt		-1
k15	Tiara (4)	2	2	0	0	17	invci2	circ		-1
24!	Bull Shield (3)	2	4	0	0	10	invgtsu	basd	0	4
5@N	Parma (5)	2	2	0	0	20	invsmlu	ishd	0	6
w23	Aerin Shield (1)	2	4	0	0	3	invpa4	ashd	0	3
670	Kite Shield (2)	2	3	0	0	7	invkit	shie	0	-1
837	Breast Plate (6)	2	3	0	0	25	invbrs	tors		-1
625	Tower Shield (1)	2	3	0	0	3	invtow	shie	0	-1
712	Crown (3)	2	2	0	0	14	invcrn	crow		-1
631	Plated Belt (1)	2	1	0	0	5	invhbl	belt		-1
6@G	Gambeson (6)	2	3	0	0	23	invxtuu	stor		1
w46	Zombie Head (2)	2	2	0	0	6	invne2	head	0	2
@52	Jawbone Cap (Sacred)	2	2	0	0	30	invba1	phlm		4
e31	Rondache (6)	2	2	0	0	24	invpa2	ashd	0	3
4@H	Lamellar Armor (6)	2	3	0	0	24	invxrss	stor		1
e35	Preserved Head (6)	2	2	0	0	23	invne1	head	0	2
w80	Targe (4)	2	2	0	0	14	invpa1	ashd	0	3
@19	Full Helm (Sacred)	2	2	0	0	30	invfhl	helm		-1
1@G	Gambeson (1)	2	3	0	0	1	invxtuu	stor		1
763	Tower Shield (4)	2	3	0	0	17	invtow	shie	0	-1
@10	Plate Mail (Sacred)	2	3	0	0	30	invplt	tors		-1
839	Plate Mail (6)	2	3	0	0	25	invplt	tors		-1
w77	Horned Helm (4)	2	2	0	0	16	invba3	phlm		4
793	Plate Mail (5)	2	3	0	0	21	invplt	tors		-1
654	Splint Mail (2)	2	3	0	0	7	invspl	tors		-1
w92	Antlers (5)	2	2	0	0	20	invdr3	pelt		5
@09	Splint Mail (Sacred)	2	3	0	0	30	invspl	tors		-1
k10	Coronet (3)	2	2	0	0	11	invci1	circ		-1
618	Full Helm (1)	2	2	0	0	3	invfhl	helm		-1
848	Full Helm (6)	2	2	0	0	24	invfhl	helm		-1
655	Plate Mail (2)	2	3	0	0	7	invplt	tors		-1
47!	Hundsgugel (5)	2	2	0	0	18	invhlmu	pzhm		3
44!	Hundsgugel (2)	2	2	0	0	5	invhlmu	pzhm		3
k02	Coronet (1)	2	2	0	0	3	invci1	circ		-1
1@H	Lamellar Armor (3)	2	3	0	0	11	invxrss	stor		1
703	Light Plate (3)	2	3	0	0	12	invltp	tors		-1
e10	Targe (5)	2	2	0	0	18	invpa1	ashd	0	3
864	Chain Gloves (6)	2	2	0	0	24	invmgl	glov		-1
w87	Unraveller Head (4)	2	2	0	0	16	invne3	head	0	2
w56	Fanged Helm (3)	2	2	0	0	11	invba2	phlm		4
799	Cap (5)	2	2	0	0	17	invcap	helm		-1
w83	Aerin Shield (4)	2	4	0	0	17	invpa4	ashd	0	3
840	Field Plate (6)	2	3	0	0	25	invfld	tors		-1
k21	Circlet (6)	2	2	0	0	24	invci0	circ		-1
29!	Bronze Shield (1)	2	2	0	0	3	invbucu	basd	0	4
05!	Athulua's Hand (5)	2	2	0	0	18	invxmlu	azsd	0	0
e17	Unraveller Head (5)	2	2	0	0	20	invne3	head	0	2
802	Full Helm (5)	2	2	0	0	20	invfhl	helm		-1
807	Large Shield (5)	2	3	0	0	19	invlrg	shie	0	-1
l37	War Hammer (2)	2	3	1	0	7	invwhm	hamm	1	-1
!59	Flamen Staff (4)	1	4	1	0	17	invcstu	dstf	1	5
127	Morning Star (1)	1	3	1	0	3	invmst	mace	1	-1
46@	Blade (Sacred)	1	3	1	0	30	invbld	knif	1	-1
118	War Axe (1)	2	3	1	0	5	invwax	axe	1	-1
206	Trident (2)	2	4	1	0	6	invtri	spea	1	-1
443	Falchion (6)	1	3	1	0	26	invflc	swor	1	-1
!71	Hexblade (2)	1	3	1	0	7	invkrsu	nknf	1	2
8@E	Stinger Crossbow (6)	2	3	1	0	27	invmxbu	nxbw	1	2
!65	Marrow Staff (3)	2	4	1	0	15	inv8wsu	nstf	1	2
54@	Gnarled Staff (Sacred)	1	4	1	0	30	invcst	staf	1	-1
83@	Clasped Orb (Sacred)	1	2	1	0	30	invob4	orb	1	1
6@4	Recurve Bow (5)	2	3	1	0	24	invswbu	dbow	1	5
331	Morning Star (4)	1	3	1	0	17	invmst	mace	1	-1
358	Battle Staff (4)	1	4	1	0	17	invbst	staf	1	-1
19@	Hammerhead Axe (1)	2	3	1	0	6	invaxeu	baxe	1	4
!57	Flamen Staff (2)	1	4	1	0	7	invcstu	dstf	1	5
l43	War Hammer (4)	2	3	1	0	16	invwhm	hamm	1	-1
!95	Tepoztopilli (5)	2	4	1	0	25	inv9bru	pspe	1	3
!84	Holy Lance (1)	2	4	1	0	1	invtriu	pspe	1	3
l15	Yew Wand (2)	1	2	1	0	6	invywn	wand	1	2
437	Long Battle Bow (5)	2	4	1	0	21	invlbb	bow	1	-1
194	Mace (2)	1	3	1	0	7	invmac	mace	1	-1
463	Giant Axe (6)	2	3	1	0	27	invgix	2hax	1	-1
458	War Axe (6)	2	3	1	0	27	invwax	axe	1	-1
j92	Claws (5)	1	3	1	0	22	invclw	h2h	1	6
!50	Labrys (2)	2	4	1	0	11	invgaxu	2hbx	1	4
220	Long Staff (2)	1	4	1	0	6	invlst	staf	1	-1
451	Flamberge (6)	2	4	1	0	27	invflb	2hsd	1	-1
j10	Eagle Orb (1)	1	2	1	0	0	invob1	orb	1	1
454	Hand Axe (6)	1	3	1	0	23	invhax	axe	1	-1
!62	Flamen Staff (Sacred)	1	4	1	0	30	invcstu	dstf	1	5
o14	Maiden Javelin (6)	1	3	1	1	27	invam5	ajav	1	0
82@	Smoked Sphere (Sacred)	1	2	1	0	30	invob3	orb	1	1
3@C	Hand of God (4)	2	3	1	0	19	inv9gmu	pham	1	3
1@6	Backsword (4)	1	3	1	0	17	inv9sbu	bswd	1	4
6@6	Ida (2)	2	3	1	0	8	invbsdu	bswd	1	4
28@	Morning Star (Sacred)	1	3	1	0	30	invmst	mace	1	-1
j18	Maiden Pike (1)	2	4	1	0	5	invam4	aspe	1	0
j80	Smoked Sphere (5)	1	2	1	0	21	invob3	orb	1	1
!05	Naginata (5)	2	4	1	0	23	invwsc	nagi	1	6
l31	Yew Wand (6)	1	2	1	0	24	invywn	wand	1	2
58@	Voulge (Sacred)	2	4	1	0	30	invvou	pole	1	-1
j63	Smoked Sphere (4)	1	2	1	0	16	invob3	orb	1	1
l62	Heavy Crossbow (3)	2	4	1	0	14	invhxb	xbow	1	-1
378	War Sword (5)	1	3	1	0	24	invwsd	swor	1	-1
325	Battle Axe (4)	2	3	1	0	16	invbtx	2hax	1	-1
350	Throwing Knife (4)	1	2	1	1	13	invtkn	tkni	1	-1
l28	Bone Wand (5)	1	2	1	0	21	invbwn	wand	1	2
7@F	Trebuchet (Sacred)	2	3	1	0	30	inv8mxu	nxbw	1	2
l20	Bone Wand (3)	1	2	1	0	11	invbwn	wand	1	2
226	Scythe (2)	2	4	1	0	7	invscy	scyh	1	-1
2@F	Trebuchet (2)	2	3	1	0	10	inv8mxu	nxbw	1	2
153	Gnarled Staff (1)	1	4	1	0	2	invcst	staf	1	-1
211	Dirk (2)	1	2	1	0	6	invdir	knif	1	-1
l12	Bone Wand (1)	1	2	1	0	2	invbwn	wand	1	2
17@	Double Axe (Sacred)	2	3	1	0	30	inv2ax	axe	1	-1
431	Halberd (5)	2	4	1	0	23	invhal	pole	1	-1
337	Pilum (4)	1	3	1	1	15	invpil	jave	1	-1
382	Bastard Sword (5)	1	4	1	0	21	invbsw	2hsd	1	-1
101	Scimitar (1)	1	3	1	0	1	invscm	swor	1	-1
l55	Repeating Crossbow (1)	2	3	1	0	5	invrxb	xbow	1	-1
340	Throwing Spear (4)	1	4	1	1	19	invtsp	jave	1	-1
311	Two-Handed Sword (4)	1	4	1	0	14	inv2hs	2hsd	1	-1
!29	Hammerhead Axe (2)	2	3	1	0	11	invaxeu	baxe	1	4
l42	Great Maul (3)	2	3	1	0	14	invgma	hamm	1	-1
139	Brandistock (1)	2	4	1	0	2	invbrn	spea	1	-1
129	Scepter (1)	1	3	1	0	0	invscp	scep	1	-1
389	Military Pick (5)	2	3	1	0	22	invmpi	axe	1	-1
!30	Hammerhead Axe (3)	2	3	1	0	15	invaxeu	baxe	1	4
j46	Smoked Sphere (3)	1	2	1	0	11	invob3	orb	1	1
!16	Bonesplitter (2)	2	4	1	0	8	invscyu	nscy	1	2
495	War Staff (6)	2	4	1	0	27	invwst	staf	1	-1
1@2	Serpent Bow (3)	2	4	1	0	12	inv8lbu	dbow	1	5
84@	Jared's Stone (Sacred)	1	3	1	0	30	invob5	orb	1	1
!51	Labrys (3)	2	4	1	0	15	invgaxu	2hbx	1	4
4@8	Kriegsmesser (4)	2	3	1	0	20	inv9lsu	bswd	1	4
9@D	Dart Thrower (5)	2	3	1	0	21	inv8lxu	nxbw	1	2
43@	Dagger (Sacred)	1	2	1	0	30	invdgr	knif	1	-1
!78	Spirit Edge (2)	1	3	1	0	10	inv9blu	nknf	1	2
418	Throwing Knife (5)	1	2	1	1	18	invtkn	tkni	1	-1
236	Short Sword (3)	1	3	1	0	9	invssd	swor	1	-1
168	Short Sword (2)	1	3	1	0	5	invssd	swor	1	-1
81@	Sacred Globe (Sacred)	1	2	1	0	30	invob2	orb	1	1
218	Balanced Axe (2)	2	3	1	1	7	invbal	taxe	1	-1
135	Glaive (1)	1	4	1	1	3	invglv	jave	1	-1
348	Kriss (4)	1	3	1	0	16	invkrs	knif	1	-1
5@4	Recurve Bow (4)	2	3	1	0	20	invswbu	dbow	1	5
145	Blade (1)	1	3	1	0	5	invbld	knif	1	-1
178	Bastard Sword (2)	1	4	1	0	7	invbsw	2hsd	1	-1
285	Throwing Axe (3)	1	2	1	1	8	invtax	taxe	1	-1
74@	Maul (Sacred)	2	4	1	0	30	invmau	hamm	1	-1
5@3	Viper Bow (2)	2	3	1	0	9	invsbbu	dbow	1	5
124	Club (1)	1	3	1	0	0	invclb	mace	1	-1
234	Short War Bow (2)	2	3	1	0	8	invswb	bow	1	-1
364	Short Bow (4)	2	3	1	0	13	invsbw	bow	1	-1
388	Double Axe (5)	2	3	1	0	21	inv2ax	axe	1	-1
l73	Crossbow (6)	2	3	1	0	26	invmxb	xbow	1	-1
23@	Great Axe (Sacred)	2	4	1	0	30	invgax	2hax	1	-1
486	Throwing Knife (6)	1	2	1	1	22	invtkn	tkni	1	-1
160	Short Bow (1)	2	3	1	0	0	invsbw	bow	1	-1
j53	Maiden Javelin (3)	1	3	1	1	14	invam5	ajav	1	0
8@7	Bronze Sword (6)	2	3	1	0	27	invlsdu	bswd	1	4
367	Composite Bow (4)	2	3	1	0	16	invcbw	bow	1	-1
j96	Sacred Globe (6)	1	2	1	0	24	invob2	orb	1	1
485	Blade (6)	1	3	1	0	27	invbld	knif	1	-1
391	Large Axe (5)	2	3	1	0	18	invlax	2hax	1	-1
l44	Maul (4)	2	4	1	0	17	invmau	hamm	1	-1
193	Spiked Club (2)	1	3	1	0	6	invspc	mace	1	-1
288	Long Staff (3)	1	4	1	0	10	invlst	staf	1	-1
l36	Great Maul (1)	2	3	1	0	5	invgma	hamm	1	-1
460	Broad Axe (6)	2	3	1	0	24	invbrx	2hax	1	-1
119	Large Axe (1)	2	3	1	0	0	invlax	2hax	1	-1
180	Great Sword (2)	2	4	1	0	10	invgsd	2hsd	1	-1
453	Crystal Sword (6)	2	3	1	0	28	invcrs	crsd	1	-1
324	Broad Axe (4)	2	3	1	0	15	invbrx	2hax	1	-1
244	Claymore (3)	1	4	1	0	10	invclm	2hsd	1	-1
351	Flying Knife (4)	1	2	1	1	16	invtkn	tkni	1	-1
410	Trident (5)	2	4	1	0	20	invtri	spea	1	-1
5@5	Spatha (6)	1	3	1	0	25	invscmu	bswd	1	4
246	Bastard Sword (3)	1	4	1	0	12	invbsw	2hsd	1	-1
488	Balanced Knife (6)	1	2	1	1	27	invbkf	tkni	1	-1
96@	Scissors Katar (Sacred)	1	3	1	0	30	invskr	h2h	1	6
430	Scythe (5)	2	4	1	0	21	invscy	scyh	1	-1
!61	Flamen Staff (6)	1	4	1	0	27	invcstu	dstf	1	5
447	Two-Handed Sword (6)	1	4	1	0	23	inv2hs	2hsd	1	-1
379	Two-Handed Sword (5)	1	4	1	0	18	inv2hs	2hsd	1	-1
1@5	Spatha (2)	1	3	1	0	7	invscmu	bswd	1	4
9@C	Needle Crossbow (3)	2	3	1	0	11	invlxbu	nxbw	1	2
415	Dirk (5)	1	2	1	0	20	invdir	knif	1	-1
l34	War Hammer (1)	2	3	1	0	2	invwhm	hamm	1	-1
113	Crystal Sword (1)	2	3	1	0	5	invcrs	crsd	1	-1
7@5	Backsword (1)	1	3	1	0	3	inv9sbu	bswd	1	4
152	Long Staff (1)	1	4	1	0	1	invlst	staf	1	-1
l21	Grim Wand (3)	1	2	1	0	14	invgwn	wand	1	2
189	Battle Axe (2)	2	3	1	0	7	invbtx	2hax	1	-1
!85	Holy Lance (2)	2	4	1	0	6	invtriu	pspe	1	3
342	Trident (4)	2	4	1	0	15	invtri	spea	1	-1
452	Great Sword (6)	2	4	1	0	28	invgsd	2hsd	1	-1
41@	Spetum (Sacred)	2	4	1	0	30	invspt	spea	1	-1
295	Halberd (3)	2	4	1	0	14	invhal	pole	1	-1
480	Spetum (6)	2	4	1	0	26	invspt	spea	1	-1
341	Spear (4)	2	4	1	0	13	invspr	spea	1	-1
107	Two-Handed Sword (1)	1	4	1	0	0	inv2hs	2hsd	1	-1
438	Short War Bow (5)	2	3	1	0	23	invswb	bow	1	-1
j11	Sacred Globe (1)	1	2	1	0	1	invob2	orb	1	1
j95	Eagle Orb (6)	1	2	1	0	22	invob1	orb	1	1
!76	Hexblade (Sacred)	1	3	1	0	30	invkrsu	nknf	1	2
444	Broad Sword (6)	2	3	1	0	26	invbsd	swor	1	-1
!10	Raptor Scythe (3)	2	4	1	0	9	inv9s8u	nscy	1	2
3@4	Recurve Bow (2)	2	3	1	0	10	invswbu	dbow	1	5
7@C	Needle Crossbow (1)	2	3	1	0	2	invlxbu	nxbw	1	2
j88	Katar (5)	1	3	1	0	18	invktr	h2h	1	6
221	Gnarled Staff (2)	1	4	1	0	7	invcst	staf	1	-1
j89	Wrist Blade (5)	1	3	1	0	19	invktr	h2h	1	6
417	Blade (5)	1	3	1	0	23	invbld	knif	1	-1
6@7	Bronze Sword (4)	2	3	1	0	18	invlsdu	bswd	1	4
!49	Labrys (1)	2	4	1	0	6	invgaxu	2hbx	1	4
j69	Maiden Pike (4)	2	4	1	0	19	invam4	aspe	1	0
4@C	Hand of God (5)	2	3	1	0	24	inv9gmu	pham	1	3
!04	Naginata (4)	2	4	1	0	18	invwsc	nagi	1	6
78@	Heavy Crossbow (Sacred)	2	4	1	0	30	invhxb	xbow	1	-1
312	Claymore (4)	1	4	1	0	15	invclm	2hsd	1	-1
405	Pilum (5)	1	3	1	1	20	invpil	jave	1	-1
507	Long War Bow (6)	2	4	1	0	28	invlwb	bow	1	-1
260	Club (3)	1	3	1	0	9	invclb	mace	1	-1
4@6	Backsword (Sacred)	1	3	1	0	30	inv9sbu	bswd	1	4
237	Scimitar (3)	1	3	1	0	10	invscm	swor	1	-1
j97	Smoked Sphere (6)	1	2	1	0	25	invob3	orb	1	1
