#code	name	class	tab	row	col	image
914	Каратель	-1	0	0	0	69
915		-1				
916	Супернова	-1	0	0	0	38
917	Пировзрыв	-1	1	4	1	68
918		-1				
919	Королева Лезвий	-1	2	3	1	4
920	Охотящаяся Банши	-1	2	2	1	22
921		-1				
922	Наскок	-1	1	5	3	70
923	Живительная Кровь	-1	0	0	0	115
924	Обладание	-1	0	0	0	212
925		-1				
926	Божественное Явление	-1	3	1	1	62
927	Ударная Волна	-1	0	0	0	96
928	Ядовитый Дух	-1	0	0	0	94
929		-1				
930	Шквал Стрел	-1	0	0	0	0
931	Шквал Стрел	-1	0	0	0	0
932	Суперзверь	-1	3	5	1	54
933		-1				
934		-1				
935		-1				
936	Сингулярность	-1	2	4	2	56
937	Атака	-1	0	0	0	3
938		-1				
939	МультиПризыв	-1	0	0	0	0
940		-1				
941		-1				
942		-1				
943		-1				
944		-1				
945		-1				
946		-1				
947		-1				
948		-1				
949		-1				
950	РГЧ	-1	0	0	0	0
951		-1				
952		-1				
953		-1				
954		-1				
955		-1				
956		-1				
957	Шквал Карателей	-1	0	0	0	0
958		-1				
959	Призыв Поглотителей	-1	0	0	0	209
960		-1				
961		-1				
962	Удар Смерти	-1	0	0	0	61
963	Дезинтегрирование	-1	0	0	0	132
964	Землятресение	-1	0	0	0	0
965	Свобода Дикой Природы	-1	2	1	3	48
966		-1				
967	Тотем Клыка Дьявола	-1	0	0	0	82
968	Вихрь	-1	0	0	0	67
969	Стрела Духа	-1	0	0	0	77
970	Резня	-1	2	1	2	84
971		-1				
972	Охранная Башня	-1	0	0	0	37
973	Землятресение	-1	0	0	0	0
974	Звездный Огонь	-1	0	0	0	106
975		-1				
976	Сфера Аннигиляции	-1	0	0	0	185
977	Пистолет-пулемет	-1	0	0	0	153
978	Землятресение	-1	0	0	0	0
979	Аматоксин	-1	0	0	0	0
980	Удар Бури	-1	1	3	1	30
981	Драконье Сердце	-1	1	4	1	98
982	Спиральный Танец	-1	0	0	0	93
983	Путь Пламени	-1	0	0	0	198
984	Тело Спасителя	-1	0	0	0	129
985	Ледовзрыв	-1	1	3	2	80
986		-1				
987		-1				
988		-1				
989		-1				
990		-1				
991		-1				
992		-1				
993	Камнепад	-1	1	5	2	6
994	Слабое Место	-1	0	0	0	0
995		-1				
996		-1				
997	Леденящий Страх	-1	0	0	0	56
998	Замерзшая Душа	-1	0	0	0	63
999	Стена Молний	-1	0	0	0	39
1000	Жгучая Сфера	-1	0	0	0	72
1001	Дезинтегрирование	-1	0	0	0	132
1002	Ядовитый Дух	-1	0	0	0	94
1003	Внутренний Огонь	-1	0	0	0	66
1004	Аццкое Диско	-1	0	0	0	131
1005	Луч Смерти	-1	0	0	0	179
1006		-1				
1007		-1				
1008	Руна Льда	-1	0	0	0	34
1009		-1				
1010	Когти Ястреба	-1	0	0	0	64
1011		-1				
1012	Ледоворот	-1	0	0	0	124
1013	Метка Диких	-1	0	0	0	11
1014	Призвать Лепрекона-Врага	-1	0	0	0	110
1015		-1				
1016	Доминирование	-1	0	0	0	147
1017	Острая Игла	-1	0	0	0	0
1018	Очарование	-1	0	0	0	32
1019		-1				
1020		-1				
1021	Призыв Чернотелок	-1	0	0	0	145
1022	Взрывающийся Тотем	-1	0	0	0	48
1023	Метка Диких	-1	0	0	0	14
1024	Волна Феникса	-1	0	0	0	169
1025	Разделяющийся Огонь	-1	0	0	0	137
1026	Залп Грозы	-1	0	0	0	204
1027	Электростатический Шип	-1	0	0	0	202
1028	Лавина	-1	0	0	0	140
1029	Чурел	-1	0	0	0	98
1030	Поглощающая Туча	-1	0	0	0	130
1031	Изумрудная Тюрьма	-1	0	0	0	112
1032	Волна Времени	-1	0	0	0	138
1033	Режущий Клинок	-1	0	0	0	173
1034		-1				
1035	Дух Нефалема	4	3	5	1	76
1036		-1				
1037	Адские Врата	-1	0	0	0	24
1038		-1				
1039		-1				
1040		-1				
1041		-1				
1042		-1				
1043		-1				
1044		-1				
1045	Темный Портал	-1	0	0	0	227
1046		-1				
1047	Драконий Выстрел	-1	0	0	0	0
1048		-1				
1049	Предзнаменование Дьявола	-1	0	0	0	0
1050		-1				
1051		-1				
1052	Призыв Сокрытых Королей	-1	0	0	0	205
1053	Тройной Луч	-1	0	0	0	0
1054		-1				
1055		-1				
1056		-1				
1057		-1				
1058		-1				
1059		-1				
1060		-1				
1061		-1				
1062		-1				
1063		-1				
1064		-1				
1065		-1				
1066		-1				
1067		-1				
1068		-1				
1069		-1				
1070		-1				
1071		-1				
1072		-1				
1073		-1				
1074		-1				
1075		-1				
1076		-1				
1077		-1				
1078		-1				
1079		-1				
1080		-1				
1081		-1				
1082		-1				
1083		-1				
1084		-1				
1085		-1				
1086		-1				
1087		-1				
1088	Небесная Осада	-1	0	0	0	223
1089		-1				
1090		-1				
1091		-1				
1092		-1				
1093		-1				
1094		-1				
1095		-1				
1096		-1				
1097		-1				
1098		-1				
1099		-1				
1100		-1				
1101		-1				
1102		-1				
1103		-1				
1104		-1				
1105	Залп	-1	1	5	2	38
1106		-1				
1107		-1				
1108		-1				
1109		-1				
1110		-1				
1111		-1				
1112		-1				
1113		-1				
1114		-1				
1115		-1				
1116		-1				
1117		-1				
1118		-1				
1119		-1				
1120		-1				
1121		-1				
1122	Поглощающая Туча	-1	0	0	0	130
1123		-1				
1124		-1				
1125		-1				
1126		-1				
1127		-1				
1128		-1				
1129		-1				
1130		-1				
1131		-1				
1132		-1				
1133		-1				
1134		-1				
1135		-1				
1136	Смертельные Осколки	2	2	2	3	70
1137		-1				
1138		-1				
1139		-1				
1140		-1				
1141		-1				
1142		-1				
1143	Смертельные Осколки	-1	2	2	3	70
1144		-1				
1145		-1				
1146		-1				
1147	Святая Стрела	-1	0	0	0	27
1148	Магический Взрыв	-1	0	0	0	25
1149	Железный Щит	-1	0	0	0	26
1150		-1				
1151		-1				
1152		-1				
1153		-1				
1154		-1				
1155		-1				
1156	Демоническая Кровь	-1	0	0	0	0
1157	Наскок	-1	0	0	0	28
1158	Форма Лича	-1	0	0	0	136
1159		-1				
1160		-1				
1161		-1				
1162		-1				
1163		-1				
1164		-1				
1165		-1				
1166		-1				
1167		-1				
1168		-1				
1169		-1				
1170		-1				
1171		-1				
1172		-1				
1173		-1				
1174		-1				
1175		-1				
1176		-1				
1177		-1				
1178		-1				
1179		-1				
1180		-1				
1181		-1				
1182	Рык Траг'Оула	-1	0	0	0	30
1183		-1				
1184		-1				
1185		-1				
1186		-1				
1187		-1				
1188		-1				
1189		-1				
1190		-1				
1191		-1				
1192	Кольцо Света	-1	0	0	0	43
1193	Аватар Зимы	-1	0	0	0	42
1194		-1				
1195		-1				
1196	Аура Снятия Щита	-1	0	0	0	0
1197		-1				
1198		-1				
1199		-1				
1200		-1				
1201		-1				
1202		-1				
1203		-1				
1204		-1				
1205		-1				
1206		-1				
1207		-1				
1208		-1				
1209		-1				
1210		-1				
1211		-1				
1212		-1				
1213		-1				
1214		-1				
1215	Внутренний Огонь	-1	0	0	0	66
1216		-1				
1217		-1				
1218		-1				
1219		-1				
1220		-1				
1221	Телепорт	-1	0	0	0	31
1222		-1				
1223		-1				
1224		-1				
1225		-1				
1226		-1				
1227		-1				
1228		-1				
1229		-1				
1230		-1				
1231		-1				
1232		-1				
1233		-1				
1234		-1				
1235		-1				
1236		-1				
1237		-1				
1238		-1				
1239		-1				
1240		-1				
1241		-1				
1242		-1				
1243		-1				
1244		-1				
1245		-1				
1246		-1				
1247	Громовой Разрыв	0	2	1	2	76
1248	Зов Бури	0	2	2	2	78
1249	Молот Зере	0	2	3	2	80
1250	Созвездие	0	2	4	2	82
1251	Магнитное Поле	0	2	5	2	84
1252	Призматический Плащ	6	3	1	3	98
1253	Вечерница	6	1	5	1	100
1254	Теневой Танцор	6	1	4	1	104
1255	Жало	6	1	1	3	102
1256	Ветренница	4	1	4	1	82
1257	Дедал	4	1	5	1	84
1258	Смертельный Взгляд	4	1	2	2	86
1259	Железная Спираль	4	1	2	1	78
1260	Ледовзрыв	4	1	3	2	80
1261	Форма Волка	5	1	1	3	112
1262	Пульсация Маны	5	1	2	3	114
1263	Предвестник	5	1	3	3	116
1264	Спиральные Когти	5	1	5	3	118
1265	Кормежка	5	1	4	3	120
1266	Вирмятник	2	2	3	1	116
1267	Похоронный Костер	2	2	1	1	118
1268	Гниющая Плоть	2	2	2	1	114
1269	Лунатик	2	2	4	1	120
1270		-1				
1271	Сосуд Возмездия	3	1	1	2	90
1272	Эйфория	3	2	2	2	94
1273	Жизнь и Смерть	3	2	3	2	88
1274	Демиург	3	2	4	2	96
1275	Гоплит	3	1	5	2	92
1276	Погружение	1	2	1	2	124
1277	Призрачный Меч	1	2	2	3	120
1278	Стрельба	1	2	3	3	118
1279	Духи Лезвий	1	2	4	3	126
1280	Антимасса	1	2	5	2	122
1281		-1				
1282		-1				
1283		-1				
1284	Буря Клинков	-1	0	0	0	95
1285		-1				
1286		-1				
1287		-1				
1288		-1				
1289		-1				
1290		-1				
1291		-1				
1292		-1				
1293		-1				
1294		-1				
1295		-1				
1296		-1				
1297		-1				
1298		-1				
1299		-1				
1300		-1				
1301		-1				
1302		-1				
1303		-1				
1304		-1				
1305		-1				
1306		-1				
1307	Удар Черного Лотоса	-1	0	0	0	51
1308	Цветок Смерти	-1	0	0	0	58
1309	Гнев	-1	0	0	0	78
1310	Огненный Фонтан	-1	0	0	0	180
1311	Больной Скот	-1	0	0	0	46
1312	Режущий Клинок	-1	0	0	0	0
1313	Арена Молний	-1	0	0	0	184
1314	Мор	-1	2	5	1	122
1315	Шквал	-1	1	2	1	2
1316	Фаланга	-1	1	3	1	4
1317	Магические Снаряды	-1	2	1	1	36
1318	Наскок	-1	1	5	3	70
1319	Штормовые Вороны	-1	1	2	2	32
1320	Раскат Грома	-1	1	4	2	4
1321	Коготь Медведя	-1	1	1	3	40
1322	Шипованный Удар	-1	1	2	1	90
1323	Идол Скосглена	-1	1	5	1	106
1324	Аватар Чумы	-1	2	3	2	44
1325	Ледяное Дыхание	-1	1	3	3	66
1326	Поджарка Мозгов	-1	2	2	3	32
1327	Пировзрыв	-1	1	4	1	68
1328	Дробление Плоти	-1	1	2	3	70
1329	Рой	-1	2	5	1	38
1330	Электрический Снаряд	-1	0	0	0	111
1331	Шквал Дротиков	-1	0	0	0	0
1332	Ледяной Луч	-1	0	0	0	194
1333	Огненный Всплеск	-1	0	0	0	0
1334	Дух Боли	-1	0	0	0	88
1335	Снаряд Убийцы	-1	0	0	0	0
1336	Коготь Торнадо	-1	0	0	0	83
1337	Спираль Смерти	-1	0	0	0	0
1338	Теневая Буря	-1	0	0	0	0
1339	Управляемая Цепь	-1	0	0	0	79
1340	Экзорцизм	-1	0	0	0	134
1341	Бог Грома	-1	3	1	3	60
1342	Кладбище	-1	3	1	3	68
1343	Супернова	-1	0	0	0	38
1344	Катаклизм	-1	0	0	0	35
1345	Нова Ледышек	-1	0	0	0	195
1346	Острые Иглы	-1	0	0	0	119
1347	Судьба	-1	0	0	0	206
1348	Бросок Ножа	-1	0	0	0	0
1349	Электрическая Пика	-1	0	0	0	225
1350	Тройной Луч	-1	0	0	0	0
1351	Шоковый Цветок	-1	0	0	0	188
1352	Спиральный Танец	-1	0	0	0	93
1353	Медуза	-1	0	0	0	117
1354	Разгром	-1	0	0	0	143
1355	Охранная Башня	-1	0	0	0	37
1356	Замерзшая Душа	-1	0	0	0	63
1357	Стена Молний	-1	0	0	0	39
1358	Волна Феникса	-1	0	0	0	169
1359	Лавина	-1	0	0	0	140
1360	Кольцо Света	-1	0	0	0	43
1361	Железная Спираль	-1	1	2	1	78
1362	Похоронный Костер	-1	2	1	1	118
1363	Ледяное Копье	-1	0	0	0	87
1364		-1				
1365	Божественное Явление	-1	3	1	1	62
1366	Суперзверь	-1	3	5	1	54
1367		-1				
1368		-1				
1369		-1				
1370		-1				
1371	Только Движение	-1	0	0	0	226
1372	Сингулярность	-1	2	4	2	56
1373	Зов Бури	-1	2	2	2	78
1374	Леденящий Страх	-1	0	0	0	56
1375	Аура Снятия Щита	-1	0	0	0	0
1376	Аура Снятия Щита	-1	0	0	0	0
1377		-1				
1378		-1				
1379		-1				
1380		-1				
1381		-1				
1382	Магнитное Поле	-1	2	5	2	84
1383	Провал Лавы	-1	2	5	1	68
1384	Провал Лавы	-1	2	5	1	68
