#index	item	rlvl	image
994	Грозовой Фронт	14	
995	Грозовой Фронт	23	
996	Грозовой Фронт	32	
997	Грозовой Фронт	40	
998	Грозовой Фронт	49	
999	Прилив Аргентека	100	
1000	Порядок Клевания	100	
1001	Священный Спаситель	100	
1002	Спутник Мендельна	4	
1003	Спутник Мендельна	14	
1004	Спутник Мендельна	24	
1005	Спутник Мендельна	34	
1006	Спутник Мендельна	45	
1007	Спутник Мендельна	55	
1008	Клык Астроги	100	
1009	Атам Ратмы	100	
1010	Пустота Сатаны	100	
1011	Распинатель	3	
1012	Распинатель	13	
1013	Распинатель	23	
1014	Распинатель	33	
1015	Распинатель	44	
1016	Распинатель	53	
1017	Повелитель Небес	100	
1018	И Будешь Ты Спасен Моей Яростью	100	
1019	Ядовитое Жало	100	
1020	Рог Изобилия	6	
1021	Рог Изобилия	14	
1022	Рог Изобилия	23	
1023	Рог Изобилия	32	
1024	Рог Изобилия	41	
1025	Рог Изобилия	49	
1026	Рог Демона	100	
1027	Стелла Матутина	100	
1028	Косматый Зверь	100	
1029	Божественность	2	
1030	Божественность	11	
1031	Божественность	19	
1032	Божественность	28	
1033	Божественность	37	
1034	Божественность	45	
1035	Ореол Халима	100	
1036	Вой Баргеста	100	
1037	Благословенный Гнев	100	
1038	Меткий Охотник	1	
1039	Меткий Охотник	11	
1040	Меткий Охотник	20	
1041	Меткий Охотник	30	
1042	Меткий Охотник	39	
1043	Меткий Охотник	48	
1044	Демоническая Буря	100	
1045	Сказочный Костер	100	
1046	Дорогая Эстер	100	
1047	Клык Ледяного Охотника	7	
1048	Клык Ледяного Охотника	16	
1049	Клык Ледяного Охотника	26	
1050	Клык Ледяного Охотника	35	
1051	Клык Ледяного Охотника	45	
1052	Клык Ледяного Охотника	54	
1053	Коготь Волка-Духа	100	
1054	Громовой Король Сешерона	100	
1055	Мощь Древних	100	
1056	Полет Дьявола	1	
1057	Полет Дьявола	9	
1058	Полет Дьявола	18	
1059	Полет Дьявола	27	
1060	Полет Дьявола	36	
1061	Полет Дьявола	46	
1062	Танец Дождя	100	
1063	Магический Замок	100	
1064	Полет Призрака	100	
1065	Поток Слизи	3	
1066	Поток Слизи	11	
1067	Поток Слизи	20	
1068	Поток Слизи	29	
1069	Поток Слизи	37	
1070	Поток Слизи	47	
1071	Хитрое Изобретение Ларзука	100	
1072	Морозный Хряк	100	
1073	Медвежий Оскал	100	
1074	Щелкунчик	1	
1075	Щелкунчик	10	
1076	Щелкунчик	19	
1077	Щелкунчик	28	
1078	Щелкунчик	37	
1079	Щелкунчик	46	
1080	Рука Упыря	100	
1081	Герой Катары	100	
1082	Летучая Мышь	100	
1083	Погибель Эннеады	6	
1084	Погибель Эннеады	15	
1085	Погибель Эннеады	24	
1086	Погибель Эннеады	32	
1087	Погибель Эннеады	41	
1088	Погибель Эннеады	51	
1089	Туринаш Нор Тиража	100	
1090	Дервиш Араноха	100	
1091	Несокрушимая Стража	100	
1092	Знамя Данкрэйга	5	
1093	Знамя Данкрэйга	14	
1094	Знамя Данкрэйга	23	
1095	Знамя Данкрэйга	32	
1096	Знамя Данкрэйга	40	
1097	Знамя Данкрэйга	49	
1098	Кузница Света	100	
1099	Летун Бури	100	
1100	Учение Бул Катоса	13	
1101	Учение Бул Катоса	22	
1102	Учение Бул Катоса	31	
1103	Учение Бул Катоса	41	
1104	Учение Бул Катоса	50	
1105	Учение Бул Катоса	58	
1106	Боевая Песнь Скельда	100	
1107	Чанунпа	100	
1108	Длань Леорика	100	
1109	Кислотный Ожог	6	
1110	Кислотный Ожог	15	
1111	Кислотный Ожог	24	
1112	Кислотный Ожог	33	
1113	Кислотный Ожог	43	
1114	Кислотный Ожог	52	
1115	Морозная Игла	100	
1116	Птица-Опустошитель	100	
1117	Черная Бритва	100	
1118	Дите Гнева	12	
1119	Дите Гнева	22	
1120	Дите Гнева	31	
1121	Дите Гнева	41	
1122	Дите Гнева	52	
1123	Дите Гнева	60	
1124	Сагарис Яггая	100	
1125	Вотансволк	100	
1126	Король Энтов	100	labrryss
1127	Ночной Побег	4	
1128	Ночной Побег	13	
1129	Ночной Побег	22	
1130	Ночной Побег	30	
1131	Ночной Побег	39	
1132	Ночной Побег	48	
1133	Проклятие Бартука	100	
1134	Одежды Жареша	100	
1135	Замерзшее Сердце	100	
1136	Разбиватель Сердец	1	
1137	Разбиватель Сердец	9	
1138	Разбиватель Сердец	18	
1139	Разбиватель Сердец	28	
1140	Разбиватель Сердец	37	
1141	Разбиватель Сердец	46	
1142	Песнь Демонов	100	
1143	Призрачный Лорд	100	
1144	Острый Клюв	100	
1145	Колесо Фортуны	4	
1146	Колесо Фортуны	13	
1147	Колесо Фортуны	21	
1148	Колесо Фортуны	30	
1149	Колесо Фортуны	39	
1150	Колесо Фортуны	48	
1151	Чаша Ужасов	100	
1152	Кора Дриады	100	
1153	Преграда Волшебника	100	
1154	Кислотная Кровь	2	
1155	Кислотная Кровь	9	
1156	Кислотная Кровь	18	
1157	Кислотная Кровь	27	
1158	Кислотная Кровь	35	
1159	Кислотная Кровь	45	
1160	Рунная Плоть	100	
1161	Звериное Брюхо	100	
1162	Мантия Воителя	100	
1163	Мерзкая Рука	1	
1164	Мерзкая Рука	8	
1165	Мерзкая Рука	17	
1166	Мерзкая Рука	26	
1167	Мерзкая Рука	34	
1168	Мерзкая Рука	43	
1169	Пыльники Геглаша	100	
1170	Наследие Блэкджейда	100	
1171	Червеуст	3	
1172	Червеуст	12	
1173	Червеуст	21	
1174	Червеуст	29	
1175	Червеуст	38	
1176	Червеуст	46	
1177	Бесконечная Петля	100	
1178	Многа Букаф	100	
1179	Лунное Затмение	100	
1180	Уничтожитель Рун	3	
1181	Уничтожитель Рун	13	
1182	Уничтожитель Рун	22	
1183	Уничтожитель Рун	31	
1184	Уничтожитель Рун	40	
1185	Уничтожитель Рун	50	
1186	Потрошитель	100	
1187	Держатель Пера Аль-Хазира	100	
1188	Просеиватель Чумы	100	
1189	Крепкая Хватка	6	
1190	Крепкая Хватка	15	
1191	Крепкая Хватка	24	
1192	Крепкая Хватка	33	
1193	Крепкая Хватка	41	
1194	Крепкая Хватка	50	
1195	Хранитель Знаний	100	
1196	Крушитель Костей Илового Барона	100	
1197	Слепая Ярость	100	
1198	Кровь Дракона	8	
1199	Кровь Дракона	16	
1200	Кровь Дракона	25	
1201	Кровь Дракона	34	
1202	Кровь Дракона	43	
1203	Кровь Дракона	51	
1204	Король Огня	100	
1205	Последователь Ада	100	
1206	Мантия Ауриэля	100	
1207	Бросок Фанатика	6	
1208	Бросок Фанатика	15	
1209	Бросок Фанатика	24	
1210	Бросок Фанатика	32	
1211	Бросок Фанатика	41	
1212	Бросок Фанатика	50	
1213	Путешествие Акарата	100	
1214	Земные Щипцы	100	
1215	Черная Чума	6	
1216	Черная Чума	16	
1217	Черная Чума	25	
1218	Черная Чума	34	
1219	Черная Чума	43	
1220	Черная Чума	52	
1221	Рука Карчеус	100	
1222	Натянутая Тетива Хванина	100	
1223	Клауд Страйф	100	
1224	Погибель Магов	3	
1225	Погибель Магов	13	
1226	Погибель Магов	22	
1227	Погибель Магов	31	
1228	Погибель Магов	40	
1229	Погибель Магов	50	
1230	Крыло Серафима	100	
1231	Научная Технология Виз-Джуна	100	
1232	Лебединая Песня	100	
1233	Магистр	3	
1234	Магистр	12	
1235	Магистр	21	
1236	Магистр	30	
1237	Магистр	40	
1238	Магистр	49	
1239	Шаманка	100	
1240	Рейка Черного Короля	100	
1241	Посох Теней	100	
1242	Повелитель Бурь	8	
1243	Повелитель Бурь	17	
1244	Повелитель Бурь	26	
1245	Повелитель Бурь	35	
1246	Повелитель Бурь	45	
1247	Повелитель Бурь	54	
1248	Ветер Войны	100	
1249	Демасийское Правосудие	100	
1250	Экскалибур	100	
1251	Черная Дама	11	
1252	Черная Дама	20	
1253	Черная Дама	30	
1254	Черная Дама	39	
1255	Черная Дама	48	
1256	Черная Дама	57	
1257	Арфа Мести	100	
1258	Падение Молота	100	
1259	Сердце Роя	100	
1260	Урок Кота	5	
1261	Урок Кота	14	
1262	Урок Кота	23	
1263	Урок Кота	33	
1264	Урок Кота	42	
1265	Урок Кота	51	
1266	Гребень Мечты	100	
1267	Уничтожитель Звезд	100	
1268	Длань Гефетрус	100	
1269	Лунное Проклятие	10	
1270	Лунное Проклятие	20	
1271	Лунное Проклятие	29	
1272	Лунное Проклятие	38	
1273	Лунное Проклятие	47	
1274	Лунное Проклятие	55	
1275	Грозовая Туча	100	
1276	Адский Дождь	100	
1277	Божественная Стрела	100	
1278	Родная Земля	10	
1279	Родная Земля	20	
1280	Родная Земля	29	
1281	Родная Земля	38	
1282	Родная Земля	47	
1283	Родная Земля	55	
1284	Защита Селестии	100	
1285	Доблесть Серентии	100	
1286	Укус Пантеры	100	
1287	Острие Солнечных Часов	7	
1288	Острие Солнечных Часов	16	
1289	Острие Солнечных Часов	25	
1290	Острие Солнечных Часов	34	
1291	Острие Солнечных Часов	44	
1292	Острие Солнечных Часов	53	
1293	Призрачный Якорь	100	
1294	Дырявая Голова	100	
1295	Щупальце Фоно	100	
1296	Король Грозных Земель	1	
1297	Король Грозных Земель	9	
1298	Король Грозных Земель	20	
1299	Король Грозных Земель	30	
1300	Король Грозных Земель	40	
1301	Король Грозных Земель	50	
1302	Элитное Крушилище	100	
1303	Маятник Лорда Шахт	100	
1304	Бычий Колун	100	
1305	Осиное Жало	7	
1306	Осиное Жало	17	
1307	Осиное Жало	26	
1308	Осиное Жало	35	
1309	Осиное Жало	44	
1310	Осиное Жало	53	
1311	Литдхиабхала	100	
1312	Каллиопа Нереида	100	
1313	Полярный Вихрь	100	
1314	Повелитель Шипов	11	
1315	Повелитель Шипов	20	
1316	Повелитель Шипов	31	
1317	Повелитель Шипов	41	
1318	Повелитель Шипов	51	
1319	Повелитель Шипов	59	
1320	Принц Пустоты	100	
1321	Падение Карибдуса	100	
1322	Теневой Бес	100	
1323	Сглаз Умбару	7	
1324	Сглаз Умбару	16	
1325	Сглаз Умбару	24	
1326	Сглаз Умбару	33	
1327	Сглаз Умбару	42	
1328	Сглаз Умбару	50	
1329	Дыхание Транг-Ула	100	
1330	Идол Ригнара	100	
1331	Гематрия	100	
1332	Крушитель Костей	7	
1333	Крушитель Костей	16	
1334	Крушитель Костей	25	
1335	Крушитель Костей	35	
1336	Крушитель Костей	44	
1337	Крушитель Костей	53	
1338	Звонарь Смерти	100	
1339	Троллхаммарен	100	
1340	Крушитель Духа	100	
1341	Кирка Золотоискателя	7	
1342	Кирка Золотоискателя	16	
1343	Кирка Золотоискателя	26	
1344	Кирка Золотоискателя	35	
1345	Кирка Золотоискателя	44	
1346	Кирка Золотоискателя	53	
1347	Снежный Молот	100	
1348	Бумс	100	
1349	Укус Небес	100	
1350	Вуаль Зере	2	
1351	Вуаль Зере	10	
1352	Вуаль Зере	18	
1353	Вуаль Зере	27	
1354	Вуаль Зере	36	
1355	Вуаль Зере	45	
1356	Корона Раккаса	100	
1357	Шлем Львиной Крови	100	
1358	Череп Львицы	100	
1359	Магнитная Скала	7	
1360	Магнитная Скала	16	
1361	Магнитная Скала	25	
1362	Магнитная Скала	35	
1363	Магнитная Скала	44	
1364	Магнитная Скала	53	
1365	Лампа Лиэя	100	
1366	Эосфор	100	
1367	Золотое Солнце	100	
1368	Хребет На-Крула	6	
1369	Хребет На-Крула	16	
1370	Хребет На-Крула	26	
1371	Хребет На-Крула	36	
1372	Хребет На-Крула	47	
1373	Хребет На-Крула	57	
1374	Замороженный Охранник	100	
1375	Буря Зулар Хана	100	
1376	Парящая Дама	100	naginagi
1377	Ветер Смерти	4	
1378	Ветер Смерти	14	
1379	Ветер Смерти	23	
1380	Ветер Смерти	32	
1381	Ветер Смерти	41	
1382	Ветер Смерти	51	
1383	Рука Ратмы	100	
1384	Отговариватель Ихариона	100	
1385	Калечащее Жало	100	
1386	Дух Льда	1	
1387	Дух Льда	9	
1388	Дух Льда	19	
1389	Дух Льда	30	
1390	Дух Льда	40	
1391	Дух Льда	50	
1392	Военный Пир	100	
1393	Военные Укрепления	100	
1394	Колун Мясника	100	
1395	Глаз Астроги	5	
1396	Глаз Астроги	14	
1397	Глаз Астроги	22	
1398	Глаз Астроги	31	
1399	Глаз Астроги	40	
1400	Глаз Астроги	49	
1401	Тарч Норрека	100	
1402	Диджитроновый Диск	100	
1403	Серебряный Скорпион	100	
1404	Драконий Огонь	8	
1405	Драконий Огонь	17	
1406	Драконий Огонь	25	
1407	Драконий Огонь	34	
1408	Драконий Огонь	43	
1409	Драконий Огонь	52	
1410	Скутум Таннра	100	
1411	Падение Феникса	100	
1412	Солнечный Луч	100	
1413	Кол Ямы Смерти	10	
1414	Кол Ямы Смерти	20	
1415	Кол Ямы Смерти	29	
1416	Кол Ямы Смерти	38	
1417	Кол Ямы Смерти	47	
1418	Кол Ямы Смерти	55	
1419	Король Льда	100	
1420	Гордость Калдея	100	
1421	Разрезающая Стрекозу	100	
1422	Теневой Удар	3	
1423	Теневой Удар	12	
1424	Теневой Удар	21	
1425	Теневой Удар	30	
1426	Теневой Удар	40	
1427	Теневой Удар	49	
1428	Полет Фантома	100	
1429	Кричащий Змей	100	
1430	Острие Чести	100	
1431	Драконий Хвост	10	
1432	Драконий Хвост	19	
1433	Драконий Хвост	27	
1434	Драконий Хвост	36	
1435	Драконий Хвост	44	
1436	Драконий Хвост	52	
1437	Пояс Астероидов	100	
1438	Искушение Лилит	100	invblt
1439	Победитель Триединства	100	
1440	Ледяной Панцирь	6	
1441	Ледяной Панцирь	15	
1442	Ледяной Панцирь	23	
1443	Ледяной Панцирь	32	
1444	Ледяной Панцирь	42	
1445	Ледяной Панцирь	50	
1446	Сердце Арреат	100	
1447	Кожа Кабраксиса	100	
1448	Кожа Росомахи	100	
1449	Фамильная Ценность Альбрехта	2	
1450	Фамильная Ценность Альбрехта	11	
1451	Фамильная Ценность Альбрехта	20	
1452	Фамильная Ценность Альбрехта	29	
1453	Фамильная Ценность Альбрехта	37	
1454	Фамильная Ценность Альбрехта	46	
1455	Череп Тролля	100	
1456	Мертворожденный	100	
1457	Жуткая Вспышка	100	
1458	Военный Плащ	1	
1459	Военный Плащ	9	
1460	Военный Плащ	18	
1461	Военный Плащ	26	
1462	Военный Плащ	35	
1463	Военный Плащ	44	
1464	Плащ Огней	100	
1465	Бог Исцеления	100	
1466	Завеса Виз-Джак'Таара	100	
1467	Трость Джарис Хана	1	
1468	Трость Джарис Хана	9	
1469	Трость Джарис Хана	19	
1470	Трость Джарис Хана	29	
1471	Трость Джарис Хана	39	
1472	Трость Джарис Хана	50	
1473	Леденящий Хребет	100	
1474	Семь Голов Тафамета	100	
1475	Удар Мародера	100	
1476	Шипастая Ветвь	12	
1477	Шипастая Ветвь	21	
1478	Шипастая Ветвь	31	
1479	Шипастая Ветвь	40	
1480	Шипастая Ветвь	49	
1481	Шипастая Ветвь	58	
1482	Мудрость Фиакла-Гира	100	
1483	Мистер Безболезненный	100	
1484	Гнев Природы	100	
1485	Вестник Скартары	11	
1486	Вестник Скартары	20	
1487	Вестник Скартары	30	
1488	Вестник Скартары	39	
1489	Вестник Скартары	48	
1490	Вестник Скартары	57	
1491	Приказ Атулуа	100	
1492	Бьющий из Пропасти	100	
1493	Путь Рейнджера	100	
1494	Выстрел Углями	11	
1495	Выстрел Углями	20	
1496	Выстрел Углями	30	
1497	Выстрел Углями	39	
1498	Выстрел Углями	48	
1499	Выстрел Углями	57	
1500	Бомбарда Ларзука	100	
1501	Монс Мег	100	
1502	Демоническая Тетива	100	
1503	Преследователь Акул	4	
1504	Преследователь Акул	12	
1505	Преследователь Акул	21	
1506	Преследователь Акул	30	
1507	Преследователь Акул	39	
1508	Преследователь Акул	47	
1509	Ремесло Хратли	100	
1510	Камея Медивха	100	
1511	Чешуя Селезня	100	
1512	Орихалк	4	
1513	Орихалк	13	
1514	Орихалк	21	
1515	Орихалк	30	
1516	Орихалк	39	
1517	Орихалк	48	
1518	Гипнодиск	100	
1519	Спутниковая Тарелка Виз-Джуна	100	
1520	Пепел Феникса	100	
1521	Военный Танец	4	
1522	Военный Танец	13	
1523	Военный Танец	22	
1524	Военный Танец	32	
1525	Военный Танец	41	
1526	Военный Танец	50	
1527	Адский Хлыст	100	
1528	Сабля Плаванья в Шторм	100	
1529	Ледяной Черенок	100	
1530	Лунная Песнь	3	
1531	Лунная Песнь	12	
1532	Лунная Песнь	21	
1533	Лунная Песнь	30	
1534	Лунная Песнь	40	
1535	Лунная Песнь	49	
1536	Призрачная Луна	100	
1537	Ноша Земли	100	
1538	Хозяйка Боли	100	
1539	Лунный Покров	1	
1540	Лунный Покров	8	
1541	Лунный Покров	17	
1542	Лунный Покров	26	
1543	Лунный Покров	35	
1544	Лунный Покров	43	
1545	Пояс Теней	100	
1546	Магнит	100	
1547	Зачарованный Молнией	100	
1548	Мантия Листьев	4	
1549	Мантия Листьев	12	
1550	Мантия Листьев	21	
1551	Мантия Листьев	30	
1552	Мантия Листьев	39	
1553	Мантия Листьев	47	
1554	Хрустальный Саван	100	
1555	Чешуйка Справедливости	100	
1556	Кожа Сахуагина	100	
1557	Носитель Солнца	1	
1558	Носитель Солнца	9	
1559	Носитель Солнца	18	
1560	Носитель Солнца	27	
1561	Носитель Солнца	37	
1562	Носитель Солнца	46	
1563	Священник	100	
1564	Скипетр Тремейна	100	
1565	Небесный Свет	100	
1566	Эль-Нат	2	
1567	Эль-Нат	11	
1568	Эль-Нат	20	
1569	Эль-Нат	30	
1570	Эль-Нат	39	
1571	Эль-Нат	48	
1572	Альнаир	100	
1573	Сабля Кракена	100	
1574	Шахерезада	100	
1575	Рубильник	12	
1576	Рубильник	21	
1577	Рубильник	30	
1578	Рубильник	40	
1579	Рубильник	49	
1580	Рубильник	57	
1581	Расщепитель Атомов	100	
1582	Легион Манов	100	
1583	Щупальца Ужаса	100	
1584	Костяной Дьявол	6	
1585	Костяной Дьявол	15	
1586	Костяной Дьявол	24	
1587	Костяной Дьявол	33	
1588	Костяной Дьявол	43	
1589	Костяной Дьявол	52	
1590	Лунная Коса	100	
1591	Шоу Уродов	100	
1592	Предвестник Смерти	100	
1593	Бросок Гадюки	6	
1594	Бросок Гадюки	16	
1595	Бросок Гадюки	25	
1596	Бросок Гадюки	34	
1597	Бросок Гадюки	43	
1598	Бросок Гадюки	53	
1599	Разбрызгиватель Магмы	100	
1600	Сжигатель Смолы	100	
1601	Душа Упыря	100	
1602	Непробиваемый	12	
1603	Непробиваемый	21	
1604	Непробиваемый	30	
1605	Непробиваемый	39	
1606	Непробиваемый	47	
1607	Непробиваемый	56	
1608	Противотанковый Еж	100	
1609	Панцеркайль	100	
1610	Золотая Колесница	100	
1611	Лук Метели	5	
1612	Лук Метели	15	
1613	Лук Метели	24	
1614	Лук Метели	33	
1615	Лук Метели	42	
1616	Лук Метели	52	
1617	Змеиный Ангел	100	
1618	Вой Шторма	100	
1619	Сила Ветра	100	
1620	Лук Трещины	1	
1621	Лук Трещины	8	
1622	Лук Трещины	17	
1623	Лук Трещины	26	
1624	Лук Трещины	36	
1625	Лук Трещины	45	
1626	Тетива из Сухожилия	100	
1627	Соплемет	100	
1628	Пока Не Дойдет Что КГ/АМ	120	
1629	Ледолом	5	
1630	Ледолом	14	
1631	Ледолом	23	
1632	Ледолом	33	
1633	Ледолом	42	
1634	Ледолом	51	
1635	Буря Угольков	100	
1636	Ветер Фьорда	100	
1637	Демоническая Арка	100	
1638	Зов Демона	1	
1639	Зов Демона	8	
1640	Зов Демона	17	
1641	Зов Демона	27	
1642	Зов Демона	36	
1643	Зов Демона	45	
1644	Глупость Визжири	100	
1645	Посох Леди Сайлен	100	
1646	Острие Грозы	100	
1647	Беспощадный Клык	1	
1648	Беспощадный Клык	10	
1649	Беспощадный Клык	19	
1650	Беспощадный Клык	28	
1651	Беспощадный Клык	37	
1652	Беспощадный Клык	46	
1653	Ксифос	100	
1654	Клинок Адской Кузницы	100	
1655	Потрошильщик	100	
1656	Эмбия	8	
1657	Эмбия	17	
1658	Эмбия	28	
1659	Эмбия	37	
1660	Эмбия	47	
1661	Эмбия	54	
1662	Повелитель Пламени	100	
1663	Китобойный Промысел	100	
1664	Жалящий Плоть	100	
1665	Топ-Спин	3	
1666	Топ-Спин	11	
1667	Топ-Спин	20	
1668	Топ-Спин	29	
1669	Топ-Спин	37	
1670	Топ-Спин	47	
1671	Мыслящая Шляпа	100	
1672	Капюшон Лакуни	100	
1673	Череп Виз-Джак'таара	100	
1674	Уничтожающий Ангел	2	
1675	Уничтожающий Ангел	11	
1676	Уничтожающий Ангел	20	
1677	Уничтожающий Ангел	29	
1678	Уничтожающий Ангел	37	
1679	Уничтожающий Ангел	46	
1680	Ведьмин Барабан	100	
1681	Летающее Блюдце	100	
1682	Каменный Страж	100	
1683	Нарлантская Мечта	4	
1684	Нарлантская Мечта	14	
1685	Нарлантская Мечта	23	
1686	Нарлантская Мечта	32	
1687	Нарлантская Мечта	42	
1688	Нарлантская Мечта	50	
1689	Фокулус	100	
1690	Белладонна	100	
1691	Пылкое Головокружение	100	
1692	Бремя Титана	11	
1693	Бремя Титана	20	
1694	Бремя Титана	29	
1695	Бремя Титана	38	
1696	Бремя Титана	47	
1697	Бремя Титана	55	
1698	Элеполис	100	
1699	Асгардсрейя	100	
1700	Разрушитель	100	
1701	Агрессор	5	
1702	Агрессор	14	
1703	Агрессор	23	
1704	Агрессор	33	
1705	Агрессор	42	
1706	Агрессор	51	
1707	Карманный Нож Гида	100	
1708	Хранитель Огня	100	
1709	Бешенство Гладиатора	100	
1710	Клюв Ворона	1	
1711	Клюв Ворона	9	
1712	Клюв Ворона	18	
1713	Клюв Ворона	27	
1714	Клюв Ворона	36	
1715	Клюв Ворона	46	
1716	Серебряный Удар	100	
1717	Искатель Пустоты	100	
1718	Язык Гадюки	100	
1719	Клыкастое Копье	7	
1720	Клыкастое Копье	16	
1721	Клыкастое Копье	25	
1722	Клыкастое Копье	34	
1723	Клыкастое Копье	44	
1724	Клыкастое Копье	53	
1725	Темная Злоба	100	
1726	Силамбам	100	
1727	Божественная Мандибула	100	
1728	Раздавливатель Грейза	3	
1729	Раздавливатель Грейза	12	
1730	Раздавливатель Грейза	21	
1731	Раздавливатель Грейза	31	
1732	Раздавливатель Грейза	40	
1733	Раздавливатель Грейза	49	
1734	Черепная Бита	100	
1735	Дробилка Череподробилки	100	
1736	Темный Спуск	100	
1737	Лестница в Облака	7	
1738	Лестница в Облака	16	
1739	Лестница в Облака	24	
1740	Лестница в Облака	33	
1741	Лестница в Облака	42	
1742	Лестница в Облака	51	
1743	Распятие Акарата	100	
1744	Колесо Времен Года	100	
1745	Зловещая Икона	100	
1746	Компас Душ	11	
1747	Компас Душ	20	
1748	Компас Душ	30	
1749	Компас Душ	41	
1750	Компас Душ	51	
1751	Компас Душ	59	
1752	Темный Разум	100	
1753	Призрачный Клинок Варны	100	
1754	Темный Коготь	100	
1755	Беспощадный Дух	10	
1756	Беспощадный Дух	19	
1757	Беспощадный Дух	28	
1758	Беспощадный Дух	37	
1759	Беспощадный Дух	46	
1760	Беспощадный Дух	54	
1761	Сирота Природы	100	
1762	Перевертыш	100	
1763	Маскировка Рейнджера	100	
1764	Камон Житана	6	
1765	Камон Житана	15	
1766	Камон Житана	23	
1767	Камон Житана	32	
1768	Камон Житана	41	
1769	Камон Житана	49	
1770	Пробуждение Свечи	100	
1771	Расколотая Кольчуга	100	
1772	Отречение Мага	100	
1773	Цветочная Весна	6	
1774	Цветочная Весна	16	
1775	Цветочная Весна	25	
1776	Цветочная Весна	34	
1777	Цветочная Весна	43	
1778	Цветочная Весна	52	
1779	Небесный Чистильщик	100	
1780	Рогатый Охотник	100	
1781	Крик Атулуа	100	bow_elefury
1782	Убийца Звезд	9	
1783	Убийца Звезд	18	
1784	Убийца Звезд	29	
1785	Убийца Звезд	38	
1786	Убийца Звезд	48	
1787	Убийца Звезд	55	
1788	Погибель Ведьм	100	
1789	Большая Берта	100	
1790	Черный Рок	100	
1791	Арвальский Гимн	3	
1792	Арвальский Гимн	12	
1793	Арвальский Гимн	21	
1794	Арвальский Гимн	29	
1795	Арвальский Гимн	38	
1796	Арвальский Гимн	47	
1797	Острый Хребет	100	
1798	Сокруштиель Заклинаний	100	
1799	Сброшенная Шкура	100	
1800	Грааль Слез	2	
1801	Грааль Слез	11	
1802	Грааль Слез	20	
1803	Грааль Слез	29	
1804	Грааль Слез	37	
1805	Грааль Слез	46	
1806	Бычий Глаз	100	
1807	Книга Калена	100	invbbb
1808	Метка Ке-Хегана	100	
1809	Пика Ангириса	11	
1810	Пика Ангириса	22	
1811	Пика Ангириса	31	
1812	Пика Ангириса	41	
1813	Пика Ангириса	51	
1814	Пика Ангириса	60	
1815	Копье Черного Солнца	100	
1816	Апокалипсис	100	
1817	Хватка Ягуара	100	
1818	Звездная Птица	1	
1819	Звездная Птица	8	
1820	Звездная Птица	17	
1821	Звездная Птица	27	
1822	Звездная Птица	36	
1823	Звездная Птица	45	
1824	Уничтожитель Бури	100	
1825	Свистящая Смерть	100	
1826	Шкура Овцы	100	
1827	Прикосновение Смерти	1	
1828	Прикосновение Смерти	8	
1829	Прикосновение Смерти	18	
1830	Прикосновение Смерти	27	
1831	Прикосновение Смерти	36	
1832	Прикосновение Смерти	45	
1833	Железный Попугай Мешифа	100	
1834	Звездная Дева	100	
1835	Темная Немезида	100	
1836	Куйгараш	10	
1837	Куйгараш	20	
1838	Куйгараш	29	
1839	Куйгараш	38	
1840	Куйгараш	47	
1841	Куйгараш	55	
1842	Ветряная Стена	100	
1843	Самонаведение на Сердце	100	
1844	Укус Горгульи	100	
1845	Ореол Ауриэля	8	
1846	Ореол Ауриэля	16	
1847	Ореол Ауриэля	25	
1848	Ореол Ауриэля	34	
1849	Ореол Ауриэля	43	
1850	Ореол Ауриэля	51	
1851	Королевский Ободок	100	
1852	Корона Королевы-Матери	100	
1853	Иллюзия Ратмы	100	
1854	Стена Паршивых Овец	6	
1855	Стена Паршивых Овец	15	
1856	Стена Паршивых Овец	24	
1857	Стена Паршивых Овец	32	
1858	Стена Паршивых Овец	41	
1859	Стена Паршивых Овец	50	
1860	Оберег	100	
1861	Ерунда	100	
1862	Вечный Телохранитель	100	
1863	Башня Слоновой Кости	7	
1864	Башня Слоновой Кости	16	
1865	Башня Слоновой Кости	25	
1866	Башня Слоновой Кости	34	
1867	Башня Слоновой Кости	42	
1868	Башня Слоновой Кости	51	
1869	Щит Тысячи Звезд	100	
1870	Грех Судьи	100	
1871	Царь Горы	100	
1872	Бросок Трупа	12	
1873	Бросок Трупа	21	
1874	Бросок Трупа	31	
1875	Бросок Трупа	40	
1876	Бросок Трупа	49	
1877	Бросок Трупа	58	
1878	Тень Нимира	100	
1879	Ваши Баи Рон	100	
1880	Перо Феникса	100	
1881	Морской Призыватель	3	
1882	Морской Призыватель	12	
1883	Морской Призыватель	21	
1884	Морской Призыватель	30	
1885	Морской Призыватель	40	
1886	Морской Призыватель	49	
1887	Ретиарий	100	
1888	Призыватель Бури	100	
1889	Стальная Колонна	100	
1890	Оверлорд	1	
1891	Оверлорд	9	
1892	Оверлорд	19	
1893	Оверлорд	28	
1894	Оверлорд	37	
1895	Оверлорд	46	
1896	Темный Пир	100	
1897	Двуликий Клинок	100	
1898	Регалии Демонов	100	
1899	Темная Плоть	5	
1900	Темная Плоть	14	
1901	Темная Плоть	23	
1902	Темная Плоть	32	
1903	Темная Плоть	40	
1904	Темная Плоть	49	
1905	Испивающая Страх	100	
1906	Грязевой Бассейн	100	
1907	Часовой Смерти	100	
1908	Горный Император	7	
1909	Горный Император	17	
1910	Горный Император	27	
1911	Горный Император	38	
1912	Горный Император	48	
1913	Горный Император	58	
1914	Смертельная Дуга	100	
