#index	name
1187	\yellow;Стальношерстый Титан\blue;
1188	\yellow;Хозяин Роя\blue;
1189	\yellow;Сгнивший Маг\blue;
1190	\yellow;Утренняя Звезда\blue;
1191	\yellow;Проклятие Гробниц\blue;
1192	\yellow;Черная Кошка\blue;
1193	\yellow;Измельчитель\blue;
1194	\yellow;Ледяной Клан\blue;
1195	\yellow;Мраморная Лягушка\blue;
1196	\yellow;Падший Священник\blue;
1197	\yellow;Несущий Чуму\blue;
1198	\yellow;Джинн\blue;
1199	\yellow;Король Обезьян\blue;
1200	\yellow;Гадюка\blue;
1201	\yellow;Калечащий\blue;
1202	\yellow;Рой\blue;
1203	\yellow;Зубец\blue;
1204	\yellow;Ледяной Клан\blue;
1205	Адская Хитрая Штука
1206	\dgrey;Баал (Видение Разрушения)\blue;
1207	\gold;Vasily
1208	\gold;Esu
1209	\gold;Fiacla-G
1210	\purple;Amazon
1211	\purple;Sorceress
1212	\purple;Druid
1213	Шоковый Зверь
1214	\green;Темная Сестра\blue;
1215	\green;Обсидиановый Рыцарь
1216	Жертвенный Агнец
1217	\orange;Темный Нефалем\blue;
1218	Ульдиссиан, Повелитель Темных Эдиремов
1219	\gold;Империус
1220	\gold;Малтаэль\blue;
1221	Эдирем
1222	\orange;Темный Нефалем\blue;
1223	\orange;Карательная Турель
1224	\orange;Карательная Турель
1225	\orange;Служитель Триединства
1226	\orange;Морлу
1227	\gold;Лилит
1228	Torajian
1229	Призрачный Волк
1230	\yellow;Клан Черепа\blue;
1231	Утренняя Звезда
1232	Измельчитель
1233	Монстр Бедствия
1234	Тотем Стены Мертвых
1235	Зомби Мертвой Стены
1236	\yellow;Кобра\blue;
1237	\yellow;Соглядатай\blue;
1238	\yellow;Удар Молнии\blue;
1239	\yellow;Капканная Крыса\blue;
1240	\yellow;Заледенелая Душа\blue;
1241	\yellow;Лавина\blue;
1242	\yellow;Рогатый Левиафан\blue;
1243	\yellow;Сын Азмодана
1244	\yellow;Повелитель Туч
1245	\yellow;Носитель Огня Смерти\blue;
1246	\gold;Темнозвездный Дракон
1247	\orange;Chimaera Trap
1248	\orange;Воющий Дух\blue;
1249	Темнозвездный Дракон
1250	Падший
1251	\gold;Империус
1252	\yellow;Утрення Звезда\gold;
1253	\gold;Куов Цин\blue;
1254	Дух Возмездия
1255	Мстительный Мертвец
1256	\yellow;Миротворец\blue;
1257	\yellow;Живое Пламя\blue;
1258	\yellow;Визгун\blue;
1259	\yellow;Темный Визжири\blue;
1260	\yellow;Воин Мысли
1261	\yellow;Ни Ва
1262	\yellow;Ужасающий Гигант\blue;
1263	\yellow;Крушитель Стали\blue;
1264	\yellow;Темный Горизонт\blue;
1265	\yellow;Панихида\blue;
1266	\yellow;Архонт Пустоты\blue;
1267	\yellow;Испорченный Колдун\blue;
1268	\yellow;Высшая Жрица\blue;
1269	\yellow;Злобная Леди\blue;
1270	\yellow;Распинатель\blue;
1271	\yellow;Бессмертный\blue;
1272	\yellow;Галюциногенный Гриб\blue;
1273	\yellow;Еретик\blue;
1274	\yellow;Бритвошерстый Титан\blue;
1275	\yellow;Ониксовый Рыцарь\blue;
1276	\yellow;Демон Черного Льда\blue;
1277	\yellow;Фантом\blue;
1278	\yellow;Жужжащая Пила\blue;
1279	\yellow;Эдирем\blue;
1280	\yellow;Громик\blue;
1281	\yellow;Василиск\blue;
1282	\yellow;Древо Жизни\blue;
1283	\yellow;Лорд Ядра\blue;
1284	Кристальная Ведьма
1285	\yellow;Поджигатель Крови\blue;
1286	\yellow;Кровавый Камень\blue;
1287	\yellow;Гремлин\blue;
1288	\yellow;Кровавый Принц\blue;
1289	\yellow;Черная Смерть\blue;
1290	\yellow;Призрачный Лорд\blue;
1291	\yellow;Актер\blue;
1292	\yellow;Альбула
1293	\yellow;Фетиш-Снайпер\blue;
1294	\yellow;Фетиш-Охотник\blue;
1295	\yellow;Жижа
1296	\yellow;Ифрит\blue;
1297	\yellow;Шоковая Обезьяна\blue;
1298	\yellow;Кошмар\blue;
1299	\yellow;Игольчатый Медведь\blue;
1300	\yellow;Морозный Хищник\blue;
1301	\yellow;Костодробилка\blue;
1302	\yellow;Ульфхедин\blue;
1303	\yellow;Чумной Мертвый Лучник\blue;
1304	\yellow;Завывающий\blue;
1305	\yellow;Шокирующее Жало\blue;
1306	\yellow;Штормовой Шаман\blue;
1307	\yellow;Пепельный Тролль
1308	\yellow;Бродяга Кровавого Огня\blue;
1309	\yellow;Альфа Центавр\blue;
1310	\yellow;Чумной Труп\blue;
1311	\yellow;Сенобит\blue;
1312	\yellow;Утренняя Звезда\blue;
1313	\yellow;Проклятие Гробниц\blue;
1314	\yellow;Черная Кошка\blue;
1315	\yellow;Измельчитель\blue;
1316	\yellow;Гиена Судьбы\blue;
1317	\yellow;Мраморная Лягушка\blue;
1318	\yellow;Призрачный Феникс\blue;
1319	\yellow;Несущий Чуму\blue;
1320	\yellow;Джинн\blue;
1321	\yellow;Король Обезьян\blue;
1322	\yellow;Гадюка\blue;
1323	\yellow;Калечащий\blue;
1324	\yellow;Зубец\blue;
1325	\yellow;Ледяной Клан\blue;
1326	\yellow;Кобра\blue;
1327	\yellow;Соглядатай\blue;
1328	\yellow;Удар Молнии\blue;
1329	\yellow;Капканная Крыса\blue;
1330	\yellow;Магмовый Змей\blue;
1331	\yellow;Аннигилятор\blue;
1332	\yellow;Выкованный Шаман\blue;
1333	\yellow;Каменный Молот\blue;
1334	\yellow;Повелитель Туч
1335	\yellow;Носитель Огня Смерти\blue;
1336	Кислотный Зверь
1337	Плюющий Ядом
1338	Зверь Ямы
1339	Зверь Хаоса
1340	Брюхо Лавы
1341	Песчаный рейдер
1342	Мародер
1343	Вторженец
1344	Противник
1345	Вторженец
1346	Черепная Обезьяна
1347	Черный Бабуин
1348	Темный Гиббон
1349	Обезьяна-Горгулья
1350	Стражник Храма
1351	Скелет-Лучник
1352	Возвращенный Лучник
1353	Костяной Лучник
1354	Пылающий Мертвец-Лучник
1355	Лучник Ужаса
1356	Балрог
1357	Охранник
1358	Адский Лорд
1359	Лорд Вихря
1360	Громовой Жук
1361	Нечестивый Скарабей
1362	Охранник Гробниц
1363	Изумрудный Скарабей
1364	Алмазный Жук
1365	Рыскающая Жрица
1366	Пустынная Жрица
1367	Кошачья Жрица
1368	Жрица Лакуни
1369	Арлекин
1370	Вредитель
1371	Тенеплет
1372	Лягушка-Бык
1373	Кислотный Принц
1374	Ледяной Принц
1375	Зомби
1376	Голодный Труп
1377	Джинн
1378	Призрачный Зомби
1379	Сажатель-на-кол
1380	Ассамит
1381	Носферату
1382	Вентру
1383	Кровавый Маркиз
1384	Скелет
1385	Вернувшийся
1386	Костяной Воин
1387	Горящий Труп
1388	Ужас
1389	Падший
1390	Вторженец
1391	Осквернитель
1392	Secret Jewelword!\nScourge
1393	Разрушитель
1394	Падший Шаман
1395	Шаман-Захватчик
1396	Шаман-Осквернитель
1397	Шаман Бедствия
1398	Шаман-Разрушитель
1399	Падший Воин
1400	Падший Герой
1401	Рыцарь Войны
1402	Рыцарь Чумы
1403	Рыцарь Голода
1404	Охотник Джунглей
1405	Древесный Охотник
1406	Дьявол Джунглей
1407	Кровавый Охотник
1408	Убийца
1409	Охотник Джунглей
1410	Древесный Охотник
1411	Дьявол Джунглей
1412	Кровавый Охотник
1413	Убийца
1414	Воин-Горгулья
1415	Защитник Горы
1416	Защитник Вершины
1417	Каменный Воин
1418	Гранитный Король
1419	Спрятанный
1420	Фата Моргана
1421	Сталкер
1422	Банши
1423	Злой Дух
1424	Комар Смерти
1425	Кровавое Жало
1426	Высасывающий Душу
1427	Острое Жало
1428	Клан Камня
1429	Клан Ночи
1430	Клан Плоти
1431	Клан Огня
1432	Клан Смерти
1433	Клан Камня
1434	Клан Ночи
1435	Клан Плоти
1436	Клан Огня
1437	Клан Смерти
1438	Рыскающий
1439	Пустынная Кошка
1440	Кошачья Ведьма
1441	Солдат Лакуни
1442	Ледяной Лорд
1443	Хрустальный Лорд
1444	Сапфировый Лорд
1445	Покровитель
1446	Саскуотч
1447	Бронзовый Титан
1448	Золотой Титан
1449	Серебряный Титан
1450	Мерзость
1451	Проклятая Душа
1452	Испорченная Душа
1453	Извращенная Душа
1454	Осужденная Душа
1455	Рыскающий
1456	Пустынная Кошка
1457	Кошачья Ведьма
1458	Солдат Лакуни
1459	Минотавр
1460	Страж Судьбы
1461	Стальной Лорд
1462	Кровавый Рыцарь
1463	Обсидиановый Лорд
1464	Красный Шторм
1465	Штормовой Всадник
1466	Лорд Шторма
1467	Лорд Вихря
1468	Солнечный Тигр
1469	Лунная Пантера
1470	Крыса Убийца
1471	Шипастый Дьявол
1472	Крыса Джунглей
1473	Шипованный Ужас
1474	Темная Плутовка
1475	Темная Охотница
1476	Ассассин
1477	Кровавая Плутовка
1478	Вампирша
1479	Кентавр
1480	Роковой Охотник
1481	Куатл
1482	Наземная Акула
1483	Радужный Охотник
1484	Темная Плутовка
1485	Темная Охотница
1486	Охотница за Плотью
1487	Кровавая Плутовка
1488	Вампирша
1489	Костяной Маг
1490	Костяной Маг
1491	Костяной Колдун
1492	Маг Горящий Мертвец
1493	Горящий Мертвый Маг
1494	Пылающий Мертвец-Колдун
1495	Маг Ужаса
1496	Ужасный Маг
1497	Ужасный Колдун
1498	Тарантул
1499	Песчаный Дьявол
1500	Прядильщик Пламени
1501	Паук Души
1502	Трупный Червь
1503	Черный Рыцарь
1504	Адепт
1505	Суккуб
1506	Сирена
1507	Адское Отродье
1508	Снежная Ведьма
1509	Сжигатель Души
1510	Доминатор
1511	Священная Жаба
1512	Монстр Маны
1513	Темная Жаба
1514	Демоническая Жаба
1515	Кошмарная Жаба
1516	Ржавый Монстр
1517	Ржавая Клешня
1518	Коррозийный Зверь
1519	Ржавый Ползающий
1520	Коррозийный Кошмар
1521	Немертвый Стервятник
1522	Охранник Оазиса
1523	Разрезатель Костей
1524	Смотритель Смерти
1525	Демон Магмы
1526	Лорд Лавы
1527	Адский Камень
1528	Рыцарь Пропасти
1529	Лунный Рыцарь
1530	Темный Советник
1531	Темный Магистрат
1532	Темный Каббалист
1533	Темный Древний
1534	Змея Гробницы
1535	Огненный Змей
1536	Золотой Змей
1537	Лазурный Змей
1538	Изверг
1539	Мерцание
1540	Мрак
1541	Хранитель
1542	Танцующий Свет
1543	Призрачное Пламя
1544	Черное Пламя
1545	Замученная Душа
1546	Архонт
1547	Кровавый Архонт
1548	Темный Архонт
1549	Сумеречный Архонт
1550	Тамплиер
1551	Багровый Тамплиер
1552	Темный Тамплиер
1553	Сумеречный Тамплиер
1554	Черный Рыцарь
1555	\yellow;Ониксовый Рыцарь\blue;
1556	Горгулья
1557	\yellow;Каменный Молот\blue;
1558	Свирепый Демон Пропасти
1559	\yellow;Расчленитель\blue;
1560	Рыцарь Пропасти
1561	Лунный Рыцарь
1562	\yellow;Дьявольский Серафим\blue;
1563	Светящийся Гриб
1564	\yellow;Галюциногенный Гриб\blue;
1565	Адепт
1566	\yellow;Еретик\blue;
1567	\gold;Астрога\blue;
1568	Статуя Пауков
1569	Чернотелка
1570	\yellow;Эдирем\gold;
1571	\yellow;Сгнивший Лучник\gold;
1572	Shrine of Extinction
1573	\gold;Бычий Принц Родео\blue;
1574	Живой Камень
1575	\yellow;Древний Гигант
1576	Рейдер
1577	\yellow;Ульфхедин\blue;
1578	Асатруар
1579	\yellow;Готи\blue;
1580	Энт
1581	\yellow;Древо Жизни\blue;
1582	Кристальная Ведьма
1583	\yellow;Высшая Жрица\blue;
1584	\yellow;Высшая Жрица\blue;
1585	Демон Магмы
1586	Лорд Лавы
1587	Адский Камень
1588	\yellow;Кровавый Камень\blue;
1589	Падший Наездник на Волке
1590	\yellow;Наездник-Разрушитель на Волке\blue;
1591	Приговоренный
1592	Грешник
1593	\yellow;Сенобит\blue;
1594	Крушитель
1595	\yellow;Ужасающий Гигант\blue;
1596	\gold;Белиал, Повелитель Лжи
1597	\green;Камень из Провала\blue;
1598	\green;Злобный\blue;
1599	\green;Каменная Кувалда\blue;
1600	\green;Асатор\blue;
1601	\green;Звездный Рыцарь\blue;
1602	Грешник
1603	Лавина
1604	Светящийся Гриб
1605	Крыска
1606	\green;Прихвостень\blue;
1607	\orange;Убитая Душа\blue;
1608	\orange;Убитая Душа\blue;
1609	\orange;Убитая Душа\blue;
1610	\orange;Убитая Душа\blue;
1611	\orange;Убитая Душа\blue;
1612	Ассур
1613	\yellow;Серебрянная Глыба\blue;
1614	\green;Прихвостень\blue;
1615	\orange;Кровавый Голем
1616	\orange;Некробот\blue;
1617	\gold;Малтаэль\blue;
1618	Сирена
1619	Эдирем
1620	Тотем Притока Крови
1621	\orange;Тотем Черной Руки
1622	\purple;Братец Лаз (Секретный Босс)
1623	\orange;Фанатка\blue;
1624	\orange;Магинер
1625	\orange;AC-2 Заклепочник
1626	\orange;AC-1 Молотильщик
1627	\orange;RC-2 Тяжелый Дрон
1628	\orange;RC-1 Легкий Дрон
1629	\gold;Главная Управляющая Система
1630	\orange;Часовой (Пулемет)
1631	\orange;Часовой (Дроны)
1632	\orange;Часовой (Дроны)
1633	\orange;Часовой (Инфорсеры)
1634	\orange;Часовой (Инфорсеры)
1635	\orange;Часовой (Мины)
1636	\orange;Часовой (РГЧ)
1637	\orange;Часовой (ЭМИ)
1638	\orange;Тотем Энергетического Щита
1639	\orange;Часовой (Пулемет)
1640	\orange;Часовой (Пулемет)
1641	\orange;Часовой (Магинеры)
1642	Лепрекон
1643	Дух Эльфа
1644	\yellow;Ульфхедин\gold;
1645	\green;Асатор\gold;
1646	Змея Гробницы\gold;
1647	\orange;Крыска\gold;
1648	\yellow;Ониксовый Рыцарь\gold;
1649	Тотем Клыка Дьявола
1650	Волк-Спутник
1651	\gold;Акарат
1652	\red;Яйцо Дракона
1653	\red;Яйцо Дракона
1654	\red;Отродье Баала
1655	\red;Отродье Баала
1656	\red;Яйцо Дракона
1657	\red;Яйцо Дракона
1658	\red;Отродье Баала
1659	\red;Отродье Баала
1660	Джинн
1661	\yellow;Игольчатый Медведь\blue;
1662	\yellow;Морозный Хищник\blue;
1663	Приговоренный
1664	\yellow;Хозяин Роя\blue;
1665	\yellow;Испорченный Колдун\blue;
1666	\yellow;Фантом\blue;
1667	\yellow;Ледяной Клан\blue;
1668	\yellow;Несущий Чуму\blue;
1669	\yellow;Носитель Огня Смерти\blue;
1670	\yellow;Визгун\blue;
1671	Грешник
1672	\yellow;Готи\blue;
1673	Лорд Лавы
1674	\yellow;Ужасающий Гигант\blue;
1675	\yellow;Адская Кошка-Жрица\blue;
1676	\yellow;Еретик\blue;
1677	\yellow;Ониксовый Рыцарь\blue;
1678	\yellow;Удар Молнии\blue;
1679	\yellow;Призрачный Феникс\blue;
1680	\yellow;Чумной Мертвый Лучник\blue;
1681	\yellow;Сын Люциона\blue;
1682	Бронированный Титан
1683	\yellow;Демон Черного Льда\blue;
1684	\yellow;Дьявольский Серафим\blue;
1685	Black Panther
1686	\yellow;Капканная Крыса\blue;
1687	Сторожевое Древо
1688	Рампагор
1689	Тень
1690	Страж Тотемов
1691	Сокрытый Король
1692	Сокрытый Ужас
1693	Ghast
1694	\red;Сокрытый Король
1695	Тотем Клятвопреступника
1696	Тотем Бомбы Страха
1697	Рогатый Бог
1698	\white;Midnight Fairy
1699	\dgreen;Бурекогтевый Ужас
1700	\dgreen;Пустошь
1701	\dgreen;Светящаяся Капля
1702	\dgreen;Фея-Ведьма
1703	\dgreen;Охотник за Смертью
1704	потревоженная Ведьма...
1705	ПРЕВЕД МЕДВЕД
1706	\dgreen;Бурекогтевый Ужас
1707	\dgreen;Пустошь
1708	\dgreen;Светящаяся Капля
1709	\dgreen;Фея-Ведьма
1710	\dgreen;Охотник за Смертью
1711	потревоженная Ведьма...
1712	\yellow;Осколочное Отродье
1713	\yellow;Капканная Крыса\blue;
1714	\yellow;Соглядатай\blue;
1715	\yellow;Дьявольский Серафим\blue;
1716	\yellow;Панихида\blue;
1717	\yellow;Проклятье Хорадримов\blue;
1718	\yellow;Эдирем\blue;
1719	\yellow;Древо Жизни\blue;
1720	\yellow;Ульфхедин\blue;
1721	\yellow;Расчленитель\blue;
1722	Чернокнижник
1723	Кентавр
1724	Роковой Охотник
1725	\yellow;Альфа Центавр\blue;
1726	Грозное Крыло
1727	Костяная Буря
1728	\yellow;Призрачный Лорд\blue;
1729	Арлекин
1730	\yellow;Актер\blue;
1731	Вредитель
1732	\yellow;Гремлин\blue;
1733	Тенеплет
1734	\yellow;Гиена Судьбы\blue;
1735	Король Ящериц
1736	\yellow;Василиск\blue;
1737	\green;Коронованный Аспид\blue;
1738	Свартальф
1739	\yellow;Злобная Леди\blue;
1740	\green;Ересиарх\blue;
1741	\yellow;Ке-Хеган\blue;
1742	\yellow;Злобная Дама\blue;
1743	Чернокнижник
1744	Black Cat Familiar
1745	Диабло
1746	\yellow;Удар Молнии\blue;
1747	Свинья!
1748	\yellow;Детонатор
1749	\yellow;Гипно-жаба
1750	\orange;Астральный Страж
1751	\orange;Некросфера
1752	\orange;Броневик
1753	\orange;Trained Cougar
1754	\orange;Змея Джунглей
1755	\orange;Фонарик Архонта
1756	\orange;Фэйр
1757	\orange;Бессолнечный Пировальщик
1758	\orange;Бессолнечный Мутант
1759	\yellow;Свиноруб
1760	\yellow;Свиноруб
1761	\yellow;Куча Мала
1762	\yellow;Куча Мала
1763	\yellow;Гемочума
1764	\yellow;Гемочума
1765	\yellow;Гемочума
1766	\yellow;Гемочума
1767	\dgreen;Психо-шарик
1768	\dgreen;Психо-шарик
1769	\dgreen;Hephaestian
1770	\dgreen;Hephaestian
1771	\dgrey;Ужас
1772	Летунчик
1773	Пещерный Люциан
1774	\yellow;Альбула
1775	CouatlInhibitor
1776	LandsharkInhibitor
1777	Rainbow Hunter Inhibitor
1778	\yellow;Ni Va Inhibitor
1779	Куатл
1780	Наземная Акула
1781	Радужный Охотник
1782	\yellow;Ни Ва
1783	Guardian Construct
1784	\yellow;Sacred Construct
1785	\dgrey;Огненный Жук
1786	\yellow;Махасаттва
1787	Трупный Червь
1788	Лизун
1789	\yellow;Жижа
1790	Канализационный Тролль
1791	Подземельный Тролль
1792	\yellow;Пепельный Тролль
1793	Странствующий Сарандеш
1794	\yellow;Падший Сарандеш
1795	Летунчик
1796	Летунчик
1797	\yellow;Лорд Ядра\blue;
1798	\yellow;Поджигатель Крови\blue;
1799	\yellow;Мраморная Лягушка\blue;
1800	\yellow;Капканная Крыса\blue;
1801	\yellow;Ониксовый Рыцарь\blue;
1802	\yellow;Каменный Молот\blue;
1803	\yellow;Дьявольский Серафим\blue;
1804	\yellow;Еретик\blue;
1805	\yellow;Ульфхедин\blue;
1806	\yellow;Сенобит\blue;
1807	\yellow;Ужасающий Гигант\blue;
1808	\yellow;Альфа Центавр\blue;
1809	\yellow;Гиена Судьбы\blue;
1810	\yellow;Василиск\blue;
1811	\yellow;Злобная Дама\blue;
1812	\yellow;Детонатор
1813	\yellow;Пепельный Тролль
1814	\yellow;Sacred Construct
1815	\yellow;Махасаттва
1816	\yellow;Падший Сарандеш
1817	Спящий Пещерный Люциан
1818	\yellow;Фетиш-Ракетчик
1819	\yellow;Серебряная Стрела
1820	Draconic Emissary
1821	Размытый
1822	TathametDragon
1823	GodAnu
1824	BadAnu
1825	TathMinion
1826	RiftTrap
1827	RiftTrap
1828	RiftTrap
1829	TathFiend
1830	TathMinion
1831	RiftTrap
1832	BadAnu
1833	RiftTrap
1834	TathametDragon
1835	BadAnu
1836	PrimeLies
1837	PrimeSin
1838	PrimePain
1839	PrimeAnguish
1840	PrimeDestruction
1841	PrimeTerror
1842	PrimeHatred
1843	PrimePure
