#code	add	bits	bitsParamSave	bitsSave	descGroupIDs	descGroupNegative	descGroupPositive	descGroupStringAdd	descNegative	descPositive	descStringAdd	descfunc	descpriority	descval	dgrp	dgrpfunc	dgrpval	saveParamBits	stat
377	0	15										31	3	0				15	desc_bottom
378	0	15										31	238	0				15	desc_less_top
379	0	5										3		0					deathlord_penalty
380	0	8							\red;к Бонусному Урону от Bloodlust	\red;к Бонусному Урону от Bloodlust		4	154	1					passive_bloodlust_dmgpct
381	0	8							\red;к Стихийному Урону от Bloodlust	\red;к Стихийному Урону от Bloodlust		4	154	1					passive_bloodlust_elempct
382	0	5																	x_signet53
383	1001	14																12	special_syn1
384	0	8							Бонус Скорости Священной Броне	Бонус Скорости Священной Броне		2	155	1					passive_holyarmor_addmove
386	0	8																	witchberry_lifeheal
387	0	8							\red;к Бонусному Урону от Mark of the Wild	\red;к Бонусному Урону от Mark of the Wild		4	154	1					passive_motw_dmgpct
388	0	8							\red;к Стихийному Урону от Mark of the Wild	\red;к Стихийному Урону от Mark of the Wild		4	154	1					passive_motw_elempct
389	0	10							к Длительности Mark of the Wild	к Длительности Mark of the Wild		2	127	1					passive_motw_duration
390	0	5							Дополнительных Живодеров	Дополнительных Живодеров		1	155	1					passive_shadows_addmax
391	0	10							Бонус Длительности Miasma Haunt	Бонус Длительности Miasma Haunt		2	97	1					passive_hex_adddmg
393	1001	14																12	special_syn2
394	0	8																	passive_shadows_addelem
395	0	3																	weapon_count
396	1001	14																12	special_syn3
397	1001	14																12	special_syn4
398	0	5																	yshari_enable
399	0	8							к Длительности Ослепления Жгучего Сияния	к Длительности Ослепления Жгучего Сияния		4	153	1					passive_wrath_synergy
403	0	5																	x_signet60
404	0	10							к Урону Заклинаний Огня	к Урону Заклинаний Огня	(Основано на Уровне Персонажа)	7	93	1					passive_fire_mastery_perlevel
405	0	10							к Урону Заклинаний Молнии	к Урону Заклинаний Молнии	(Основано на Уровне Персонажа)	7	93	1					passive_ltng_mastery_perlevel
406	0	10							к Урону Заклинаний Холода	к Урону Заклинаний Холода	(Основано на Уровне Персонажа)	7	93	1					passive_cold_mastery_perlevel
407	0	10							к Урону Заклинаний Яда	к Урону Заклинаний Яда	(Основано на Уровне Персонажа)	7	93	1					passive_pois_mastery_perlevel
408	0	5																	x_signet61
409	50	8							к Длит. Навыков (Де-)Баффа/Холода	к Длит. Навыков (Де-)Баффа/Холода		2	130	1					profession_duration_mod
412	0	10																	resonance_buff
413	0	8							к Живучести при использовании Яблока	к Живучести при использовании Яблока		2	55	1					skill_bloodymary_bonus
414	50	9							Бонус к жизни для призванных Edyrem:	Бонус к жизни для призванных Edyrem:		4	133	1					skill_edyrem_hp_percent
417	0	16																5	ele_divisor
418	0	2							\orange;Можно Улучшить Испытанием Черной Дороги	\orange;Можно Улучшить Испытанием Черной Дороги		3	230	0					item_needschallenged
421	0	4																	scosglen_check
430	0	8							ко Всем Навыкам при использовании Яблока	ко Всем Навыкам при использовании Яблока		1	55	1					skill_paganheart_synergy
431	50	9							к Длительности Навыков Яда	к Длительности Навыков Яда		4	154	1					skill_poison_dur
439	0	8							к Жизни при Получении Удара	к Жизни при Получении Удара		1	19	1					item_healwhenstruck
440	0	8							к Мане при Получении Удара	к Мане при Получении Удара		1	18	1					item_manawhenstruck
441	5	6			445	ко Всем Максимальным Существам	ко Всем Максимальным Существам		к Максимуму Существ Некроманта	к Максимуму Существ Некроманта		1	84	1	11	1	1		passive_aura_addmax
442	0	10							Текущий Бонус Урону от Силы:	Текущий Бонус Урону от Силы:		2	135	2					str_bonus_blue
443	0	8							\green;Уже улучшено!	\green;Уже улучшено!		3	249	0					item_upgraded
444	50	9							к Жизни Призываемых Существ	к Жизни Призываемых Существ		4	83	1					skill_minion_hp_percent
445	0	6			441	ко Всем Максимальным Существам	ко Всем Максимальным Существам		к Максимуму Существ Варвара	к Максимуму Существ Варвара		1	73	1	11	1	1		skill_ancientspirits_synergy
446	0	8							к Урону Bloodlust от Protector Spirit	к Урону Bloodlust от Protector Spirit		4	80	1					skill_shamanspath_synergy
447	0	9							Восстановлено:	Восстановлено:		7	245	2					trophy_fragmentation
449	0	8							Повышенный Урон Лунного Удара	Повышенный Урон Лунного Удара		4	38	1					moonstrike_synergy
450	0	5																	trophy_counter
452	1	5																	cube_upgrade_1
453	1	5																	cube_upgrade_2
454	1	5																	cube_upgrade_3
455	1	5																	cube_upgrade_4
457	0	10																	enabler
458	0	5																	x_signet62
459	0	5																	x_signet63
460	0	5																	x_signet64
461	0	5																	x_signet65
462	0	8							Урон для Vessel of Justice	Урон для Vessel of Justice		4	142	1					skill_voj_mastery
463	0	5																	item_class_spec
464	1	9							\orange;Преданность Луку: Неистовый Экстаз не уменьшает вашу Защиту	Снарядов Scorpion Blade		3	245	0					skill_scorpion_blades
465	0	8																	skill_totem_damage
466	0	7							Мест для Эссенций:	Мест для Эссенций:		3	10	2					trader_chest
467	0	10							к Урону при использовании Яблока	к Урону при использовании Яблока		4	54	1					skill_elixirs_synergy
468	0	8							Урон для Vessel of Retribution	Урон для Vessel of Retribution		4	142	1					skill_light_mastery
469	0	8							Дополнительные Цели для Сосудов Паладина	Дополнительные Цели для Сосудов Паладина		1	143	1					skill_shadow_mastery
470	50	9							к Урону Призываемых Существ	к Урону Призываемых Существ		4	83	1					skill_minion_dmg_percent
471	50	9							к Урону Призываемых Существ	к Урону Призываемых Существ		4	80	1					shamanic_dmg
472	50	9							к Урону Призываемых Существ	к Урону Призываемых Существ		4	80	1					shamanic_life
473	0	8							\green;Открывает ваш Навык Эннеады (Ennead)	\green;Открывает ваш Навык Эннеады (Ennead)		3	239	0					learn_ennead
474	0	8							\green;Открывает ваш Навык Черной Дороги (Black Road)	\green;Открывает ваш Навык Черной Дороги (Black Road)		3	239	0					learn_blackroad
475	0	1							\red;Превращение в Друида\blue;	\red;Превращение в Друида\blue;		3	240	0					item_desc_druidmorph
476	50	9																	blink_delay
477	1	4							Добавляет 9000-9000 Магического Урона	Ближайшие враги теряют 10% магического и стихийных сопротивлений		3	109	0					item_desc_hardaura
478	0	1							С гнездами (1)\nАура Warp Field Уровня 20	С гнездами (1)\nАура Warp Field Уровня 20		3	6	0					item_desc_instructions
479	0	4							Макс. Уровень Навыков Увеличивается на	Макс. Уровень Навыков Увеличивается на		3	74	2					skill_more
480	0	5							 к Живучести за Вставленный Камень	 к Живучести за Вставленный Камень		1	80	1					item_skill_paragon
481	0	5							к Бонусу Защиты Runemaster	к Бонусу Защиты Runemaster		4	79	1					item_skill_runemaster
482	0	10																	item_gem_paragon
483	0	10																	item_rune_runemaster
485	200	10							Фактора Энергии к Урону Заклинаний	Фактора Энергии к Урону Заклинаний		1	200	1					enr_factor
487	25	9							к Сопротивлениям Призываемых Существ	к Сопротивлениям Призываемых Существ		4	82	1					minion_resist_all
488	50	9							к Фактору Энергии	к Фактору Энергии		4	162	1					enr_factor_percent
489	0	10							Цель Получает Дополнительный Урон	Цель Получает Дополнительный Урон		3	18	2					item_targettakesdamage
492	50	8							Уменьшение Скорости Лечения от Зелий	Увеличение Скорости Лечения от Яблок		4	36	1					item_faster_potions
493	50	8							Замедляет Дальнего Атакующего на	Замедляет Дальнего Атакующего на		2	79	2					skill_slowrangedthorns
495	24	7											246						statX_3
496	1	9							\orange;Такая Прожорливость, Баланс для Разрушения\blue;	\orange;Такая Прожорливость, Баланс для Разрушения\blue;		3	5	0					tree_synergy
498	0	9							к Урону Элементалей при Призыве во время использования Пакта Крови	к Урону Элементалей при Призыве во время использования Пакта Крови		2	19	1					item_cots_when_pact
499	0	10							к Энергии	к Энергии	(Основано на Уровне Персонажа)	6	65	1					item_energy_perlevel
500	100	8							к Рейтингу Атаки Призываемых Существ	к Рейтингу Атаки Призываемых Существ		4	82	1					item_minion_attack
501	23	10							\grey;Arcane Crystals: 	\grey;Количество: 		3	60	2					shrine_counter
503	0	10							к Силе	к Силе	(Основано на Уровне Навыка Blessed Life)	6	71	1					item_strength_perblessedlife
504	0	10							к Ловкости	к Ловкости	(Основано на Уровне Навыка Blessed Life)	6	67	1					item_dexterity_perblessedlife
505	0	10							Life Regenerated per Second (Based on Character Level)	Life Regenerated per Second (Based on Character Level)		32	65	1					item_hpregen_perlevel
506	0	1							\red;Морф Суперзверя\blue;	\red;Морф Суперзверя\blue;		3	240	0					desc-superbeasty
508	100	9																	eq_gr
509	100	9																	eq_grw
