#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
56@	War Staff (Sacred)		2	4	1		30	0	333		1			63	69			invwst	0	0	15	qstf	1	-1
57@	Bardiche (Sacred)		2	4	1		30	406	71		1			53	56			invbar	0	16	0	qpol	1	-1
58@	Voulge (Sacred)		2	4	1		30	436	79		1			53	64			invvou	0	16	0	qpol	1	-1
59@	Scythe (Sacred)		2	4	1		30	466	466		1			53	73			invscy	0	0	15	qscy	1	-1
5@1	Compound Bow (3)		2	3	1		21	0	186		1			33	41			invcbwu	0	0	15	dbow,tier	1	5
5@2	Serpent Bow (Sacred)		2	4	1		30	0	555		1			71	75			inv8lbu	0	0	19	sdbw	1	5
5@5	Spatha (4)		1	3	1		25	299	0			26	30					invscmu	0	14	0	bswd,tier	1	4
5@6	Ida (1)		2	3	1		3	68	0			8	9					invbsdu	0	14	0	bswd,tier	1	4
5@7	Bronze Sword (2)		2	3	1		13	124	0			18	21					invlsdu	0	14	0	bswd,tier	1	4
5@8	Kriegsmesser (3)		2	3	1		25	276	0			34	40					inv9lsu	0	14	0	bswd,tier	1	4
5@9	Bonebreaker (Sacred)		1	3	1		30	544	0			51	52					invspcu	0	14	0	spcb	1	3
5@C	Hand of God (4)		2	3	1		28	466	0		1			60	82			inv9gmu		16	0	pham,tier	1	3
5@D	Dart Thrower (1)		2	3	1		3	46	0		1			12	15			inv8lxu		16	0	nxbw,tier	1	2
5@E	Stinger Crossbow (2)		2	3	1		14	93	0		1			36	43			invmxbu		16	0	nxbw,tier	1	2
5@F	Trebuchet (3)		2	3	1		24	202	0		1			80	95			inv8mxu		16	0	nxbw,tier	1	2
60@	Halberd (Sacred)		2	4	1		30	0	558		1			71	100			invhal	0	0	15	snag	1	6
61@	Short Bow (Sacred)		2	3	1		30	0	402		1			53	55			invsbw	0	0	13	qbow	1	-1
62@	Hunter's Bow (Sacred)		2	3	1		30	0	425		1			56	59			invhbw	0	0	13	qbow	1	-1
63@	Long Bow (Sacred)		2	4	1		30	0	447		1			59	62			invlbw	0	0	13	qbow	1	-1
64@	Composite Bow (Sacred)		2	3	1		30	0	470		1			61	66			invcbw	0	0	13	qbow	1	-1
65@	Short Battle Bow (Sacred)		2	3	1		30	0	492		1			0	0	1	1	invsbb	0	0	0	qbow,elrx	1	-1
66@	Long Battle Bow (Sacred)		2	4	1		30	0	544		1			66	74			invlbb	0	0	13	qbow	1	-1
67@	Short War Bow (Sacred)		2	3	1		30	0	590		1			68	77			invswb	0	0	13	qbow	1	-1
68@	Long War Bow (Sacred)		2	4	1		30	0	650		1			70	79			invlwb	0	0	13	qbow	1	-1
69@	Wand (Sacred)		1	2	1		30	0	166			35	36					invwnd		0	6	qwnd	1	2
6@1	Compound Bow (4)		2	3	1		25	0	370		1			40	49			invcbwu	0	0	15	dbow,tier	1	5
6@2	Maple Bow (1)		2	3	1		3	0	84		1			0	0	1	1	inv8s8u	0	0	0	dbow,elrx	1	5
6@3	Viper Bow (2)		2	3	1		14	0	144		1			24	32			invsbbu	0	0	15	dbow,tier	1	5
6@4	Recurve Bow (3)		2	3	1		24	0	312		1			52	70			invswbu	0	0	19	dbow,tier	1	5
6@5	Spatha (Sacred)		1	3	1		30	500	0			46	48					invscmu	0	14	0	sbsd	1	4
6@8	Kriegsmesser (4)		2	3	1		29	543	0			40	48					inv9lsu	0	14	0	bswd,tier	1	4
6@9	Goedendag (1)		1	3	1		3	46	0			7	9					inv7mas	0	14	0	pmac,tier	1	3
6@A	Angel Star (2)		1	3	1		13	101	0			16	22					invmstu	0	14	0	pmac,tier	1	3
6@C	Hand of God (Sacred)		2	3	1		30	832	0		1			104	105			inv9gmu		16	0	sphm	1	3
6@F	Trebuchet (4)		2	3	1		29	399	0		1			88	107			inv8mxu		16	0	nxbw,tier	1	2
70@	Yew Wand (Sacred)		1	2	1		30	0	168			36	38					invywn		0	6	qwnd	1	2
71@	Bone Wand (Sacred)		1	2	1		30	0	170			37	40					invbwn		0	6	qwnd	1	2
72@	Grim Wand (Sacred)		1	2	1		30	0	172			39	44					invgwn		0	6	qwnd	1	2
73@	War Hammer (Sacred)		2	3	1		30	470	0			42	47					invwhm		14	0	qham,ct1w	1	-1
74@	Maul (Sacred)		2	4	1		30	630	0		1			74	82			invmau		16	0	qham,ct2w	1	-1
75@	Great Maul (Sacred)		2	3	1		30	736	0		1			76	89			invgma		16	0	qham,ct2w	1	-1
76@	Light Crossbow (Sacred)		2	3	1		30	400	0		1			74	80			invlxb		11	0	qxbw	1	-1
77@	Crossbow (Sacred)		2	3	1		30	502	0		1			78	86			invmxb		11	0	qxbw	1	-1
78@	Heavy Crossbow (Sacred)		2	4	1		30	614	0		1			95	115			invhxb		11	0	qxbw	1	-1
79@	Repeating Crossbow (Sacred)		2	3	1		30	670	0		1			85	110			invrxb		11	0	qxbw	1	-1
7@1	Compound Bow (Sacred)		2	3	1		30	0	530		1			69	71			invcbwu	0	0	15	sdbw	1	5
7@4	Recurve Bow (4)		2	3	1		29	0	613		1			63	83			invswbu	0	0	19	dbow,tier	1	5
7@5	Backsword (1)		1	3	1		3	55	0			7	8					inv9sbu	0	16	0	bswd,tier	1	4
7@6	Ida (2)		2	3	1		13	106	0			17	19					invbsdu	0	14	0	bswd,tier	1	4
7@7	Bronze Sword (3)		2	3	1		23	244	0			31	37					invlsdu	0	14	0	bswd,tier	1	4
7@8	Kriegsmesser (Sacred)		2	3	1		30	642	0			53	57					inv9lsu	0	14	0	sbsd	1	4
7@C	Needle Crossbow (1)		2	3	1		2	28	0		1			0	0	1	1	invlxbu		0	0	nxbw,elrx	1	2
7@D	Dart Thrower (2)		2	3	1		12	70	0		1			25	30			inv8lxu		16	0	nxbw,tier	1	2
7@E	Stinger Crossbow (3)		2	3	1		24	182	0		1			75	88			invmxbu		16	0	nxbw,tier	1	2
7@F	Trebuchet (Sacred)		2	3	1		30	500	0		1			94	116			inv8mxu		16	0	snxb	1	2
80@	Eagle Orb (Sacred)		1	2	1		30	0	171			35	36					invob1		0	11	qorb	1	1
81@	Sacred Globe (Sacred)		1	2	1		30	0	177			36	37					invob2		0	11	qorb	1	1
82@	Smoked Sphere (Sacred)		1	2	1		30	0	183			37	39					invob3		0	11	qorb	1	1
83@	Clasped Orb (Sacred)		1	2	1		30	0	188			39	41					invob4		0	11	qorb	1	1
84@	Jared's Stone (Sacred)		1	3	1		30	0	242			40	43					invob5		0	11	qorb	1	1
85@	Stag Bow (Sacred)		2	4	1		30	0	557		1			0	0	1	1	invam1		0	0	qabw,elrx	1	0
86@	Reflex Bow (Sacred)		2	4	1		30	0	680		1			67	75			invam2		0	15	qabw	1	0
87@	Maiden Spear (Sacred)		2	4	1		30	346	500		1			72	84			invam3		0	15	qasp	1	0
88@	Maiden Pike (Sacred)		2	4	1		30	350	590		1			62	112			invam4		0	15	qasp	1	0
89@	Maiden Javelin (Sacred)		1	3	1	1	30	310	600			46	54			71	88	invam5		0	13	qajv	1	0
8@1	Serpent Bow (1)		2	4	1		3	0	71		1			8	10			inv8lbu	0	0	19	dbow,tier	1	5
8@2	Maple Bow (2)		2	3	1		13	0	126		1			0	0	1	1	inv8s8u	0	0	0	dbow,elrx	1	5
8@3	Viper Bow (3)		2	3	1		24	0	281		1			46	60			invsbbu	0	0	15	dbow,tier	1	5
8@4	Recurve Bow (Sacred)		2	3	1		30	0	725		1			81	90			invswbu	0	0	19	sdbw	1	5
8@7	Bronze Sword (4)		2	3	1		27	482	0			37	45					invlsdu	0	14	0	bswd,tier	1	4
8@8	Bonebreaker (1)		1	3	1		2	31	0			6	7					invspcu	0	14	0	pclb,tier	1	3
8@9	Goedendag (2)		1	3	1		12	81	0			14	19					inv7mas	0	14	0	pmac,tier	1	3
8@A	Angel Star (3)		1	3	1		22	205	0			29	39					invmstu	0	14	0	pmac,tier	1	3
8@E	Stinger Crossbow (4)		2	3	1		27	359	0		1			86	105			invmxbu		16	0	nxbw,tier	1	2
90@	Katar (Sacred)		1	3	1		30	0	333			36	37					invktr		0	13	qh2h	1	6
91@	Wrist Blade (Sacred)		1	3	1		30	0	341			0	0			1	1	invktr		0	0	qh2h,el1x	1	6
92@	Hatchet Hands (Sacred)		1	3	1		30	0	345			39	41					invaxf		0	13	qh2h	1	6
93@	Cestus (Sacred)		1	3	1		30	0	349			41	43					invaxf		0	13	qh2h	1	6
94@	Claws (Sacred)		1	3	1		30	0	400			42	44					invclw		0	13	qh2h	1	6
95@	Blade Talons (Sacred)		1	3	1		30	0	562			46	49					invclw		0	13	qh2h	1	6
96@	Scissors Katar (Sacred)		1	3	1		30	0	485			45	47					invskr		0	13	qh2h	1	6
9@3	Viper Bow (4)		2	3	1		27	0	553		1			57	74			invsbbu	0	0	15	dbow,tier	1	5
9@4	Spatha (1)		1	3	1		2	41	0			6	7					invscmu	0	14	0	bswd,tier	1	4
9@5	Backsword (2)		1	3	1		12	89	0			15	17					inv9sbu	0	16	0	bswd,tier	1	4
9@6	Ida (3)		2	3	1		22	212	0			29	33					invbsdu	0	14	0	bswd,tier	1	4
9@7	Bronze Sword (Sacred)		2	3	1		30	576	0			52	55					invlsdu	0	14	0	sbsd	1	4
9@A	Angel Star (4)		1	3	1		27	409	0			33	46					invmstu	0	14	0	pmac,tier	1	3
9@B	Hand of God (1)		2	3	1		6	76	0		1			13	16			inv9gmu		16	0	pham,tier	1	3
9@C	Needle Crossbow (2)		2	3	1		11	48	0		1			0	0	1	1	invlxbu		0	0	nxbw,elrx	1	2
9@D	Dart Thrower (3)		2	3	1		21	141	0		1			54	63			inv8lxu		16	0	nxbw,tier	1	2
9@E	Stinger Crossbow (Sacred)		2	3	1		30	460	0		1			90	110			invmxbu		16	0	snxb	1	2
SM1	Tyrannical Blade		2	3	1		121	0	0			133	150					Ssword	0	14	13	xxx1	1	-1
SM2	Voidsworn Bow		2	4	1		121	0	0		1			70	79			Sbow	0	0	0	xxx2	1	-1
SM3	Voidforged Staff		1	4	1		121	0	0		1			13	16			Sstaff	0	0	0	xxx3	1	-1
Ysh3	Mystical Blade		1	4	1		120	500	500			25	38					lab_sword	0	30	0	####	1	-1
bsd	палаш		2	3	1		0	48	0			11	16					invbsd		0	0	swor	1	-1
d33	Гидбинн приманка		1	2	1		0	15	20			1	2					invd33	18	0	11	knif	1	-1
g33	Гидбинн		1	2	1		0	15	25			9	11					invg33	18	0	11	knif	1	-1
gpl	удушающий газ		1	1	1	1	6	0	0				1					invgps	0	0	0	tpot	1	-1
gpm	Душащий газ		1	1	1	1	16	0	0				1					invgpm	0	0	0	tpot	1	-1
gps	Тошнотворный газ		1	1	1	1	24	0	0				1					invgpl	0	0	0	tpot	1	-1
hdm	Хорадрический Малус		1	2	1		0	15	15			10	16					invhmr	4	16	0	horm	1	-1
hfh	Адский Кузнечный Молот		2	3	1		20	0	0			13	39					invhfh	25	16	0	hamm	1	-1
hst	Horadric Staff		1	4	1		15	15	0		1			14	20			invhst	10	0	6	staf	1	-1
j10	Eagle Orb (1)		1	2	1		0	0	0			4	5					invob1		0	11	orb,tier	1	1
j11	Sacred Globe (1)		1	2	1		1	0	8			4	5					invob2		0	11	orb,tier	1	1
j12	Smoked Sphere (1)		1	2	1		2	0	15			5	6					invob3		0	11	orb,tier	1	1
j13	Clasped Orb (1)		1	2	1		3	0	9			6	7					invob4		0	11	orb,tier	1	1
j14	Jared's Stone (1)		1	3	1		5	0	25			6	7					invob5		0	11	orb,tier	1	1
j15	Stag Bow (1)		2	4	1		3	0	78		1			0	0	1	1	invam1		0	0	abow,elrx	1	0
j16	Reflex Bow (1)		2	4	1		5	0	103		1			9	12			invam2		0	15	abow,tier	1	0
j17	Maiden Spear (1)		2	4	1		3	33	67		1			5	14			invam3		0	15	aspe,tier	1	0
j18	Maiden Pike (1)		2	4	1		5	43	87		1			5	13			invam4		0	13	aspe,tier	1	0
j19	Maiden Javelin (1)		1	3	1	1	5	43	87			7	10			7	13	invam5		0	13	ajav,tier	1	0
j20	Katar (1)		1	3	1		0	0	0			4	6					invktr		0	13	h2h,tier	1	6
j21	Wrist Blade (1)		1	3	1		1	0	20			0	0			1	1	invktr		0	0	h2h,el1x	1	6
j22	Hatchet Hands (1)		1	3	1		2	0	29			5	6					invaxf		0	13	h2h,tier	1	6
j23	Cestus (1)		1	3	1		2	0	39			6	7					invaxf		0	13	h2h,tier	1	6
j24	Claws (1)		1	3	1		3	0	48			7	8					invclw		0	13	h2h,tier	1	6
j25	Blade Talons (1)		1	3	1		5	0	84			9	10					invclw		0	13	h2h,tier	1	6
j26	Scissors Katar (1)		1	3	1		6	0	68			8	9					invskr		0	13	h2h,tier	1	6
j44	Eagle Orb (2)		1	2	1		8	0	18			7	8					invob1		0	11	orb,tier	1	1
j45	Sacred Globe (2)		1	2	1		10	0	19			9	10					invob2		0	11	orb,tier	1	1
j46	Smoked Sphere (2)		1	2	1		11	0	36			11	12					invob3		0	11	orb,tier	1	1
j47	Clasped Orb (2)		1	2	1		12	0	15			11	14					invob4		0	11	orb,tier	1	1
j48	Jared's Stone (2)		1	3	1		14	0	48			13	15					invob5		0	11	orb,tier	1	1
j49	Stag Bow (2)		2	4	1		12	0	118		1			0	0	1	1	invam1		0	0	abow,elrx	1	0
j50	Reflex Bow (2)		2	4	1		15	0	150		1			21	29			invam2		0	15	abow,tier	1	0
j51	Maiden Spear (2)		2	4	1		12	50	102		1			12	26			invam3		0	15	aspe,tier	1	0
j52	Maiden Pike (2)		2	4	1		14	63	126		1			13	31			invam4		0	15	aspe,tier	1	0
j53	Maiden Javelin (2)		1	3	1	1	14	64	128			13	20			17	31	invam5		0	13	ajav,tier	1	0
j54	Katar (2)		1	3	1		9	0	14			9	10					invktr		0	13	h2h,tier	1	6
j55	Wrist Blade (2)		1	3	1		10	0	39			0	0			1	1	invktr		0	0	h2h,el1x	1	6
j56	Hatchet Hands (2)		1	3	1		11	0	50			11	13					invaxf		0	13	h2h,tier	1	6
j57	Cestus (2)		1	3	1		12	0	63			13	14					invaxf		0	13	h2h,tier	1	6
j58	Claws (2)		1	3	1		12	0	76			14	16					invclw		0	13	h2h,tier	1	6
j59	Blade Talons (2)		1	3	1		14	0	120			17	20					invclw		0	13	h2h,tier	1	6
j60	Scissors Katar (2)		1	3	1		15	0	99			16	19					invskr		0	13	h2h,tier	1	6
j78	Eagle Orb (3)		1	2	1		18	0	49			11	12					invob1		0	11	orb,tier	1	1
j79	Sacred Globe (3)		1	2	1		20	0	43			13	14					invob2		0	11	orb,tier	1	1
j80	Smoked Sphere (3)		1	2	1		21	0	81			15	18					invob3		0	11	orb,tier	1	1
j81	Clasped Orb (3)		1	2	1		21	0	32			17	21					invob4		0	11	orb,tier	1	1
j82	Jared's Stone (3)		1	3	1		23	0	104			19	23					invob5		0	11	orb,tier	1	1
j83	Stag Bow (3)		2	4	1		21	0	231		1			0	0	1	1	invam1		0	0	abow,elrx	1	0
j84	Reflex Bow (3)		2	4	1		24	0	290		1			39	54			invam2		0	15	abow,tier	1	0
j85	Maiden Spear (3)		2	4	1		22	102	203		1			25	54			invam3		0	15	aspe,tier	1	0
j86	Maiden Pike (3)		2	4	1		23	123	246		1			26	63			invam4		0	15	aspe,tier	1	0
j87	Maiden Javelin (3)		1	3	1	1	23	125	251			20	33			33	60	invam5		0	13	ajav,tier	1	0
j88	Katar (3)		1	3	1		18	0	39			13	14					invktr		0	13	h2h,tier	1	6
j89	Wrist Blade (3)		1	3	1		19	0	83			0	0			1	1	invktr		0	0	h2h,el1x	1	6
j90	Hatchet Hands (3)		1	3	1		20	0	106			18	20					invaxf		0	13	h2h,tier	1	6
j91	Cestus (3)		1	3	1		21	0	128			20	23					invaxf		0	13	h2h,tier	1	6
j92	Claws (3)		1	3	1		22	0	151			22	26					invclw		0	13	h2h,tier	1	6
j93	Blade Talons (3)		1	3	1		24	0	232			29	35					invclw		0	13	h2h,tier	1	6
j94	Scissors Katar (3)		1	3	1		24	0	195			26	31					invskr		0	13	h2h,tier	1	6
j95	Eagle Orb (4)		1	2	1		22	0	104			13	14					invob1		0	11	orb,tier	1	1
j96	Sacred Globe (4)		1	2	1		24	0	88			15	18					invob2		0	11	orb,tier	1	1
j97	Smoked Sphere (4)		1	2	1		25	0	167			18	21					invob3		0	11	orb,tier	1	1
j98	Clasped Orb (4)		1	2	1		26	0	65			20	25					invob4		0	11	orb,tier	1	1
j99	Jared's Stone (4)		1	3	1		27	0	212			22	28					invob5		0	11	orb,tier	1	1
l10	Wand (1)		1	2	1		0	0	0			3	4					invwnd		0	6	wand,tier	1	2
l11	Yew Wand (1)		1	2	1		1	0	6			3	4					invywn		0	6	wand,tier	1	2
l12	Bone Wand (1)		1	2	1		2	0	9			5	6					invbwn		0	6	wand,tier	1	2
l13	Grim Wand (1)		1	2	1		5	0	15			6	8					invgwn		0	6	wand,tier	1	2
l18	Wand (2)		1	2	1		9	0	4			8	9					invwnd		0	6	wand,tier	1	2
l19	Yew Wand (2)		1	2	1		10	0	11			11	13					invywn		0	6	wand,tier	1	2
l20	Bone Wand (2)		1	2	1		11	0	15			10	13					invbwn		0	6	wand,tier	1	2
l21	Grim Wand (2)		1	2	1		14	0	23			11	17					invgwn		0	6	wand,tier	1	2
l26	Wand (3)		1	2	1		18	0	12			10	12					invwnd		0	6	wand,tier	1	2
l27	Yew Wand (3)		1	2	1		20	0	25			12	15					invywn		0	6	wand,tier	1	2
l28	Bone Wand (3)		1	2	1		21	0	32			13	19					invbwn		0	6	wand,tier	1	2
l29	Grim Wand (3)		1	2	1		23	0	46			17	26					invgwn		0	6	wand,tier	1	2
l30	Wand (4)		1	2	1		23	0	26			12	14					invwnd		0	6	wand,tier	1	2
l31	Yew Wand (4)		1	2	1		24	0	51			14	18					invywn		0	6	wand,tier	1	2
l32	Bone Wand (4)		1	2	1		25	0	65			16	23					invbwn		0	6	wand,tier	1	2
l33	Grim Wand (4)		1	2	1		27	0	92			20	31					invgwn		0	6	wand,tier	1	2
l34	War Hammer (1)		2	3	1		2	56	0			6	8					invwhm		14	0	hamm,tier	1	-1
l35	Maul (1)		2	4	1		3	93	0		1			10	13			invmau		16	0	hamm,tier	1	-1
l36	Great Maul (1)		2	3	1		5	117	0		1			12	15			invgma		16	0	hamm,tier	1	-1
l40	War Hammer (2)		2	3	1		12	90	0			12	17					invwhm		14	0	hamm,tier	1	-1
l41	Maul (2)		2	4	1		12	137	0		1			23	29			invmau		16	0	hamm,tier	1	-1
l42	Great Maul (2)		2	3	1		14	168	0		1			26	32			invgma		16	0	hamm,tier	1	-1
l46	War Hammer (3)		2	3	1		21	184	0			19	26					invwhm		14	0	hamm,tier	1	-1
l47	Maul (3)		2	4	1		22	270	0		1			40	52			invmau		16	0	hamm,tier	1	-1
l48	Great Maul (3)		2	3	1		24	326	0		1			46	60			invgma		16	0	hamm,tier	1	-1
l49	War Hammer (4)		2	3	1		25	366	0			22	31					invwhm		14	0	hamm,tier	1	-1
l50	Maul (4)		2	4	1		26	532	0		1			47	61			invmau		16	0	hamm,tier	1	-1
l51	Great Maul (4)		2	3	1		27	640	0		1			49	75			invgma		16	0	hamm,tier	1	-1
l52	Light Crossbow (1)		2	3	1		0	14	0		1			7	9			invlxb		11	0	xbow,tier	1	-1
l53	Crossbow (1)		2	3	1		2	66	0		1			10	13			invmxb		11	0	xbow,tier	1	-1
l54	Heavy Crossbow (1)		2	4	1		4	91	0		1			15	20			invhxb		11	0	xbow,tier	1	-1
l55	Repeating Crossbow (1)		2	3	1		5	103	0		1			13	18			invrxb		11	0	xbow,tier	1	-1
l60	Light Crossbow (2)		2	3	1		11	69	0		1			21	27			invlxb		11	0	xbow,tier	1	-1
l61	Crossbow (2)		2	3	1		12	101	0		1			24	30			invmxb		11	0	xbow,tier	1	-1
l62	Heavy Crossbow (2)		2	4	1		14	134	0		1			33	46			invhxb		11	0	xbow,tier	1	-1
l63	Repeating Crossbow (2)		2	3	1		15	150	0		1			29	44			invrxb		11	0	xbow,tier	1	-1
l68	Light Crossbow (3)		2	3	1		20	144	0		1			41	51			invlxb		11	0	xbow,tier	1	-1
l69	Crossbow (3)		2	3	1		21	202	0		1			49	64			invmxb		11	0	xbow,tier	1	-1
l70	Heavy Crossbow (3)		2	4	1		23	260	0		1			69	95			invhxb		11	0	xbow,tier	1	-1
l71	Repeating Crossbow (3)		2	3	1		24	290	0		1			69	90			invrxb		11	0	xbow,tier	1	-1
l72	Light Crossbow (4)		2	3	1		25	287	0		1			50	62			invlxb		11	0	xbow,tier	1	-1
l73	Crossbow (4)		2	3	1		26	401	0		1			58	76			invmxb		11	0	xbow,tier	1	-1
l74	Heavy Crossbow (4)		2	4	1		27	514	0		1			86	111			invhxb		11	0	xbow,tier	1	-1
l75	Repeating Crossbow (4)		2	3	1		28	570	0		1			81	104			invrxb		11	0	xbow,tier	1	-1
leg	Wirt's Leg		1	3	1		110	0	0			8	12					invleg		0	0	wrtl	1	-1
msf	Staff of Kings		1	3	1		0	12	0		1			13	16			invmsf	10	0	6	staf	1	-1
mz01	Maiden Bow (Mastercrafted)		2	4	1		30	0	750		1			77	85			MastercraftedBow	0	0	13	qbow,mw01	1	-1
mz02	Kukri (Mastercrafted)		1	3	1		30	0	550			45	50					MastercraftedKnife	0	0	14	qknf,mw02	1	-1
o10	Stag Bow (4)		2	4	1		26	0	457		1			0	0	1	1	invam1		0	0	abow,elrx	1	0
o11	Reflex Bow (4)		2	4	1		28	0	570		1			47	64			invam2		0	15	abow,tier	1	0
o12	Maiden Spear (4)		2	4	1		26	201	402		1			30	65			invam3		0	15	aspe,tier	1	0
o13	Maiden Pike (4)		2	4	1		27	241	483		1			33	75			invam4		0	15	aspe,tier	1	0
o14	Maiden Javelin (4)		1	3	1	1	27	227	495			23	39			41	73	invam5		0	13	ajav,tier	1	0
o15	Katar (4)		1	3	1		23	0	83			15	16					invktr		0	13	h2h,tier	1	6
o16	Wrist Blade (4)		1	3	1		24	0	169			0	0			1	1	invktr		0	0	h2h,el1x	1	6
o17	Hatchet Hands (4)		1	3	1		25	0	212			21	23					invaxf		0	13	h2h,tier	1	6
o18	Cestus (4)		1	3	1		26	0	255			23	27					invaxf		0	13	h2h,tier	1	6
o19	Claws (4)		1	3	1		26	0	298			26	30					invclw		0	13	h2h,tier	1	6
o20	Blade Talons (4)		1	3	1		28	0	456			34	41					invclw		0	13	h2h,tier	1	6
o21	Scissors Katar (4)		1	3	1		28	0	384			36	37					invskr		0	13	h2h,tier	1	6
opl	Гремучее зелье		1	1	1	1	0	0	0				1					invops	0	0	0	tpot	1	-1
opm	Взрывающееся зелье		1	1	1	1	12	0	0				1					invopm	0	0	0	tpot	1	-1
ops	Масляное зелье		1	1	1	1	20	0	0				1					invopl	0	0	0	tpot	1	-1
qf1	Khalim's Flail		2	3	1		15	41	35			8	13					invqf1	17	11	0	mace	1	-1
qf2	Khalim's Will		2	3	1		20	0	0			8	13					invqf2	17	11	0	mace	1	-1
tax	метательный топор		1	2	1	1	0	0	40			10	11			6	8	invtax		0	0	taxe	1	-1
v#X	\red;Sacred Bow		2	3	1		120	666	666		1			38	45			newathuluabow	0	15	15	#bow	1	-1
vou	вулг		2	4	1		0	50	0		1			10	20			invvou		0	0	pole	1	-1
wd01	Elder Staff		1	3	1		0	0	0		1							invsst	2	0	0	wp01	1	-1
wd02	Elder Staff		1	3	1		0	0	0		1							invsst	2	0	0	wp02	1	-1
wol	Wirt's Other Leg		1	3	1		115	0	0			13	18					invwol		0	0	wrtl	1	-1
!@1	\dgreen;Evil Eye of the Clawstorm	\blue;+15% к Получаемому Опыту\n+1 к Навыкам Класса\n\grey;Смешайте все 5 Глаз с Классовым Талисманом для Добавления Бонуса\n\nЗнак Монстра	1	1	2		0	0	0									evileye				thng		-1
!@2	\dgreen;Evil Eye of the Landmass	\blue;+15% к Получаемому Опыту\n+1 к Навыкам Класса\n\grey;Смешайте все 5 Глаз с Классовым Талисманом для Добавления Бонуса\n\nЗнак Монстра	1	1	2		0	0	0									evileye				thng		-1
!@3	\dgreen;Evil Eye of the Glowing Blob	\blue;+15% к Получаемому Опыту\n+1 к Навыкам Класса\n\grey;Смешайте все 5 Глаз с Классовым Талисманом для Добавления Бонуса\n\nЗнак Монстра	1	1	2		0	0	0									evileye				thng		-1
!@4	\dgreen;Evil Eye of the Fairy Witch	\blue;+15% к Получаемому Опыту\n+1 к Навыкам Класса\n\grey;Смешайте все 5 Глаз с Классовым Талисманом для Добавления Бонуса\n\nЗнак Монстра	1	1	2		0	0	0									evileye				thng		-1
!@5	\dgreen;Evil Eye of the Bane Hunter	\blue;+15% к Получаемому Опыту\n+1 к Навыкам Класса\n\grey;Смешайте все 5 Глаз с Классовым Талисманом для Добавления Бонуса\n\nЗнак Монстра	1	1	2		0	0	0									evileye				thng		-1
!@B	\grey;Квестовый Предмет\n\gold;Signet of Skill	(можно использовать лишь раз на каждом персонаже)\nНажмите ПКМ: Доступных Очков Навыка: %d\n	1	1	2		0	0	0									sigil4B				poti		-1
##.	\gold;Neutrality Pact		1	1	2		0	0	0									scroll05	255			grtz		-1
#X1	Реагент Куба (Секретный)\n\orange;Emblem of Suffering		1	1	2		0	0	0									newsignet1				embl		-1
#X2	Реагент Куба (Секретный)\n\orange;Emblem of Pain		1	1	2		0	0	0									newsignet2				embl		-1
#X3	Реагент Куба (Секретный)\n\orange;Emblem of Hatred		1	1	2		0	0	0									newsignet3				embl		-1
#X4	Реагент Куба (Секретный)\n\orange;Emblem of Terror		1	1	2		0	0	0									newtokenofter				embl		-1
#X5	Реагент Куба (Секретный)\n\orange;Emblem of Destruction		1	1	2		0	0	0									newsignet5				embl		-1
#X6	Реагент Куба (Секретный)\n\orange;Emblem of Lies		1	1	2		0	0	0									newsignet6				embl		-1
#X9	Реагент Куба\n\orange;Griswold's Treasure	\yellow;Различные вещи для каждого Класса Персонажа\n\grey;Смешайте с Зельем Крафта для Открытия Коробки\n	2	2	2		0	0	0									reagentreward				thng		-1
&66	\orange;Mystic Orb\nKara's Trinket	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&67	\orange;Mystic Orb\nMonsterball	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&68	\orange;Mystic Orb\nHeart of Frost	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&69	\orange;Mystic Orb\nHand of Yaerius	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&70	\orange;Mystic Orb\nThe Endless Light	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&71	\orange;Mystic Orb\nMarksman's Eye	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_any				myst,asa#		-1
&72	\orange;Mystic Orb\nFarnham's Lost Marble	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&73	\orange;Mystic Orb\nZayl's Soul Orb	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_armo				myst,asa#		-1
&74	\orange;Mystic Orb\nEye of Malic	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_misc				myst,asa#		-1
&75	\orange;Mystic Orb\nApple of Discord	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_any				myst,asa#		-1
&76	\orange;Mystic Orb\nIdol of Stars	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_armo				myst,asa#		-1
&77	\orange;Mystic Orb\nNagapearl	Нажмите ПКМ для Применения	1	1	2		0	0	0									orb_armo				myst,asa#		-1
