Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Aiwass	1		glov									r33						dmg-minion		21	25	nec		2	2	ac		93	93	charged	873	78	4	str%		11	20									Aiwass		0
Skald	1		glov									r41						res-all-minion		11	15	charged	96	33	3	charged	570	33	3	ac%		115	143	cast3		20	20	manasteal		14	18	att-skill	998	20	12	Skald		0
Icarus	1		glov									r49						ac%		144	171	vit		75	75	enr		75	75	res-fire		-20	-20													Icarus		0
Drekavac	1		glov									r51						dmg-max		18	23	dmg-cold		25	50	cold-thorns	75	101	150	mag%		11	20	allskills		1	1	swingcast3		45	45					Drekavac		0
Rainbow	1	Y	belt									r05						res-all		16	20	extra-all		3	3	mag%		6	8	light		2	2	res-all-minion		6	10									Rainbow		0
Prodigy	1	R	belt									r15						extra-fire		6	8	extra-ltng		6	8	mana-kill		31	45	regen-mana		11	20	cast3		20	20	att%		100	100					Prodigy		0
Fuse	1	R	belt									r23						ac%		58	86	gethit-skill	79	15	14	res-fire		31	50	extra-fire/lvl	4	4	4	charged	564	20	5	dmg-fire		5	24					Fuse		0
Pulsa Dinura	1		belt									r34						pal		1	1	ac%		87	114	att-skill	563	2	6	heal-kill		31	50	dmg-fire		13	38	wrath-synergy		21	40	swingcast3		15	15	Pulsa Dinura		0
Truce	1	Y	belt									r42						ac%		172	200	red-dmg%		10	10	swingcast3		-5	-5	slow-thorns		5	5	dmg-stun		25	25									Truce		0
Dyaus Pita	1		belt									r50						ac%		115	143	str%		11	15	enr%		11	15	vit%		11	15													Dyaus Pita		0
Ahriman	1	R	belt									r52						ac%		172	200	dmg-elem	25	50	150	res-all		31	40	all-stats		31	50	allskills		1	1	ease		10	10					Ahriman		0
Epicenter	1	Y	boot									r06						ac%		4	15	crush/lvl	2	2	2	hp%		11	15																	Epicenter		0
Outlaw	1	R	boot									r14						ac%		30	57	nec		1	1	enr		11	15	ac		-1	-1	howl-thorns		5	5	res-all-minion		11	20	dmg-minion		21	30	Outlaw		0
Ginfaxi	1	R	boot									r22						oskill	689	1	4	ac%		30	57	slow-thorns		5	5	str		16	20	ac-global		11	15									Ginfaxi		0
Craton	1		boot									r32						ac-global		31	40	uninterrupt		11	20	att-skill	595	3	7	crush		3	3	all-stats		21	25	red-dmg		16	20					Craton		0
Megalith	1	Y	boot									r40						ac%		115	143	cast3		25	25	str		41	50	red-dmg%		5	5	allskills		1	1	regen-mana		30	30					Megalith		0
Nephilim	1	Y	boot									r48						ac%		144	171	str%		21	25	vit%		21	25	ac		150	150	strvit		50	50									Nephilim		0
Hibagon	1		boot									r53						ease		-3	-3	ac%		172	200	reanimate	2233	3	3	reanimate	2234	3	3	reanimate	2223	3	3	res-all		31	40	allskills		1	1	Hibagon		0
StataMater	1	R	azhm									r16						dex%		6	10	oskill	566	1	7	enr%		11	15	res-fire		100	100	pierce-fire		5	5	red-dmg		11	15	gold%		13	19	StataMater		0
Amaterasu	1	R	azhm									r24						enr		40	40	oskill	632	1	9	extra-fire		11	13	ama		1	2	light		5	5	gold%		25	25	abs-fire%		2	2	Amaterasu		0
Siegfried	1	R	azhm									r31						ac%		72	100	dex		50	50	res-all		21	25	dmg-elem	250	84	250	swing3		40	40	oskill	698	1	8	crush		5	5	Siegfried		0
Lohengrin	1		azhm									r42						reanimate	1849	0	1	reanimate	1850	0	1	reanimate	1851	0	1	lohengrin		40	40	dmg-max		26	38	state	126	1	1	desc-top	11353	9	9	Lohengrin		0
Unicorn	1	Y	azhm									r52						enr-factor		16	20	ama		3	5	cast3		40	40	syn1	314	3	3	abs-fcl%		2	2	enr-factor%		15	20	desc-top	11336	9	9	Unicorn		0
Edda	1	R	azsd									r15						extra-pm		3	5	cast3		15	15	mana%		11	20	ama		1	1	ease		-15	-15	extra-fire		6	8					Edda		0
Lion	1	R	azsd									r35						all-stats%		18	27	swing3		20	20	block		1	1	light		2	2	dmg-global		21	30	ac%		87	114	balance3		40	40	Lion		0
Eloi	1	R	azsd									r42						oskill	668	11	27	ac%		115	143	dmg-minion		11	15	red-dmg%		10	10	enr		-25	-25	cheap		5	5					Eloi		0
Nix	1		azsd									r48						skill-dur		15	15	ac%		172	200	oskill	703	22	29	extra-cold		21	25	dex%		25	25	oskill	397	1	3	reanimate	1564	3	3	Nix		0
Ea2	1		azsd									r52						enr-factor		26	45	ama		2	2	ac%		115	143	ease		-20	-20	cast3		60	60	extra-firepm		21	30					Ea2		0
Afrit	1	R	ishd									r13						oskill	525	1	9	extra-pm		6	10	cast3		15	15	mag%		11	20	red-dmg		3	5									Afrit		0
Rahab	1	R	ishd									r19						dex		5	5	oskill	353	1	4	lifesteal		2	4	uninterrupt		11	15	ac%		30	57	str		15	15	att-skill	473	10	4	Rahab		0
Ligeia	1		ishd									r28						res-cold		30	30	kill-skill	62	8	13	oskill	695	11	14	res-all		40	40	res-pois		-90	-90	oskill	691	11	14					Ligeia		0
Dar-Al-Harb	1	Y	ishd									r37						cast3		15	15	extra-fire/lvl	8	8	8	extra-ltng/lvl	8	8	8	dex-enr		25	25	ass		3	4	oskill	1107	19	22	oskill	1021	16	19	Dar-Al-Harb		0
Scorched Earth	1		ishd									r51						dmg-max		8	20	att-skill	632	25	59	dmg-fire		63	125	extra-fire		21	25	dmg-stun		75	75	ac%		172	200	all-stats		31	50	Scorched Earth		0
Algiz	1	R	phlm									r09						dmg-ltng		1	10	ac-global		11	15	att-skill	540	10	4	crush		3	3	str%		10	10	vit%		10	10					Algiz		0
Nasrudin	1	R	phlm									r19						dex		31	40	ac%		58	86	all3		50	50	cast3		-20	-20	block3		-20	-20	gold%		13	19	oskill	690	3	9	Nasrudin		0
Sagarmatha	1		phlm									r36						ac%		58	86	crush		5	5	dmg-cold	50	38	100	res-cold		51	70	att-skill	571	16	19	charged	828	50	12					Sagarmatha		0
Morthwyrtha	1	R	phlm									r43						bar		3	4	oskill	563	1	3	maxspirits		1	1	dmg-minion		31	40	att%-minion		41	50									Morthwyrtha		0
Wodziwob	1		phlm									r53						ease		-3	-3	att-skill	708	50	46	extra-cold		16	25	dmg-undead		100	100	mana-kill		250	250	mana%		21	25	avoidance		5	5	Wodziwob		0
Enmerkar	1	R	basd									r17						ac%		58	86	all-stats%		11	20	shamans-syn		20	30	bar		1	1	charged	449	10	6									Enmerkar		0
Warpath	1	R	basd									r27						ac%		87	114	vit%		10	10	att-skill	542	10	4	dmg-norm		13	38	crush		5	5	block3		20	20					Warpath		0
Gauntlet	1	R	basd									r39						att-skill	500	17	3	thorns%		201	250	heal-kill		51	100	block		-10	-10	ac%		87	114									Gauntlet		0
Huracan	1		basd									r44						ac%		144	171	att-skill	498	15	7	res-all		50	50	dmg-elem		1	250	swing3		40	40	res-pois		-50	-50	oskill	58	22	26	Huracan		0
E-Engur-A	1		basd									r52						ac%		172	200	all-stats		50	50	stupid-thorns		2	5	mag%		21	40	res-firepoison		100	100	bar		3	3					E-Engur-A		0
Nezha	1	R	pelt									r18						ac%		58	86	dex%		10	10	swing3		20	20	mana%		11	20	mag%		11	20	dru		1	1	avoidance		5	5	Nezha		0
Natha	1	Y	pelt									r28						ac%		58	86	hit-skill	492	4	2	att%		31	50	swing3		20	20	balance3		50	50	red-dmg%		10	10					Natha		0
Norma	1		pelt									r38						enr-factor%		21	25	motw-elem		10	10	ac%		115	143	dru		2	2	cast3		15	15	oskill	997	4	8					Norma		0
Grove	1		pelt									r45						res-all		16	25	motw-phys		15	15	crush		5	5	str%		20	20	dex%		20	20	reanimate	2333	2	3	oskill	634	1	5	Grove		0
Slyph	1		pelt									r52						ac%		172	200	red-dmg%		5	5	extra-pois		16	25	dru		2	2	dmg-minion		31	40	hp-minion		41	60	slow-thorns		3	5	Slyph		0
Cube	1	R	head									r16						balance		20	20	balance%		10	10	ac%		58	86	nec		1	1	gold%		4	7									Cube		0
Warlock	1	Y	head									r25						ac%		58	86	att-skill	451	25	24	oskill	324	3	8	res-fire		30	30	lifesteal		9	13	crush		6	10					Warlock		0
Nahual	1	R	head									r36						ac%		115	143	oskill	362	4	14	oskill	363	2	12	hp%-mp%		21	40	allskills		2	2	all-stats		31	40	gethit-skill	513	10	4	Nahual		0
Quimbanda	1		head									r47						extra-fcl		16	25	nec		2	2	cast3		40	40	oskill	683	1	4	hp-minion		21	25	oskill	22	1	4					Quimbanda		0
Wyrm2	1		head									r51						ac%		172	200	dmg-max		8	20	crush		6	10	dmg-pois	25	2560	5120	oskill	965	21	25	str%		31	40	dex%		31	40	Wyrm2		0
Ilmatar	1	R	pzhm									r10						extra-ltng		3	3	att-skill	999	25	7	pal		1	1	regen		11	15	str		21	25	dex		21	25	enr		21	25	Ilmatar		0
Hierodule	1	R	pzhm									r25						pal		1	1	cast3		20	20	extra-ltng		6	8	extra-pm		6	8	res-all-max		1	1									Hierodule		0
Crusade	1	R	pzhm									r37						att-skill	712	4	3	oskill	360	3	6	oskill	357	6	12	uninterrupt		45	45	ac%		58	86	str		21	30					Crusade		0
Surya	1		pzhm									r46						ac%		115	143	oskill	698	1	12	gold%		30	30	light		4	4	res-fire		41	50	oskill	360	1	4	all-stats%		11	15	Surya		0
Malakbel	1		pzhm									r53						ease		-13	-13	reanimate	2335	1	1	res-fire		100	100	pal		2	2	cast3		10	10	extra-fire/lvl	8	8	8					Malakbel		0
Asmodai	1	R	ashd									r14						mana-kill		11	20	heal-kill		11	20	gold%		4	4	dmg-min		3	5	kill-skill	839	5	4	skill-dur		21	25					Asmodai		0
Sangreal	1	R	ashd									r28						ac		33	33	desc-top	11337	9	9	aura	297	1	1	swing3		25	25	balance3		25	25	block		-10	-10					Sangreal		0
Zohar	1	R	ashd									r33						slow-thorns		20	20	oskill	676	1	7	ac%		87	114	dmg-max		38	50	cheap		5	5	swing3		20	20	avoidance		6	10	Zohar		0
Asclepion	1		ashd									r46						oskill	358	26	34	swingcast3		15	15	block3		30	30	regen/lvl	48	48	48	pal		1	2	res-all		25	25	res-pois		75	75	Asclepion		0
Amaymon	1		ashd									r51						dmg-max		46	58	slow		10	10	reanimate	1052	15	15	dmg-minion		41	80	hp-minion		51	100	res-all		50	50					Amaymon		0
Demeter	1	R	stor									r23						ac%		58	86	res-pois		20	20	oskill	67	12	15	pierce-pois		16	20	sor		2	2	red-dmg		11	20					Demeter		0
Curandera	1	Y	stor									r29						ac%		58	86	sor		2	2	regen/lvl	48	48	48	red-dmg%		16	20	res-all		11	15									Curandera		0
Astarte	1		stor									r34						ac%		87	114	swing3		25	25	oskill	756	1	5	moon-syn		151	200	dmg-min		38	50	dmg-stun		250	250	oskill	859	1	5	Astarte		0
Oracle	1	Y	stor									r40						ac%		115	143	sor		3	4	mana%		21	30	cast3		40	40	mana/lvl	320	320	320	ac		500	500					Oracle		0
Vanity	1		stor									r47						ac%		144	171	gold%		30	30	mag%		16	25	sor		3	5	dex		51	100	enr		51	100					Vanity		0
Comaetho	1	Y	stor									r50						ac%		144	171	avoidance		5	5	sor		2	2	pierce-all		16	25	hex-syn		50	50	slow-thorns		10	10					Comaetho		0
Venefica	1	Y	stor									r53						ease		-8	-8	ac%		172	200	extra-pois/lvl	16	16	16	sor		4	5	pierce-pois		15	15	howl-thorns		21	25	poison-dur		101	125	Venefica		0
Shamo	1	R	nagi									r16						oskill	884	1	5	att-skill	889	10	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	wirts		40	40					Shamo		0
Amok	1	R (nn oskill on entry lvl)	bow									r09						oskill	890	4	7	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	pierce-cold		15	15	pierce-ltng		15	15	Amok		0
Gharaniq	1		bswd	baxe								r33						oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Fawkes	1	Y	phlm									r33						oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
BonaDea	1	Y	azhm									r19						oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
Iambe	1	R	ishd									r23						oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	ass		1	1	ac%		58	86					Iambe		0
Aegipan	1	R	pelt									r09						oskill	887	6	9	oskill	886	6	9	oskill	888	6	9	att-skill	398	1	15	str%		10	10	ac-global		21	25					Aegipan		0
Anak	1		bswd	baxe								r41						oskill	892	6	9	dmg%		144	171	dmg-norm		25	63	bar		2	2	lstance-syn		101	150	str%		25	25	hpdmg-minion		25	25	Anak		0
Paaliaq	1	R	tors									r10						oskill	891	1	3	ac%		30	46	dmg-norm		2	3	crush		3	3	swing3		10	10									Paaliaq		0
Lyrannikin	1	R	stor									r11						ac%		30	43	oskill	647	3	5	oskill	397	3	5	res-all		5	5	red-dmg		3	5	res-pois-len		21	25					Lyrannikin		0
Hornet	1	R	bow									r17						oskill	903	3	7	dmg%		58	86	dmg-norm		7	13	dmg-pois	25	128	256	move3		5	5	dex%		15	15					Hornet		0
Brawl	1	R	glov									r16						oskill	904	2	5	ac%		58	69	swing3		10	10	dmg-norm		2	4	str		21	25									Brawl		0
Lorelei	1		head									r38						oskill	905	17	24	ac%		87	114	hp		500	500	nec		1	1	red-dmg%		5	5	res-cold		41	50	dmg-stun		25	25	Lorelei		0
Atlacamani	1	R low lvl	scyh									r37						crush		3	5	oskill	900	5	9	dmg%		138	154	wirts		41	60	swing3		25	25	dmg-cold	50	28	84	manasteal		11	15	Atlacamani		0
Takfir	1		pclb	pmac	pham							r34						oskill	901	17	25	extra-pm		21	25	cast3		15	15	pal		2	2	ease		-15	-15	extra-fire		21	25	extra-cold		-11	-13	Takfir		0
Cassilda	1		stor									r54						ac%		115	143	extra-fire		26	35	extra-pois		26	35	extra-ltng		26	35	oskill	445	2	6	sor		5	5	howl-thorns		33	33	Cassilda		0
Eos	1		azsd									r54						ac%		115	143	dmg-global		-50	-50	dmg-fire		250	750	pierce-fire		19	24	hit-skill	518	3	26	block		1	1	dmg-demon		150	150	Eos		0
Adramelech	1	R	weap									r54						dmg%		144	171	dmg-norm		50	100	heal-hit		10	10	att-skill	451	25	40	reanimate	2330	1	1	regen		-250	-250	dmg-fire		1	1000	Adramelech		0
Rotundjere	1	R	pzhm									r54						ac%		115	143	pal		3	3	mana-kill		250	250	dmg-elem	100	63	375	dmg-pois	25	126	750	dmg-stun		50	50	all-stats		21	25	Rotundjere		0
Greisen	1		phlm									r54						ac%		115	143	oskill	28	5	6	ac-global		11	15	res-all		31	40	str%		21	25	vit%		21	25	dmg-stun		25	25	Greisen		0
Snowsquall	1	Y	glov									r54						ac%		58	86	att-skill	883	10	9	dmg-cold	125	40	80	slow		20	20	allskills		1	1	dex		21	25	abs-cold%		5	5	Snowsquall		0
Hecatomb	1		head									r55						nec		3	3	dmg-global		101	150	aura	284	40	40	desc-bottom	11303	4	4	dex		101	150	enr		101	150	oskill	139	21	28	Hecatomb		0
Jaguar	1		pspe									r55						dmg%		172	200	extra-pois		-25	-25	move3		10	10	avoidance		15	15	dmg-norm		150	200	att-skill	821	10	5	reanimate	1468	3	5	Jaguar		0
Myrrhbearer	1		ashd									r55						ac%		115	143	extra-pm		21	25	block		1	1	dmg-minion		50	50	oskill	984	20	20	extra-fire		21	25	pal		2	2	Myrrhbearer		0
Amanita	1		helm									r55						ac%		115	143	oskill	872	24	29	oskill	979	2	5	pierce-ltng		19	24	pierce-pois		19	24	howl-thorns		20	20	vit		-25	-25	Amanita		0
Linga Sharira	1		tors									r55						ac%		172	200	balance3		200	200	regen-mana		45	45	red-dmg%		15	15	allskills		1	1	gethit-skill	914	8	50	ac-global		50	50	Linga Sharira		0
Nero	1	Y	belt									r55						ac%		115	143	oskill	983	7	12	extra-fire		16	20	dmg-fire		125	250	att-skill	804	10	14	dmg-norm		7	25	dmg-demon		150	150	Nero		0
Orchid	1		ishd									r55						ac%		115	143	att-skill	839	5	19	extra-pois		16	25	poison-dur		25	25	swing3		-10	-10	dmg-stun		75	75	mana-melee		500	500	Orchid		0
Zodiac	1		staf									r55						allskills		8	10	extra-fcl		26	38	str		101	150	enr		101	150	vit		101	150	slow-thorns		21	25					Zodiac		0
Stardust	1		bow									r55						dmg%		144	171	dmg-norm		57	69	kill-skill	824	2	61	pierce-all		13	18	dmg-elem		1	1000	kill-skill	936	2	52	dex%		21	30	Stardust		0
Joker	1		h2h									r55						extra-fire		21	30	extra-pois		21	30	aura	295	4	4	desc-bottom	11308	4	4	ass		4	4	swingcast3		40	40	extra-ltng		21	30	Joker		0
Gilgamesh	1	R	bswd	baxe								r55						dmg%		172	200	dmg-norm		125	188	oskill	892	6	14	str		250	250	vit		-50	-50	att-skill	535	13	34	dmg-minion		-50	-50	Gilgamesh		0
Skilt en Vriend	1		pclb	pmac	pham							r55						dmg%		115	143	pierce-pois		25	30	pal		4	4	dmg-pois	25	128	512	ac-global		11	15									Skilt en Vriend		0
Krypteia	1		wand									r55						dmg-minion		200	200	maxminions		-1	-1	nec		4	4	ac		1000	1000	block		-1	-1	regen-mana		25	25	oskill	905	24	29	Krypteia		0
Sway of the Stars	1		scrd									r55						dmg%		144	171	dmg-norm		63	125	regen-mana		62	62	hp		7	7	att-skill	705	25	59	dex		51	75					Sway of the Stars		0
Sauron	1	Y	orb									r55						pierce-fire		60	60	sor		3	3	oskill	983	19	26	light		2	2	reanimate	2341	2	3	reanimate	2342	2	3	ac		250	250	Sauron		0
Tombstone	1		xbow									r55						dmg%		144	171	dmg-norm		63	125	swing3		-20	-20	reanimate	2255	10	10	vit		-50	-50	str		100	100	res-all		41	50	Tombstone		0
Mkodos	1		nknf									r56						dmg%		126	154	dmg-norm		38	63	nec		4	4	hit-skill	1002	15	40	pierce-pois		25	30	extra-pois		21	25	heal-hit		8	10	Mkodos		0
Wolfsangel	1	R	2hbx									r56						dmg%		155	183	dmg-norm		100	150	att-skill	978	25	19	hp/lvl	480	480	480	runemaster		4	4	avoidance		10	10	heal-melee		100	100	Wolfsangel		0
Indigo	1	Y	circ									r56						res-all-max		2	2	allskills		2	2	ac		-500	-500	ease		-100	-100	cast3		50	50	pierce-all		13	15	enr-factor		100	100	Indigo		0
Derweze	1		shld									r56						ac%		98	126	att-skill	311	20	27	dmg-demon		250	250	block		1	1	getatt-skill	632	15	27	res-fire-max		6	6	res-fire		150	150	Derweze		0
Riptide	1		boot									r56						dmg-cold		50	50	dmg-mag		50	50	ac%		126	154	att-skill	473	25	16	res-all-max		2	2	red-dmg%		1	7					Riptide		0
Shaheeda	1		azhm									r56						ac%		98	126	block		1	1	dmg-norm		13	38	crush		6	10	dmg-fire		125	375	dex		75	75					Shaheeda		0
Dirge	1		dbow									r56						dmg%		126	154	dmg-global		201	250	kill-skill	500	25	20	deadly		20	20	str		100	100	heal-hit		5	5	dmg-norm		25	63	Dirge		0
Elementalist	1		pelt									r56						ac%		126	154	dru		5	5	syn1	386	1	1	aura	284	40	40	desc-top	11304	4	4	res-pois-len		50	50	syn1	387	1	1	Elementalist		0
Hermanubis	1		dstf									r56						dru		8	10	reanimate	2266	10	10	reanimate	2334	10	10	cast3		50	50	balance3		50	50	oskill	407	2	5	extra-all		-13	-13	Hermanubis		0
Freybug	1		aspe									r56						dmg%		126	154	dmg-norm		63	125	oskill	356	1	1	ama		3	3	heal-melee		200	200	str		100	100	dmg-stun		250	250	Freybug		0
Cecaelia	1		abow									r56						dmg%		126	154	dmg-norm		38	75	oskill	479	4	7	slow		21	25	crush		3	5	dex		50	50	vit		100	100	Cecaelia		0
Spectre	1		ajav									r56						dmg%		126	154	dmg-max		76	100	kill-skill	982	5	12	dmg-cold	75	250	375	ignore-ac		1	1	ac-global		31	40	red-dmg%		5	5	Spectre		0
Oniwaka	1		nagi									r56						dmg%		126	154	dmg-norm		75	125	att-skill	461	25	48	pierce-ltng		19	30	enr		150	150	dex		150	150	swing3		50	50	Oniwaka		0
Tzeentch	1	Y	nscy									r56						dmg%		126	154	dmg-norm		63	125	hit-skill	914	20	40	skill-dur		31	50	kill-skill	936	5	27	howl		7	7	manasteal		17	21	Tzeentch		0
Apostasy	1	Y	scep									r56						extra-ltng		21	25	extra-pm		21	25	cast3		50	50	ac-global		21	30	pal		3	3	oskill	699	24	29	oskill	703	24	29	Apostasy		0
Rhea	1		nxbw									r56						dmg%		155	183	dmg-norm		63	125	kill-skill	981	5	18	str%		21	30	light		2	2	crush		6	10	oskill	357	15	21	Rhea		0
Nyx	1		bow									r26						dmg%		87	103	dmg-norm		7	19	oskill	969	1	5	howl		7	7	lifesteal		21	30	aura	284	40	40	desc-bottom	11303	4	4	Nyx		0
Ljosalf	1		staf									r30						oskill	833	31	38	extra-fire/lvl	16	16	16	allskills		3	3	getatt-skill	981	15	9	regen		50	50	res-all		11	15					Ljosalf		0
Jokulmorder	1		scep									r36						pal		2	2	oskill	871	13	15	dmg-minion		31	40	extra-cold		11	15	str		50	50	vit		50	50	dex		-50	-50	Jokulmorder		0
Tynged	1		xbow									r41						hit-skill	330	1	16	crush		6	10	ease		-50	-50	mag%		21	25	uninterrupt		25	25	dmg-cold	75	63	125					Tynged		0
Skarn	1		bswd	baxe								r40						dmg%		115	143	oskill	972	26	34	res-fire		41	50	res-pois		41	50	red-dmg%		10	10	att-skill	901	20	16	crush		13	13	Skarn		0
Eris	1		abow									r37						dmg%		58	86	hit-skill	712	1	6	oskill	1016	21	26	swing3		40	40	red-dmg%		5	5	heal-hit		3	3	charged	1018	100	16	Eris		0
Titanomachia	1	R	aspe									r24						dmg%		58	86	dmg-max		26	38	att-skill	980	20	7	dmg-ltng		1	125	str		50	50	red-dmg%		5	5	dmg-stun		50	50	Titanomachia		0
Herfjotur	1	Y	ajav									r41						dmg%		115	143	dmg-max		13	25	oskill	968	8	13	kill-skill	758	5	1	reanimate	1400	3	3	slow		25	25	hit-skill	803	10	5	Herfjotur		0
Quaoar	1		pclb	pmac	pham							r29						dmg%		104	114	dmg-norm		7	13	att-skill	982	5	27	nofreeze		1	1	heal-hit		5	5	hp%		15	15					Quaoar		0
Eventide	1		nscy									r36						dmg%		115	143	dmg-elem	75	63	188	att-skill	964	25	5	light		-2	-2	red-dmg%		-25	-25	state	74	1	1	crush		6	10	Eventide		0
Vertigo	1		orb									r22						sor		2	2	cast3		50	50	extra-ltng		11	15	extra-cold		11	15	att-skill	54	100	1	dmg-to-mana		25	25					Vertigo		0
Tarqeq	1		dbow									r38						dmg%		115	143	kill-skill	530	5	40	hit-skill	492	5	1	dmg-cold	125	125	375	abs-cold%		5	5	oskill	756	1	3	pierce-cold		21	25	Tarqeq		0
Eurynome	1	R	nstf									r17						nec		2	2	oskill	454	5	7	extra-fire		16	20	dmg-minion		100	100	hp-minion		-50	-50	enr		50	50	vit		-25	-25	Eurynome		0
Riot	1		h2h									r22						dmg%		58	86	dmg-norm		7	13	oskill	977	1	13	crush		5	5	ass		1	1	uninterrupt		25	25	ac-global		11	15	Riot		0
Resheph	1		pspe									r32						dmg%		87	114	pierce-pois		16	25	pal		3	4	swing3		-15	-15	dmg-pois	25	64	128	slow		15	15	ease		-10	-10	Resheph		0
Gravastar	1		orb									r29						sor		3	3	slow-thorns		33	33	extra-cold		11	15	oskill	340	1	5	light		-2	-2	res-cold		31	40					Gravastar		0
Brocken	1	R	scrd									r24						dmg%		87	114	dmg-norm		7	19	reanimate	1423	2	2	sor		2	2	ac-global		21	25	att-skill	708	1	47	oskill	363	12	15	Brocken		0
Kundalini	1	R	stor									r12						sor		1	1	cast3		10	10	oskill	447	2	5	ac%		18	29	ease		-25	-25	res-all		11	15					Kundalini		0
Cambion	1	Y	azhm									r36						pierce-fire		16	25	ama		2	2	oskill	976	21	30	heal-kill		21	30	abs-fire%		2	2	oskill	870	13	17	res-pois-len		50	50	Cambion		0
Carabosse	1	R	h2h									r15						extra-fire		6	8	cast3		40	40	extra-ltng		16	20	enr		21	30	ass		1	1	dex		21	30	oskill	1002	2	4	Carabosse		0
Styx	1	Y	nstf									r56						nec		10	12	oskill	464	2	5	oskill	459	29	32	extra-all		31	40	oskill	398	29	32	maxminions		-3	-3	enr%		41	50	Styx		0
Kyrie	1		staf									r51	r51					allskills		8	10	extra-all		21	25	regen-mana		33	33	uninterrupt		40	40	str		-75	-75	enr		150	150	charged	447	20	5	Kyrie		0
Pygmalion	1		tors									r52	r52					ac%		144	171	reanimate	2339	1	1	str		150	150	dex		-50	-50	red-dmg%		10	10	reanimate	2340	1	1					Pygmalion		0
Archangel	1	N	weap									r53	r53					dmg%		115	143	dmg-norm		13	50	oskill	698	4	12	reanimate	2331	2	3	dmg-cold	75	125	500	dmg-demon		201	250	dmg-mag		125	500	Archangel		0
Knave	1	Keep	boot									r54	r50	r54				syn1	474	1	1	syn2	474	-25	-25	desc-top	11525	9	9	hp%-mp%		3	3	red-dmg%		2	5	sor		0	1	res-mag		2	5	Knave		0
Checkmate	1		helm	shld								r55	r55					ac%		172	200	block		-1	-1	dmg-stun		50	50	dmg-norm		7	19	str		31	40	kill-skill	687	2	20	kill-skill	600	2	20	Checkmate		0
Kodiak	1		taxe									r55						dmg%		144	171	dmg-norm		25	75	bar		2	2	ac		500	500	dmg-undead		350	350	lstance-syn		151	200	crush		3	5	Kodiak		0
Tonatiuh	1		basd									r55						ac%		115	143	oskill	881	6	12	light		5	5	dmg-fire		125	875	att-skill	451	20	36	bar		2	2	pierce-fire		19	30	Tonatiuh		0
Tau	1		tkni									r55						dmg%		144	171	extra-fire		21	25	enr		51	75	extra-pois		21	25	ass		3	3	swing3		40	40	slow		11	15	Tau		0
Patriot	1	R	tkni									r02						dmg%		12	18	dmg-fire		2	4	pierce-fire		6	8	pierce-pois		6	8	str		-5	-5									Patriot		0
Fennec	1	R	taxe									r20						dmg%		58	69	dmg-minion		21	25	light		-2	-2	res-all-minion		21	30	res-all		11	15									Fennec		0
Quantum	1		tkni									r30						swing3		50	50	extra-fire		6	8	kill-skill	710	5	29	pierce-pois		11	13	ass		3	3	pierce-fire		11	13	pierce-ltng		11	13	Quantum		0
Raptor	1		taxe									r43	r49	r43	r01			skill	358	8	13	pierce-pois		19	19	heal-kill		100	100	hit-skill	468	2	60	class-restrict	5	5	5	hp%		10	10					Raptor		0
Lemuria	1		nscy									r20						dmg%		58	86	dmg-max		13	25	oskill	18	14	17	reanimate	2273	2	3	reanimate	1517	2	3	swing3		15	15	dmg-minion		-10	-10	Lemuria		0
Aspect	1	R	abow									r13						dmg-fire		4	8	dmg-cold		4	8	dmg-ltng		4	8	swing3		10	10													Aspect		0
Ekam	1		phlm									r27						dmg-minion		21	25	hp-minion		21	25	bar		1	1	red-dmg%		4	5	cast3		40	40	stance-radius		3	3	ease		-25	-25	Ekam		0
Rattus	1	R	knif						tkni	nknf		r37						dmg%		115	143	dmg-norm		13	38	crush		8	8	swingbalance3		50	50	dru		2	2	heal-hit		1	1	motw-phys		20	40	Rattus		0
Instinct	1	R	axe									r27						dmg%		87	114	dmg-max		25	50	motw-phys		40	60	dru		2	2	swing3		25	25	pierce-fire		33	33	extra-fire		16	25	Instinct		0
