Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Naiad		Two socketables	thro									jew	jew	r49				dmg%		172	200	kill-skill	702	25	8	slow		25	25	uninterrupt		50	50	death-skill	828	100	47	att%		200	200					Naiad		0
Burlesque		Two socketables	thro									jew	jew	r51				enr-factor		41	50	dmg%		172	200	dmg-max		78	90	kill-skill	314	25	58	extra-pm		11	13	regen		21	25	dex-enr		100	100	Burlesque		0
Kingsblood2	1	Two socketables	knif						tkni			jew	jew	r26				addxp		10	10	dmg%		115	143	dmg-min		13	13	all-stats		31	40	allskills		1	1	light		2	2	lifesteal		6	12	Kingsblood2		0
Endor	1	Two socketables	scyh									jew	jew	r31				dmg%		72	100	dmg-max		26	50	att-skill	387	50	17	att-skill	330	5	19	extra-cold		16	20	extra-pois		16	20					Endor		0
Urada	1	Two socketables	swor									jew	jew	r46				ac		811	811	dmg%		144	171	reanimate	2340	13	13	dmg-ltng		1	276	all-stats		1	11	swing3		30	30	crush		6	6	Urada		0
Sabertooth	1	Two socketables	axe									jew	jew	r48				dmg%		144	171	oskill	689	1	9	str		75	75	lifesteal		9	17	uninterrupt		15	20	att-damage		100	100	dmg-global/lvl	64	64	64	Sabertooth		0
Seed of Conflict	1	Two socketables	scyh									jew	jew	r49				dmg%		144	171	dmg-max		51	63	ac-global		20	20	att-skill	712	10	9	heal-kill		101	150	mana-kill		101	150	nec		2	4	Seed of Conflict		0
Myrmidon	1	Two socketables	spea									jew	jew	r29				vit%		20	20	dmg%		87	114	dmg/lvl	24	24	24	dex%		20	20	oskill	666	1	4	ac-global		21	40	ease		15	15	Myrmidon		0
Demhe	1	Two socketables	mace						hamm			jew	jew	r33				slow-melee		-5	-5	dmg%		172	200	dmg-max		38	50	att-skill	398	25	50	gehenna		11	13	mana-hit		101	150	dmg-stun		125	125	Demhe		0
Calypso	1	Two socketables	hamm									jew	jew	r37				swing3		30	30	dmg%		144	171	kill-skill	702	33	21	skill-dur		21	25	att-skill	459	5	23	dmg-cold	75	375	500	dmg-norm		19	38	Calypso		0
Pax Mystica	1	Two socketables	staf									jew	jew	r04				poison-dur		-15	-15	charged	346	20	1	res-all		11	15	allskills		1	1	mag%		11	13									Pax Mystica		0
Hadad	1	Two socketables	staf									jew	jew	r11				thorns%		-25	-25	gethit-skill	669	5	13	allskills		2	2	extra-ltng/lvl	8	8	8	slow-thorns		11	15	oskill	680	1	4					Hadad		0
Summanus	1	Two socketables	staf									jew	jew	r19				dex		50	50	enr		25	25	allskills		2	2	att-skill	999	5	17	dmg%		58	86	dmg-max		26	38	swing3		40	40	Summanus		0
Akhenaten	1	Two socketables	staf									jew	jew	r27				vit%		15	15	allskills		3	4	cast3		20	20	extra-fire		21	25	extra-pois		21	25	slow-thorns-r		21	25	res-firepoison		50	50	Akhenaten		0
Aes Dana	1	Two socketables	staf									jew	jew	r36				balance3		15	15	move3		45	45	dru		5	7	dmg-minion		41	50	acidtrance-syn		1	1	mana%		40	40	res-all-group		50	50	Aes Dana		0
Elverfolk	1	Two socketables	staf									jew	jew	r44				dmg-minion		-10	-10	enr-factor		51	100	allskills		6	8	pierce-all		21	30	res-all		31	50	ac-miss		750	750	enr%		21	30	Elverfolk		0
Erilaz	1	Two socketables	staf									jew	jew	r51				ac		1000	1000	ac-global		41	50	sor		6	8	extra-fcl		21	30	ease		-20	-20	balance3		40	40	cast3		60	60	Erilaz		0
Prophecy	1	Two socketables	scep									jew	jew	r06				dmg%		10	26	res-fire		21	40	res-cold		21	40	fire-thorns		21	25	cold-thorns	125	21	25	allskills		1	1	dmg-max		3	4	Prophecy		0
Bane	1	Two socketables	scep									jew	jew	r17				dmg%		58	86	att-skill	531	5	7	att%		31	50	dmg-max		8	13	swing3		20	20	all-stats		21	25	crush/lvl	2	2	2	Bane		0
Judas	1	Two socketables	scep									jew	jew	r22				enr%		5	5	dmg-mon%	11	300	300	desc-judas		1	1	ease		-66	-66	gold%		167	167	mag%		33	33	reanimate	811	21	25	Judas		0
Path	1	Two socketables	scep									jew	jew	r30				ama		2	3	gethit-skill	699	15	18	extra-fire		16	20	extra-pm		16	20	ease		-20	-20	addxp		11	15	enr-factor%		11	15	Path		0
Gabriel	1	Two socketables	scep									jew	jew	r40				swingcast3		30	30	dmg%		115	143	att-skill	579	25	22	extra-ltng		16	20	dmg-max		51	75	pal		3	5	str-vit-regen		100	100	Gabriel		0
Durga	1	Two socketables	scep									jew	jew	r49				ama		3	4	dmg-minion		100	100	extra-fire		21	25	cast3		40	40	heal-kill		51	100	blood-elem		11	13	howl-thorns		11	15	Durga		0
Galdr	1	Two socketables	scep									jew	jew	r51				oskill	1193	11	19	desc-lockout		1	1	state	126	1	1	extra-pierce-fico		15	15	pal		3	5	extra-fico		3	13	block		1	1	Galdr		0
Aegina	1	Two socketables	aspe									jew	jew	r11				thorns%		-25	-25	dmg%		30	57	dmg-cold	25	1	25	oskill	571	1	4	manasteal		31	40	wirts		21	25	att-skill	702	5	3	Aegina		0
Sankara	1	Two socketables	aspe									jew	jew	r34				swing3		30	30	dmg%		87	114	dmg-max		26	50	ac-global		31	50	heal-kill		101	150	kill-skill	814	5	9	att-skill	330	5	58	Sankara		0
Rusalka	1	Two socketables	aspe									jew	jew	r46				dmg%		172	200	dmg-min		76	125	att-skill	1002	50	16	oskill	405	1	12	kill-skill	387	50	57	extra-cop		61	80	all-stats		51	100	Rusalka		0
Evanescence	1	Two socketables	aspe									jew	jew	r51				ama		2	4	dmg%		144	171	dmg-max		91	140	swingmove3		100	100	oskill	464	2	23	red-dmg%		21	25	heal-melee		250	250	Evanescence		0
Scar	1	Two socketables	ajav									jew	jew	r16				dmg%		58	86	kill-skill	313	100	16	crush		6	8	dmg-fire		13	38	skill	324	3	4	openwounds		21	40	dex		15	15	Scar		0
Dragonfly	1	Two socketables	ajav									jew	jew	r26				dmg%		87	114	oskill	693	1	6	lifesteal		9	12	slow		11	15	swing3		20	20	dmg-fire		38	63	move3		40	40	Dragonfly		0
Trishula	1	Two socketables	ajav									jew	jew	r34				dmg%		87	114	dmg-elem	125	125	250	unity		21	40	oskill	357	6	12	oskill	358	6	12	move3		15	15	pierce-fcl		16	25	Trishula		0
Stalactite	1	Two socketables	ajav									jew	jew	r52				wirts		100	100	dmg%		144	171	dmg-cold	50	125	250	kill-skill	708	50	44	reanimate	2343	13	13	abs-cold%		11	15	pierce-cold		25	30	Stalactite		0
Corsair	1	Two socketables	abow									jew	jew	r15				extra-pm		-3	-3	oskill	635	1	4	dmg%		30	57	gold%		51	100	mag%		16	20	swing3		20	20	dex%		11	15	Corsair		0
IceBreaker2	1	Two socketables	abow									jew	jew	r29				res-cold		51	70	dmg%		87	114	crush		6	10	dmg-max		26	38	nofreeze		1	1	kill-skill	453	50	23					IceBreaker2		0
Colliding Worlds	1	Two socketables	abow									jew	jew	r43				block3		-15	-15	oskill	384	1	6	dmg%		115	143	dmg-max		38	50	str		41	50	dex		41	50	charged	397	10	5	Colliding Worlds		0
Manta	1	Two socketables	abow									jew	jew	r51				dmg-max		91	115	desc-death		1	1	dmg%		172	200	reanimate	2336	11	13	lifesteal		16	21	swing3		60	60	kill-skill	999	5	18	Manta		0
Shedim	1	Two socketables	h2h									jew	jew	r02				att%		25	25	dmg%		24	46	pierce-pois		6	8	dmg-pois	250	128	256	res-pois-len		11	20	mana-kill		11	15	dmg-undead		50	50	Shedim		0
Fiend	1	Two socketables	h2h									jew	jew	r17				att-skill	699	25	5	dmg%		58	86	dmg-fire		50	63	swing3		25	25	mag%		11	20	oskill	833	1	7	oskill	824	1	7	Fiend		0
Frequency	1	Two socketables	h2h									jew	jew	r27				dex%		5	5	dmg%		87	114	att-skill	579	10	17	res-ltng		31	60	hit-skill	540	25	7	dmg-stun		125	125	dmg-ltng		1	250	Frequency		0
Choronzon	1	Two socketables	h2h									jew	jew	r34				dmg%		115	143	att-skill	459	20	24	pierce-cold		16	25	oskill	460	1	7	dmg-minion		21	40	gold%		167	167	hp-mana		333	333	Choronzon		0
Anarchy	1	Two socketables	h2h									jew	jew	r46				ac		-200	-200	cast3		40	40	extra-fire		16	25	extra-ltng		16	25	ass		2	4	mana-kill		51	60	hp%-mp%		25	25	Anarchy		0
Hail	1	Two socketables	h2h									jew	jew	r48				dmg%		144	171	kill-skill	595	50	29	dmg-max		76	100	swing3		40	40	dmg-cold	25	125	375	ass		2	2					Hail		0
Nahemah	1	Two socketables	h2h									jew	jew	r52				enr-factor		-15	-15	reanimate	2337	25	25	dmg%		172	200	oskill	569	16	19	oskill	469	16	19	dmg-max		101	125	dmg-cold	50	250	500	Nahemah		0
Khattak	1	Two socketables	nagi									jew	jew	r08				extra-ltng		3	3	dmg%		35	46	swing3		20	20	move3		40	40	avoidance		10	10	balance3		40	40	uninterrupt		11	20	Khattak		0
Hieros Gamos	1	Two socketables	nagi									jew	jew	r46				dex%		21	25	oskill	323	1	6	vit%		21	25	dmg%		144	171	swing3		40	40	oskill	76	1	9	kill-skill	450	2	11	Hieros Gamos		0
Lataif-as-Sitta	1	Two socketables	nagi									jew	jew	r52				dmg%		172	200	dmg-max		101	150	swingmove3		50	50	ass		6	6	oskill	447	11	16	dmg-demon		200	200	oskill	455	11	16	Lataif-as-Sitta		0
Ram	1	Two socketables	bswd	baxe								jew	jew	r10				extra-cold		-3	-3	dmg%		30	57	oskill	643	1	4	str%		11	15	bar		1	1	str		16	20	dmg-stun		25	25	Ram		0
Essus	1	Two socketables	bswd	baxe								jew	jew	r22				enr%		-5	-5	dmg%		30	57	dmg-max		6	10	oskill	688	1	9	stupidity		2	4	hp%		11	15					Essus		0
Thunderbird	1	Two socketables	bswd	baxe								jew	jew	r32				att-skill	807	25	17	dmg%		87	114	att-skill	680	10	13	extra-ltng		16	20	pierce-ltng		6	10	ease		-10	-10	res-ltng		50	50	Thunderbird		0
Savitr	1	Two socketables	bswd	baxe								jew	jew	r37				cast3		-15	-15	dmg%		115	143	light		4	4	att-skill	779	10	14	att-skill	515	10	21	crush		3	5	bar		2	4	Savitr		0
Khan	1	Two socketables	bswd	baxe								jew	jew	r43				block3		-20	-20	dmg%		115	143	dmg/lvl	24	24	24	dmg-minion		41	50	maxspirits		1	1	ac-global		31	50	all-stats%		20	20	Khan		0
Lahmu	1	Two socketables	bswd	baxe								jew	jew	r49				pierce-pois		21	25	dmg%		144	171	dmg-max		76	100	indestruct		1	1	life-manasteal		14	18	str		100	100	vit		100	100	Lahmu		0
Kahless	1	Two socketables	bswd	baxe								jew	jew	r51				dmg%		172	200	dmg-max		116	140	att-skill	518	50	28	extra-fire		11	20	dmg-fire		400	550	swing3		60	60	reanimate	1863	3	3	Kahless		0
Peacock	1	Two socketables	dbow									jew	jew	r13				str		-10	-10	dmg%		30	57	dmg-elem	50	7	13	res-courage		25	25	slow		10	10									Peacock		0
Lynx	1	Two socketables	dbow									jew	jew	r27				vit%		-5	-5	dmg%		87	114	kill-skill	510	2	8	swingmove3		20	20	dmg-max		26	32	str%		25	25	dex%		25	25	Lynx		0
Sylvanshine	1	Two socketables	dbow									jew	jew	r33				slow-melee		-5	-5	dmg%		144	171	dmg-max		101	125	dex		50	50	manasteal		21	25	kill-skill	701	25	28	dmg-cold	125	125	250	Sylvanshine		0
Cernunnos	1	Two socketables	dbow									jew	jew	r44				dmg-minion		31	40	dmg%		144	171	reanimate	2332	11	20	dmg-max		76	100	hit-skill	492	25	5	heal-kill		51	75	ac-hth		205	205	Cernunnos		0
Raudna	1	Two socketables	dbow									jew	jew	r51				dmg%		172	200	dmg-max		66	90	hit-skill	492	25	7	kill-skill	707	50	56	dru		3	5	crush		17	17	ease		-20	-20	Raudna		0
Ocean	1	Two socketables	dstf									jew	jew	r05				gethit-skill	702	10	4	dru		1	1	extra-cold		6	8	regen-mana		31	50	mag%		6	6	all-stats		6	10	death-skill	474	100	29	Ocean		0
Samhain	1	Two socketables	dstf									jew	jew	r12				extra-pois		8	10	extra-fire		8	10	dru		2	2	heal-kill		11	20	cast3		40	40	regen		21	25					Samhain		0
Augur	1	Two socketables	dstf									jew	jew	r20				addxp		3	3	oskill	569	1	7	oskill	570	1	7	dru		2	4	all-stats%		16	20	mag%		16	25	ac/lvl	320	320	320	Augur		0
Lincos	1	Two socketables	dstf									jew	jew	r29				enr%		21	30	dru		3	6	oskill	473	21	24	pierce-fcp		10	10	regen-mana		21	40	res-all-max		5	5					Lincos		0
Laadan	1	Two socketables	dstf									jew	jew	r37				cast3		85	85	dru		4	7	oskill	474	24	29	mana		500	500	slow-thorns		16	20	light		2	2	ease		-10	-10	Laadan		0
Lojban	1	Two socketables	dstf									jew	jew	r45				res-all		26	35	dru		6	8	dmg-minion		51	60	extra-pois		41	50	pierce-pois		6	10	att%-minion		21	50	oskill	469	9	14	Lojban		0
Loxian	1	Two socketables	dstf									jew	jew	r52				enr-factor		136	185	avoidance		11	15	dru		8	10	extra-all		41	50	ac-global		51	75	move3		40	40	cast3		20	20	Loxian		0
Black Cat	1	Two socketables	nscy									jew	jew	r02				att%		75	75	hp		7	7	dmg%		30	57	mag%		-7	-7	att-skill	530	10	2	kill-skill	90	50	28	crush		6	8	Black Cat		0
Mantra	1	Two socketables	nscy									jew	jew	r13				dex		15	15	str		15	15	dmg%		30	57	dmg-pois	250	256	512	pierce-pois		16	20	res-pois-len		31	40	dmg-stun		50	50	Mantra		0
Chthon	1	Two socketables	nscy									jew	jew	r29				kill-skill	612	25	3	dmg-global		100	100	kill-skill	500	25	10	dmg%		87	114	dmg-max		50	50	openwounds		21	40					Chthon		0
Inti	1	Two socketables	nscy									jew	jew	r41				res-all-minion		10	10	oskill	335	25	27	oskill	322	25	27	swing3		70	70	allskills		2	4	dmg-fire		188	375	dmg%		115	143	Inti		0
Leviathan	1	Two socketables	nscy									jew	jew	r51				dmg-max		91	115	dmg%		172	200	slow		21	25	oskill	670	8	27	red-dmg%		11	15	str%		31	50	dex%		31	50	Leviathan		0
Loa	1	Two socketables	nknf									jew	jew	r05				dmg%		30	57	manasteal		21	40	reanimate	2288	6	8	light		1	1	dmg-max		5	5									Loa		0
Jinx	1	Two socketables	nknf									jew	jew	r13				dmg%		30	57	dex		20	20	addxp		3	5	hit-skill	346	25	5													Jinx		0
Misery	1	Two socketables	nknf									jew	jew	r23				dmg%		58	86	heal-hit		11	15	slow		11	15	oskill	331	1	6	dmg-pois	500	640	1280	nec		1	2	hp		250	250	Misery		0
Seid	1	Two socketables	nknf									jew	jew	r36				dmg%		144	171	nec		1	2	oskill	96	1	4	blood-elem		6	8	swing3		20	20	mana%		21	25					Seid		0
Roc	1	Two socketables	nknf									jew	jew	r51				dmg-max		66	90	dmg%		172	200	oskill	353	3	12	dex%		31	40	str%		21	25	howl		32	32	reanimate	725	21	25	Roc		0
Deep Water	1	Two socketables	nstf									jew	jew	r06				nec		1	1	move3		-10	-10	extra-all		6	10	res-all		11	15	oskill	706	1	4									Deep Water		0
Ladon	1	Two socketables	nstf									jew	jew	r25				res-cold		-40	-40	res-fire		31	50	nec		3	5	oskill	564	1	12	extra-fire		16	20	oskill	453	1	12	red-dmg		11	15	Ladon		0
Hali	1	Two socketables	nstf									jew	jew	r38				att%-minion		1	50	oskill	1022	1	14	dmg-minion		31	50	nec		4	6	res-all		31	50	hp		-100	-100	howl-thorns		11	20	Hali		0
Dagda	1	Two socketables	nstf									jew	jew	r49				nec		5	7	oskill	363	4	19	oskill	363	4	19	all-stats		21	40	cast3		15	15	hp%-mp%		15	15	gold%		75	75	Dagda		0
Santa Compana	1	Two socketables	nstf									jew	jew	r52				castgethit3		50	50	oskill	445	1	3	oskill	1002	22	24	maxminions		11	20	ac-global		41	50	hp-minion		51	60	nec		8	10	Santa Compana		0
Koan	1	Two socketables	wand									jew	jew	r09				extra-ltng		-3	-3	regen-mana		31	40	gold%		-10	-10	nec		1	1	avoidance		10	10									Koan		0
Ghoul	1	Two socketables	wand									jew	jew	r20				addxp		3	3	shadows-max		3	4	extra-cold		11	13	nec		1	2	oskill	567	1	5									Ghoul		0
Dead Ringer	1	Two socketables	wand									jew	jew	r39				hp-minion		1	10	state	157	1	1	desc-druid		1	1	oskill	396	9	12	oskill	67	4	6	allskills		1	2	hp%		11	20	Dead Ringer		0
Ngozi	1	Two socketables	wand									jew	jew	r41				res-all-minion		-5	-5	oskill	22	17	26	oskill	118	8	9	extra-all		16	20	cast3		10	10	oskill	388	17	26	howl-thorns		11	15	Ngozi		0
Semhazai	1	Two socketables	wand									jew	jew	r51				enr-factor		26	45	maxminions		5	5	hp-minion		-25	-25	nec		2	4	oskill	459	6	19	cast3		15	15	oskill	562	8	22	Semhazai		0
Genie	1	Two socketables	nxbw									jew	jew	r08				extra-fire		-3	-3	oskill	301	1	1	dmg%		30	57	slow		11	15	hit-skill	1002	5	7	nec		1	1	reanimate	915	11	15	Genie		0
Atlantis	1	Two socketables	nxbw									jew	jew	r19				dex		30	30	kill-skill	473	25	6	str		20	20	dmg%		58	86	mana%		21	25	dmg-global		11	15	gold%		51	75	Atlantis		0
Aether	1	Two socketables	nxbw									jew	jew	r31				dmg%		72	100	manasteal		11	14	avoidance		10	10	ignore-ac		1	1	str%		21	25	kill-skill	563	25	17					Aether		0
Crucible	1	Two socketables	nxbw									jew	jew	r46				dmg%		115	143	kill-skill	389	25	30	dmg-fire		125	375	dmg-undead		150	150	charged	766	20	25	res-fire		31	60	gethit-skill	564	5	19	Crucible		0
Kronos	1	Two socketables	nxbw									jew	jew	r51				dmg%		172	200	kill-skill	542	100	17	kill-skill	683	50	15	dmg-max		128	165	str%		31	40	crush-vit%		11	13	oskill	758	1	1	Kronos		0
Jihad	1	Two socketables	pclb	pmac	pham							jew	jew	r05				dmg-max		1	3	dmg%		24	46	uninterrupt		11	20	dmg-demon		200	200	kill-skill	37	15	11	pal		1	1	swing3		15	15	Jihad		0
Intifada	1	Two socketables	pclb	pmac	pham							jew	jew	r15				extra-pm		-3	-3	dmg%		87	114	att-skill	595	25	8	no-ac		-100	-100	crush		11	13	dmg-minion		31	50	hp-minion		-21	-25	Intifada		0
Lammasu	1	Two socketables	pclb	pmac	pham							jew	jew	r25				res-cold		1	10	dmg-stun		125	125	extra-all		11	15	slow		25	25	swing3		40	40	pal		1	2	res-all-minion		25	25	Lammasu		0
Brahman	1	Two socketables	pclb	pmac	pham							jew	jew	r39				dmg%		144	171	lh-stupidity		2	4	oskill	370	1	4	dmg-max		51	88	ac		1000	1000	balance3		100	100	oskill	359	1	6	Brahman		0
Oriflamme	1	Two socketables	pclb	pmac	pham							jew	jew	r51				dmg-max		91	140	dmg%		172	200	str/bl	640	640	640	dex/bl	640	640	640	oskill	637	25	27	extra-fire		31	40	swing3		50	50	Oriflamme		0
Ensi	1	Two socketables	pspe									jew	jew	r12				extra-pois		-3	-3	dmg%		58	86	att-skill	699	15	4	swing3		40	40	dmg-fire		7	19	stupidity		2	3					Ensi		0
Nehushtan	1	Two socketables	pspe									jew	jew	r27				vit%		-15	-15	dmg%		115	143	dmg-pois	250	512	1536	pierce-pois		11	13	swing3		-10	-10	att-skill	81	25	16	light		-2	-2	Nehushtan		0
Taqiyya	1	Two socketables	pspe									jew	jew	r40				balance3		60	60	dmg%		144	171	dmg-norm		38	88	uninterrupt		50	50	swingcast3		50	50	att-skill	75	50	21	att-skill	79	50	21	Taqiyya		0
Orisha	1	Two socketables	pspe									jew	jew	r48				oskill	58	3	15	extra-fire		21	30	extra-cold		21	30	pal		3	5	swing3		60	60	enr-factor		31	50	mana%		50	50	Orisha		0
Rex Deus	1	Two socketables	pspe									jew	jew	r52				dmg%		172	200	heal-thorns		51	100	dmg-max		76	100	dmg-demon		500	500	heal-kill		101	150	all-stats		50	50					Rex Deus		0
Circe	1	Two socketables	orb									jew	jew	r11				thorns%		-25	-25	enr%		11	15	oskill	96	1	1	pagan2		1	1	extra-pois		6	8	extra-ltng		6	8					Circe		0
Ker	1	Two socketables	orb									jew	jew	r20				addxp		3	3	oskill	403	1	4	oskill	57	1	4	death-skill	828	100	43	extra-cold		11	13	extra-pois		11	13	mana%		21	30	Ker		0
Kabbalah	1	Two socketables	orb									jew	jew	r36				move3		-15	-15	enr%		20	20	sor		3	3	oskill	1365	6	16	extra-fire		16	20	block		1	1	addxp		6	10	Kabbalah		0
Hestia	1	Two socketables	orb									jew	jew	r50				oskill	388	1	3	sor		3	4	extra-fire/lvl	12	12	12	res-fire		100	100	mag%		11	20	abs-fire%		20	20	nofreeze		1	1	Hestia		0
Kallisti	1	Two socketables	orb									jew	jew	r51				howl-thorns		11	15	oskill	397	1	6	extra-pois		21	25	sor		4	5	cast3		40	40	all-thorns	75	500	500	pierce-pois		7	9	Kallisti		0
Inanna	1	Two socketables	scrd									jew	jew	r12				extra-pois		-3	-3	dmg%		24	46	res-all		21	25	slow		25	25	uninterrupt		11	20	heal-melee		41	50					Inanna		0
Grace	1	Two socketables	scrd									jew	jew	r36				dmg%		115	143	block3		30	30	swing3		45	45	avoidance		10	10	dmg-min		13	25	sor		1	2	unity		21	40	Grace		0
Khany	1	Two socketables	scrd									jew	jew	r50				dmg%		115	143	dmg/lvl	16	16	16	att-skill	347	5	29	extra-all		16	20	dmg-ltng		1	750	sor		1	2	swingcast3		50	50	Khany		0
Shaula	1	Two socketables	scrd									jew	jew	r52				enr-factor		35	35	att-skill	473	15	29	dmg-norm		38	63	mana%		50	50	slow		33	33	dmg%		144	171	reanimate	1561	21	25	Shaula		0
Rebel	1	Two socketables	tors									jew	jew	r01				res-all		16	20	ac%		12	23	dmg-global		6	10	str		20	20	dex		20	20	vit		-10	-10	enr		-10	-10	Rebel		0
LumenArcana	1	Two socketables	tors									jew	jew	r06				ac%		18	35	light		2	2	allskills		1	1	pierce-fire		3	8	pierce-cold		3	8	pierce-ltng		3	8	pierce-pois		3	8	Lumen Arcana		0
Celebration	1	Two socketables	tors									jew	jew	r13				str		-10	-10	all-stats		11	20	mag%		16	25	att-skill	825	10	11	light		2	2	extra-all		6	8	att%		50	50	Celebration		0
Thelema	1	Two socketables	tors									jew	jew	r19				enr		30	30	mana-thorns		41	50	ac%		30	57	allskills		1	1	cast3		15	15	dex		20	20	vit		30	30	Thelema		0
Cathedral	1	Two socketables	tors									jew	jew	r25				res-cold		-30	-30	extra-pois		16	20	ac%		87	114	poison-dur		101	150	ac		1311	1311	charged	398	50	20	regen/lvl	32	32	32	Cathedral		0
Mirage	1	Two socketables	tors									jew	jew	r33				slow-thorns		11	15	red-dmg		31	40	move3		60	60	swingcast3		30	30	allskills		1	1	res-all		51	60	fade		1	1	Mirage		0
Dragonheart	1	Two socketables	tors									jew	jew	r41				res-all-minion		-5	-5	allskills		2	2	swing3		50	50	ac%/lvl	64	64	64	hp		500	500	charged	777	20	15					Dragonheart		0
Erawan	1	Two socketables	tors									jew	jew	r48				ac%		144	171	red-dmg%		11	15	move3		-10	-10	ac-global		11	20	crush		5	5	str%		25	25	vit%		25	25	Erawan		0
Unity	1	Two socketables	tors									jew	jew	r52				enr-factor		20	20	unity		75	75	balance		50	50	dex		-25	-25	allskills		1	1	res-all		51	60	ac%		144	171	Unity		0
Summit	1	Two socketables	helm									jew	jew	r01				light		-1	-1	gold%		76	100	ease		-15	-15	cheap		5	5													Summit		0
Cannonball	1	Two socketables	helm									jew	jew	r08				extra-fire		1	3	move3		40	40	stam		101	150	crush		3	3	att-skill	496	1	6	charged	564	5	5					Cannonball		0
Ra	1	Two socketables	helm									jew	jew	r17				allskills		1	1	move3		-10	-10	gold%		26	50	howl-thorns		11	15	pierce-fire		6	10	pierce-pois		6	10	cast3		25	25	Ra		0
Alchemy	1	Two socketables	helm									jew	jew	r26				regen		21	25	hp-minion		21	30	regen		21	25	ac%		58	86	block3		25	25	swing3		25	25					Alchemy		0
Dreadlord	1	Two socketables	helm									jew	jew	r35				att%-minion		41	50	dmg-minion		41	50	oskill	694	1	6	maxminions		2	4	crush		3	3	ac%		115	143	att-skill	443	25	22	Dreadlord		0
Cauldron	1	Two socketables	helm									jew	jew	r44				dmg-minion		-10	-10	att-skill	468	20	11	allskills		1	1	dmg-pois	125	612	1832	ac%		115	143									Cauldron		0
Eidolon	1	Two socketables	helm									jew	jew	r51				dmg-max		20	20	ac%		144	171	allskills		1	2	ac-global		21	30	light		4	4	res-all		31	40	all-stats%		20	20	Eidolon		0
Sphinx	1	Two socketables	circ									jew	jew	r11				thorns%		25	25	ac		101	150	all-stats		11	15	ama		1	1	light		4	4	gold%		51	63					Sphinx		0
Lily	1	Two socketables	circ									jew	jew	r31				ac%		4	15	regen		21	30	heal-kill		11	20	charged	397	20	5	vit%		11	15	allskills		1	2	heal-hit		1	1	Lily		0
Eulenspiegel	1	Two socketables	circ									jew	jew	r38				att%-minion		-50	-50	movecast3		20	20	gethit-skill	54	15	1	enr-factor		31	50	allskills		2	2	enr%		21	25	dex%		21	25	Eulenspiegel		0
Wintermute	1	Two socketables	circ									jew	jew	r53				ease		-28	-28	ac-global		21	30	allskills		2	2	extra-all		16	20	mana		750	750	oskill	706	1	9	res-all		31	40	Wintermute		0
Geas	1	Two socketables	shld									jew	jew	r04				poison-dur		41	50	uninterrupt		11	15	ac%		12	23	res-all		15	15	res-pois		-90	-90									Geas		0
Pharaoh	1	Two socketables	shld									jew	jew	r12				extra-pois		3	5	allskills		1	1	str		11	15	vit		11	15	ease		-10	-10									Pharaoh		0
Nomad	1	Two socketables	shld									jew	jew	r20				addxp		4	8	stamdrain		40	40	ac%		58	86	ac		163	163	att-skill	469	5	44	block3		40	40	gold%		51	75	Nomad		0
Goddess	1	Two socketables	shld									jew	jew	r30				uninterrupt		45	45	nofreeze		1	1	ac		-150	-150	allskills		2	2	ease		-10	-10									Goddess		0
Kodo	1	Two socketables	shld									jew	jew	r40				balance3		-25	-25	kill-skill	600	5	8	blood-phys		11	15	str%		11	20	ac%		115	143	vit%		11	20	crush		5	5	Kodo		0
WallOfFire	1	Two socketables	shld									jew	jew	r50				ac-global		11	20	ac%		144	171	vit%		31	40	block3		40	40	fire-thorns		500	500	str%		31	40	allskills		1	1	WallOfFire		0
Avatar	1	Two socketables	shld									jew	jew	r53				ease		45	45	ac%		172	200	death-skill	680	100	61	castgethit3		45	45	mag%		16	25	allskills		1	1	pierce-fcl		25	30	Avatar		0
Iblis	1	Two socketables	glov									jew	jew	r04				poison-dur		1	5	abs-fire%		5	5	extra-fire		8	10	enr%		10	10	light		5	5									Iblis		0
Mercy	1	Two socketables	glov									jew	jew	r13				str		1	10	att-skill	90	5	14	vit%		11	15	ac		26	26	dmg-max		6	8									Mercy		0
Kali	1	Two socketables	glov									jew	jew	r21				res-fire		1	1	kill-skill	518	33	6	allskills		2	2	ac		-214	-214	res-fire-max		10	10	charged	568	124	2					Kali		0
Aiwass	1	Two socketables	glov									jew	jew	r33				slow-thorns		-5	-5	shadows-attsyn		0	0	nec		2	2	ac		93	93	charged	873	78	4	str%		11	20	dmg-minion		21	25	Aiwass		0
Skald	1	Two socketables	glov									jew	jew	r41				res-all-minion		11	15	charged	96	33	3	charged	570	33	3	ac%		115	143	cast3		20	20	manasteal		14	18	att-skill	998	40	6	Skald		0
Icarus	1	Two socketables	glov									jew	jew	r49				move3		80	80	ac%		144	171	vit		75	75	enr		75	75	res-fire		-20	-20	death-skill	824	100	62					Icarus		0
