name	code
Hunter's Bow (Grade 1)	161
Hunter's Bow (Grade 2)	229
Hunter's Bow (Grade 3)	297
Hunter's Bow (Grade 4)	365
Hunter's Bow (Grade 5)	433
Hunter's Bow (Grade 6)	501
Ida (Grade 1)	5@6
Ida (Grade 2)	6@6
Ida (Grade 3)	7@6
Ida (Grade 4)	8@6
Ida (Grade 5)	9@6
Ida (Grade 6)	1@7
Javelin (Grade 1)	132
Javelin (Grade 2)	200
Javelin (Grade 3)	268
Javelin (Grade 4)	336
Javelin (Grade 5)	404
Javelin (Grade 6)	472
Katar (Grade 1)	j20
Katar (Grade 2)	j37
Katar (Grade 3)	j54
Katar (Grade 4)	j71
Katar (Grade 5)	j88
Katar (Grade 6)	o15
Kriegsmesser (Grade 1)	1@8
Kriegsmesser (Grade 2)	2@8
Kriegsmesser (Grade 3)	3@8
Kriegsmesser (Grade 4)	4@8
Kriegsmesser (Grade 5)	5@8
Kriegsmesser (Grade 6)	6@8
Kriss (Grade 1)	144
Kriss (Grade 2)	212
Kriss (Grade 3)	280
Kriss (Grade 4)	348
Kriss (Grade 5)	416
Kriss (Grade 6)	484
Large Axe (Grade 1)	119
Large Axe (Grade 2)	187
Large Axe (Grade 3)	255
Large Axe (Grade 4)	323
Large Axe (Grade 5)	391
Large Axe (Grade 6)	459
Light Crossbow (Grade 1)	l52
Light Crossbow (Grade 2)	l56
Light Crossbow (Grade 3)	l60
Light Crossbow (Grade 4)	l64
Light Crossbow (Grade 5)	l68
Light Crossbow (Grade 6)	l72
Long Battle Bow (Grade 1)	165
Long Battle Bow (Grade 2)	233
Long Battle Bow (Grade 3)	301
Long Battle Bow (Grade 4)	369
Long Battle Bow (Grade 5)	437
Long Battle Bow (Grade 6)	505
Long Bow (Grade 1)	162
Long Bow (Grade 2)	230
Long Bow (Grade 3)	298
Long Bow (Grade 4)	366
Long Bow (Grade 5)	434
Long Bow (Grade 6)	502
Long Staff (Grade 1)	152
Long Staff (Grade 2)	220
Long Staff (Grade 3)	288
Long Staff (Grade 4)	356
Long Staff (Grade 5)	424
Long Staff (Grade 6)	492
Long Sword  (Grade 1)	105
Long Sword  (Grade 2)	173
Long Sword  (Grade 3)	241
Long Sword  (Grade 4)	309
Long Sword  (Grade 5)	377
Long Sword  (Grade 6)	445
Long War Bow (Grade 1)	167
Long War Bow (Grade 2)	235
Long War Bow (Grade 3)	303
Long War Bow (Grade 4)	371
Long War Bow (Grade 5)	439
Long War Bow (Grade 6)	507
Mace (Grade 1)	126
Mace (Grade 2)	194
Mace (Grade 3)	262
Mace (Grade 4)	330
Mace (Grade 5)	398
Mace (Grade 6)	466
Maiden Javelin (Grade 1)	j19
Maiden Javelin (Grade 2)	j36
Maiden Javelin (Grade 3)	j53
Maiden Javelin (Grade 4)	j70
Maiden Javelin (Grade 5)	j87
Maiden Javelin (Grade 6)	o14
Maiden Pike (Grade 1)	j18
Maiden Pike (Grade 2)	j35
Maiden Pike (Grade 3)	j52
Maiden Pike (Grade 4)	j69
Maiden Pike (Grade 5)	j86
Maiden Pike (Grade 6)	o13
Maiden Spear (Grade 1)	j17
Maiden Spear (Grade 2)	x34
Maiden Spear (Grade 3)	j51
Maiden Spear (Grade 4)	j68
Maiden Spear (Grade 5)	j85
Maiden Spear (Grade 6)	o12
Maple Bow (Grade 1)	6@2
Maple Bow (Grade 2)	7@2
Maple Bow (Grade 3)	8@2
Maple Bow (Grade 4)	9@2
Maple Bow (Grade 5)	1@3
Maple Bow (Grade 6)	2@3
Maul (Grade 1)	l35
Maul (Grade 2)	l38
Maul (Grade 3)	l41
Maul (Grade 4)	l44
Maul (Grade 5)	l47
Maul (Grade 6)	l50
Military Pick (Grade 1)	117
Military Pick (Grade 2)	185
Military Pick (Grade 3)	253
Military Pick (Grade 4)	321
Military Pick (Grade 5)	389
Military Pick (Grade 6)	457
Morning Star (Grade 1)	127
Morning Star (Grade 2)	195
Morning Star (Grade 3)	263
Morning Star (Grade 4)	331
Morning Star (Grade 5)	399
Morning Star (Grade 6)	467
Needle Crossbow (Grade 1)	7@C
Needle Crossbow (Grade 2)	8@C
Needle Crossbow (Grade 3)	9@C
Needle Crossbow (Grade 4)	1@D
Needle Crossbow (Grade 5)	2@D
Needle Crossbow (Grade 6)	3@D
Pike (Grade 1)	141
Pike (Grade 2)	209
Pike (Grade 3)	277
Pike (Grade 4)	345
Pike (Grade 5)	413
Pike (Grade 6)	481
Pilum (Grade 1)	133
Pilum (Grade 2)	201
Pilum (Grade 3)	269
Pilum (Grade 4)	337
Pilum (Grade 5)	405
Pilum (Grade 6)	473
Scythe (Grade 1)	158
Scythe (Grade 2)	226
Scythe (Grade 3)	294
Scythe (Grade 4)	362
Scythe (Grade 5)	430
Scythe (Grade 6)	498
Recurve Bow (Grade 1)	2@4
Recurve Bow (Grade 2)	3@4
Recurve Bow (Grade 3)	4@4
Recurve Bow (Grade 4)	5@4
Recurve Bow (Grade 5)	6@4
Recurve Bow (Grade 6)	7@4
Reflex Bow (Grade 1)	j16
Reflex Bow (Grade 2)	j33
Reflex Bow (Grade 3)	j50
Reflex Bow (Grade 4)	j67
Reflex Bow (Grade 5)	j84
Reflex Bow (Grade 6)	o11
Repeating Crossbow (Grade 1)	l55
Repeating Crossbow (Grade 2)	l59
Repeating Crossbow (Grade 3)	l63
Repeating Crossbow (Grade 4)	l67
Repeating Crossbow (Grade 5)	l71
Repeating Crossbow (Grade 6)	l75
Saber (Grade 1)	102
Saber (Grade 2)	170
Saber (Grade 3)	238
Saber (Grade 4)	306
Saber (Grade 5)	374
Saber (Grade 6)	442
Sacred Globe (Grade 1)	j11
Sacred Globe (Grade 2)	j28
Sacred Globe (Grade 3)	j45
Sacred Globe (Grade 4)	j62
Sacred Globe (Grade 5)	j79
Sacred Globe (Grade 6)	j96
Scepter (Grade 1)	129
Scepter (Grade 2)	197
Scepter (Grade 3)	265
Scepter (Grade 4)	333
Scepter (Grade 5)	401
Scepter (Grade 6)	469
Scimitar (Grade 1)	101
Scimitar (Grade 2)	169
Scimitar (Grade 3)	237
Scimitar (Grade 4)	305
Scimitar (Grade 5)	373
Scimitar (Grade 6)	441
Scissors Katar (Grade 1)	j26
Scissors Katar (Grade 2)	j43
Scissors Katar (Grade 3)	j60
Scissors Katar (Grade 4)	j77
Scissors Katar (Grade 5)	j94
Scissors Katar (Grade 6)	o21
Serpent Bow (Grade 1)	8@1
Serpent Bow (Grade 2)	9@1
Serpent Bow (Grade 3)	1@2
Serpent Bow (Grade 4)	2@2
Serpent Bow (Grade 5)	3@2
Serpent Bow (Grade 6)	4@2
Short Battle Bow (Grade 1)	164
Short Battle Bow (Grade 2)	232
Short Battle Bow (Grade 3)	300
Short Battle Bow (Grade 4)	368
Short Battle Bow (Grade 5)	436
Short Battle Bow (Grade 6)	504
Short Bow (Grade 1)	160
Short Bow (Grade 2)	228
Short Bow (Grade 3)	296
Short Bow (Grade 4)	364
Short Bow (Grade 5)	432
Short Bow (Grade 6)	500
Short Spear (Grade 1)	134
Short Spear (Grade 2)	202
Short Spear (Grade 3)	270
Short Spear (Grade 4)	338
Short Spear (Grade 5)	406
Short Spear (Grade 6)	474
Short Staff (Grade 1)	151
Short Staff (Grade 2)	219
Short Staff (Grade 3)	287
Short Staff (Grade 4)	355
Short Staff (Grade 5)	423
Short Staff (Grade 6)	491
Short Sword (Grade 1)	100
Short Sword (Grade 2)	168
Short Sword (Grade 3)	236
Short Sword (Grade 4)	304
Short Sword (Grade 5)	372
Short Sword (Grade 6)	440
Short War Bow (Grade 1)	166
Short War Bow (Grade 2)	234
Short War Bow (Grade 3)	302
Short War Bow (Grade 4)	370
Short War Bow (Grade 5)	438
Short War Bow (Grade 6)	506
Smoked Sphere (Grade 1)	j12
Smoked Sphere (Grade 2)	j29
Smoked Sphere (Grade 3)	j46
Smoked Sphere (Grade 4)	j63
Smoked Sphere (Grade 5)	j80
Smoked Sphere (Grade 6)	j97
Spatha (Grade 1)	9@4
Spatha (Grade 2)	1@5
Spatha (Grade 3)	2@5
Spatha (Grade 4)	3@5
Spatha (Grade 5)	4@5
Spatha (Grade 6)	5@5
Spear (Grade 1)	137
Spear (Grade 2)	205
Spear (Grade 3)	273
Spear (Grade 4)	341
Spear (Grade 5)	409
Spear (Grade 6)	477
Spetum (Grade 1)	140
Spetum (Grade 2)	208
Spetum (Grade 3)	276
Spetum (Grade 4)	344
Spetum (Grade 5)	412
Spetum (Grade 6)	480
Spiked Club (Grade 1)	125
Spiked Club (Grade 2)	193
Spiked Club (Grade 3)	261
Spiked Club (Grade 4)	329
Spiked Club (Grade 5)	397
Spiked Club (Grade 6)	465
Stag Bow (Grade 1)	j15
Stag Bow (Grade 2)	j32
Stag Bow (Grade 3)	j49
Stag Bow (Grade 4)	j66
Stag Bow (Grade 5)	j83
Stag Bow (Grade 6)	o10
Stinger Crossbow (Grade 1)	3@E
Stinger Crossbow (Grade 2)	4@E
Stinger Crossbow (Grade 3)	5@E
Stinger Crossbow (Grade 4)	6@E
Stinger Crossbow (Grade 5)	7@E
Stinger Crossbow (Grade 6)	8@E
Throwing Axe (Grade 1)	149
Throwing Axe (Grade 2)	217
Throwing Axe (Grade 3)	285
Throwing Axe (Grade 4)	353
Throwing Axe (Grade 5)	421
Throwing Axe (Grade 6)	489
Throwing Knife (Grade 1)	146
Throwing Knife (Grade 2)	214
Throwing Knife (Grade 3)	282
Throwing Knife (Grade 4)	350
Throwing Knife (Grade 5)	418
Throwing Knife (Grade 6)	486
Throwing Spear (Grade 1)	136
Throwing Spear (Grade 2)	204
Throwing Spear (Grade 3)	272
Throwing Spear (Grade 4)	340
Throwing Spear (Grade 5)	408
Throwing Spear (Grade 6)	476
Trebuchet (Grade 1)	1@F
Trebuchet (Grade 2)	2@F
Trebuchet (Grade 3)	3@F
Trebuchet (Grade 4)	4@F
Trebuchet (Grade 5)	5@F
Trebuchet (Grade 6)	6@F
Trident (Grade 1)	138
Trident (Grade 2)	206
Trident (Grade 3)	274
Trident (Grade 4)	342
Trident (Grade 5)	410
Trident (Grade 6)	478
Two-Handed Sword (Grade 1)	107
Two-Handed Sword (Grade 2)	175
Two-Handed Sword (Grade 3)	243
Two-Handed Sword (Grade 4)	311
Two-Handed Sword (Grade 5)	379
Two-Handed Sword (Grade 6)	447
Viper Bow (Grade 1)	4@3
Viper Bow (Grade 2)	5@3
Viper Bow (Grade 3)	6@3
Viper Bow (Grade 4)	7@3
Viper Bow (Grade 5)	8@3
Viper Bow (Grade 6)	9@3
Voulge (Grade 1)	157
Voulge (Grade 2)	225
Voulge (Grade 3)	293
Voulge (Grade 4)	361
Voulge (Grade 5)	429
Voulge (Grade 6)	497
Wand (Grade 1)	l10
Wand (Grade 2)	l14
Wand (Grade 3)	l18
Wand (Grade 4)	l22
Wand (Grade 5)	l26
Wand (Grade 6)	l30
War Axe (Grade 1)	118
War Axe (Grade 2)	186
War Axe (Grade 3)	254
War Axe (Grade 4)	322
War Axe (Grade 5)	390
War Axe (Grade 6)	458
War Hammer (Grade 1)	l34
War Hammer (Grade 2)	l37
War Hammer (Grade 3)	l40
War Hammer (Grade 4)	l43
War Hammer (Grade 5)	l46
War Hammer (Grade 6)	l49
War Scepter (Grade 1)	131
War Scepter (Grade 2)	199
War Scepter (Grade 3)	267
War Scepter (Grade 4)	335
War Scepter (Grade 5)	403
War Scepter (Grade 6)	471
War Staff (Grade 1)	155
War Staff (Grade 2)	223
War Staff (Grade 3)	291
War Staff (Grade 4)	359
War Staff (Grade 5)	427
War Staff (Grade 6)	495
War Sword (Grade 1)	106
War Sword (Grade 2)	174
War Sword (Grade 3)	242
War Sword (Grade 4)	310
War Sword (Grade 5)	378
War Sword (Grade 6)	446
Wrist Blade (Grade 1)	j21
Wrist Blade (Grade 2)	j38
Wrist Blade (Grade 3)	j55
Wrist Blade (Grade 4)	j72
Wrist Blade (Grade 5)	j89
Wrist Blade (Grade 6)	o16
Yew Wand (Grade 1)	l11
Yew Wand (Grade 2)	l15
Yew Wand (Grade 3)	l19
Yew Wand (Grade 4)	l23
Yew Wand (Grade 5)	l27
Yew Wand (Grade 6)	l31
Naginata (Grade 1)	!01
Naginata (Grade 2)	!02
Naginata (Grade 3)	!03
Naginata (Grade 4)	!04
Naginata (Grade 5)	!05
Naginata (Grade 6)	!06
Raptor Scythe (Grade 1)	!08
Raptor Scythe (Grade 2)	!09
Raptor Scythe (Grade 3)	!10
Raptor Scythe (Grade 4)	!11
Raptor Scythe (Grade 5)	!12
Raptor Scythe (Grade 6)	!13
Bonesplitter (Grade 1)	!15
Bonesplitter (Grade 2)	!16
Bonesplitter (Grade 3)	!17
Bonesplitter (Grade 4)	!18
Bonesplitter (Grade 5)	!19
Bonesplitter (Grade 6)	!20
Mammen Axe (Grade 1)	!22
Mammen Axe (Grade 2)	!23
Mammen Axe (Grade 3)	!24
Mammen Axe (Grade 4)	!25
Mammen Axe (Grade 5)	!26
Mammen Axe (Grade 6)	!27
Hammerhead Axe (Grade 1)	19@
Hammerhead Axe (Grade 2)	!29
Hammerhead Axe (Grade 3)	!30
Hammerhead Axe (Grade 4)	!31
Hammerhead Axe (Grade 5)	!32
Hammerhead Axe (Grade 6)	!33
Ono (Grade 1)	!35
Ono (Grade 2)	!36
Ono (Grade 3)	!37
Ono (Grade 4)	!38
Ono (Grade 5)	!39
Ono (Grade 6)	!40
Valaska (Grade 1)	!42
Valaska (Grade 2)	!43
Valaska (Grade 3)	!44
Valaska (Grade 4)	!45
Valaska (Grade 5)	!46
Valaska (Grade 6)	!47
Labrys (Grade 1)	!49
Labrys (Grade 2)	!50
Labrys (Grade 3)	!51
Labrys (Grade 4)	!52
Labrys (Grade 5)	!53
Labrys (Grade 6)	!54
Flamen Staff (Grade 1)	!56
Flamen Staff (Grade 2)	!57
Flamen Staff (Grade 3)	!58
Flamen Staff (Grade 4)	!59
Flamen Staff (Grade 5)	!60
Flamen Staff (Grade 6)	!61
Marrow Staff (Grade 1)	!63
Marrow Staff (Grade 2)	!64
Marrow Staff (Grade 3)	!65
Marrow Staff (Grade 4)	!66
Marrow Staff (Grade 5)	!67
Marrow Staff (Grade 6)	!68
Hexblade (Grade 1)	!70
Hexblade (Grade 2)	!71
Hexblade (Grade 3)	!72
Hexblade (Grade 4)	!73
Hexblade (Grade 5)	!74
Hexblade (Grade 6)	!75
Spirit Edge (Grade 1)	!77
Spirit Edge (Grade 2)	!78
Spirit Edge (Grade 3)	!79
Spirit Edge (Grade 4)	!80
Spirit Edge (Grade 5)	!81
Spirit Edge (Grade 6)	!82
Holy Lance (Grade 1)	!84
Holy Lance (Grade 2)	!85
Holy Lance (Grade 3)	!86
Holy Lance (Grade 4)	!87
Holy Lance (Grade 5)	!88
Holy Lance (Grade 6)	!89
Tepoztopilli (Grade 1)	!91
Tepoztopilli (Grade 2)	!92
Tepoztopilli (Grade 3)	!93
Tepoztopilli (Grade 4)	!94
Tepoztopilli (Grade 5)	!95
Tepoztopilli (Grade 6)	!96
Warp Blade (Grade 1)	!98
Warp Blade (Grade 2)	!99
Warp Blade (Grade 3)	!1!
Warp Blade (Grade 4)	!2!
Warp Blade (Grade 5)	!3!
Warp Blade (Grade 6)	!4!
jewel1	jew
jewel2	jew
jewel3	jew
jewel4	jew
jewel5	jew
jewel6	jew
jewel7	jew
jewel8	jew
jewel9	jew
jewel10	jew
jewel11	jew
jewel12	jew
jewel13	jew
jewel14	jew
jewel15	jew
jewel16	jew
jewel17	jew
jewel18	jew
jewel19	jew
jewel20	jew
jewel21	jew
jewel22	jew
jewel23	jew
jewel24	jew
jewel25	jew
jewel26	jew
jewel27	jew
jewel28	jew
jewel29	jew
jewel30	jew
jewel31	jew
jewel32	jew
jewel33	jew
jewel34	jew
jewel35	jew
jewel36	jew
