overlay	Filename	version	Frames	Character	PreDraw	1ofN	Dir	Open	Beta	Xoffset	Yoffset	Height1	Height2	Height3	Height4	AnimRate	LoopWaitTime	Trans	InitRadius	Radius	Red	Green	Blue	NumDirections	LocalBlood
volcano_flame	Expansion\volcano_Fire	100	29	all	0	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0
cyclonearmor1front	Expansion\CycloneArmorAFront	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor1back	Expansion\CycloneArmorABack	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor2front	Expansion\CycloneArmorBFront	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor2back	Expansion\CycloneArmorBBack	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor3front	Expansion\CycloneArmorCFront	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor3back	Expansion\CycloneArmorCBack	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cloaked	Expansion\CloakOfShadows	100	16	all	0	1	0	0	0	0	0	-46	-60	-74	-120	16	0	3	1	2	255	210	210	1	0
assassinfistimpact	Expansion\DeadlyFistHit	100	5	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	3	3	255	255	255	1	0
assassinfootimpact	Expansion\DeadlyFistHit	100	5	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	3	3	255	255	255	1	0
twisterfront	Expansion\TwisterFront	100	40	all	0	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
twisterback	Expansion\TwisterBack	100	40	all	1	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
bladeshield	Expansion\blade_shield	100	20	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
rabiesplague	Expansion\rabies	100	30	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0
spawnedbirthflames	Expansion\SpawnedBirthFlames	100	8	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	1	3	255	0	0	1	0
spawnedflames	Expansion\SpawnedFlames	100	8	all	1	1	0	0	0	0	0	0	0	0	0	8	0	3	1	3	255	0	0	1	0
defense_curse	expansion\succcurseoverlay1	100	11	all	0	1	0	0	0	0	0	14	0	-14	-60	8	0	3	1	6	255	193	103	1	0
blood_mana	expansion\succcurseoverlay2	100	10	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0
burning	FetishFreakOut	100	16	all	0	1	0	1	1	0	0	14	0	-14	-60	8	0	3	1	6	255	0	0	1	0
catapult_death_s	Expansion\catadeathoversouth	100	21	all	0	1	0	0	0	0	0	14	0	-14	-60	8	0	3	1	6	255	64	64	1	0
catapult_death_e	Expansion\catadeathovereast	100	21	all	0	1	0	0	0	0	0	14	0	-14	-60	8	0	3	1	6	255	64	64	1	0
ice_cage	expansion\icecage_neutral	100	1	Monster	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ice_cage_melt	expansion\icecage_melt	100	30	Monster	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0
succubae_death	expansion\succ1deathoverlay	100	18	Monster	0	1	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	1	0
progressive_damage_1	expansion\MISSILE_A_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_damage_2	expansion\MISSILE_A_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_damage_3	expansion\MISSILE_A_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_1	expansion\MISSILE_B_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_2	expansion\MISSILE_B_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_3	expansion\MISSILE_B_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_1	expansion\MISSILE_C_A	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_2	expansion\MISSILE_C_B	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_3	expansion\MISSILE_C_C	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_1	expansion\MISSILE_RED_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_2	expansion\MISSILE_RED_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_3	expansion\MISSILE_RED_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_2_attack	FireCast_for_Sorceress	100	14	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_fire_3_attack	FireCast2	100	16	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_cold_1	expansion\MISSILE_BLUE_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_2	expansion\MISSILE_BLUE_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_3	expansion\MISSILE_BLUE_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_2_attack	IceCastNew01	100	15	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_3_attack	IceCastNew02	100	15	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_lightning_1	expansion\MISSILE_WHITE_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_2	expansion\MISSILE_WHITE_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_3	expansion\MISSILE_WHITE_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_2_attack	expansion\skill_norotate	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_3_attack	expansion\skill_norotate	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
spirit_of_barbs	expansion\spirit_of_barbs	100	12	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
heart_of_wolverine	expansion\Heart_of_Wolverine	100	30	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
impregnated	expansion\painwormcurse	100	10	all	1	1	0	1	1	0	0	0	0	0	0	8	0	3	2	2	255	178	0	1	0
quickness	expansion\quickness	100	9	Assasin	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
venomclaws	expansion\venomclaws	100	10	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
dragonflight	expansion\DragonFlight	100	9	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul1	expansion\Maul_A_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul2	expansion\Maul_B_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul3	expansion\Maul_C_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul4	expansion\Maul_D_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul5	expansion\Maul_E_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage1	expansion\feral_rage_A_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage2	expansion\feral_rage_B_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage3	expansion\feral_rage_C_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage4	expansion\feral_rage_D_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage5	expansion\feral_rage_E_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
shadowwarriorappear	expansion\ShadowAppear	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
shadowwarriordeath	expansion\ShadowAppear	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
fade	expansion\fade	100	20	Assasin	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
direwolfcharged	expansion\DireWolfCharged	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
poisonhit	expansion\poisonhit	100	8	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
baal_on_throne	expansion\baalshield	100	11	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
death_sentry	expansion\dethsentry01	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul1back	expansion\Maul_A_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul2back	expansion\Maul_B_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul3back	expansion\Maul_C_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul4back	expansion\Maul_D_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul5back	expansion\Maul_E_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage1back	expansion\feral_rage_A_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage2back	expansion\feral_rage_B_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage3back	expansion\feral_rage_C_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage4back	expansion\feral_rage_D_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage5back	expansion\feral_rage_E_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
tigerstrike1	expansion\tiger_Strike_A	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
tigerstrike2	expansion\tiger_Strike_B	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
tigerstrike3	expansion\tiger_Strike_C	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
cobrastrike1	expansion\Cobra_Strike_A	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cobrastrike2	expansion\Cobra_Strike_B	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cobrastrike3	expansion\Cobra_Strike_C	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
apocboom	ApocMushroom2	100	29	all	0	1	0	1	1	0	0	0	0	0	0	32	0	3	7	7	255	178	64	1	0
blindingrage	BloodRipple	100	15	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
bloodflashback	BloodFlashBack	100	19	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	6	8	255	128	128	1	0
bloodflashfront	BloodFlashFront	100	19	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	6	8	255	128	128	1	0
bloodlustcast	BloodRipple	100	15	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	255	0	0	1	1
bloodlusted	Extra\AmRedSpellSections	100	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cursebanish	Extra\CurseEffectBlue	100	20	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	1	6	64	64	255	1	0
darkpowered	Extra\AmGreenSpellSections	100	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
deathcoilcast	expansion\succ1deathoverlay	100	18	all	0	1	0	0	0	0	0	0	0	0	0	10	0	3	3	7	255	178	64	1	0
evilshadowaura	Extra\EvilAura	100	21	all	1	1	0	0	0	0	0	0	0	0	0	6	0	3	6	6	255	0	0	1	0
evocation	Frenzy	100	25	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	6	8	0	0	255	1	0
flashback	FlashBack	100	19	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	6	8	128	128	255	1	0
flashfront	FlashFront	100	19	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	6	8	128	128	255	1	0
godcloud	MephistoOverlay	100	26	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	0	0	1	0
hexagon	Extra\TauntCurse	100	21	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	4	10	255	0	0	1	0
justbeenhitcurse	HardenArmor	100	24	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0
killbaaloverlay	ShrineExperience	100	15	all	0	1	0	1	1	0	0	14	0	-14	-60	8	0	3	0	0	255	255	255	1	0
laststandhit	DopplezonExplodeBlue	100	25	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	4	6	128	255	128	1	0
mooncast	MoonCast	100	16	all	0	1	0	0	0	0	0	0	0	0	0	24	0	3	2	4	128	128	255	1	0
mortalstrikehit	DopplezonExplodeLilac	100	25	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	4	6	255	0	255	1	0
poisonflashback	PoisonFlashBack	100	19	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	6	8	128	255	128	1	0
poisonflashfront	PoisonFlashFront	100	19	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	6	8	128	255	128	1	0
shackles_disappear	expansion\icecage_melt	100	30	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	12	12	192	192	255	1	0
shackles_effect	expansion\icecage_neutral	100	1	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	12	12	192	192	255	1	0
shieldwalleffect	vdfeathers	100	26	all	0	1	0	0	0	0	0	0	0	0	0	16	0	5	2	2	255	255	255	4	0
slayercloud	SlayerCloud	100	26	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	5	10	128	128	255	1	0
suncast	SunCast	100	16	all	0	1	0	0	0	0	0	0	0	0	0	24	0	3	2	4	255	255	0	1	0
tempEmpower	GreenSpell	100	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
tempEmpowerCast	AmazonHealSpell	100	20	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	4	8	255	184	199	1	0
vanquishedoverlay	AuraFanatic	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	128	64	1	0
vanquishedcast	extra\AuraFanaticCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	128	64	1	0
ravensoverlay	extra\AuraThorns	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	255	0	1	0
ravenscast	extra\AuraThornsCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	255	0	1	0
godmodestate	extra\AuraAbsorb	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	172	64	1	0
godmodecast	extra\AuraAbsorbCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	172	64	1	0
harbingerstate	extra\AuraInspiration	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	255	0	1	0
harbingercast	extra\AuraInspirationCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	255	0	1	0
suncast2	extra\GolemCast	100	26	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	2	4	255	255	0	1	0
bloodcast	extra\GreaterMummyCast	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
psicast	expansion\ProjOverlay	100	21	all	0	1	0	0	0	0	0	0	0	0	0	64	0	3	2	4	0	0	255	1	0
kaboooooooooom	expansion\suicide_death_overlay	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	128	64	1	0
evocationback	expansion\bladeshield back	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
evocationfront	expansion\bladeshield front	100	14	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
meepmeepfront	extra\salvationaura_front	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
crashedneonlight	extra\WhiteFlash	100	5	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	10	255	255	255	1	0
potactivate	BRSmokeS1	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
potrunning	BRSmokeNU	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
potdeactivate	BRSmokeDT	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
winterstate	extra\AuraReflection	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	0	255	1	0
wintercast	extra\AuraReflectionCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	0	255	1	0
fearstate	extra\AuraResistLightning	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	255	0	1	0
fearcast	extra\AuraResistLightningCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	0	255	0	1	0
almightstate	extra\AuraDefiance	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	0	0	1	0
almightcast	extra\AuraDefianceCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	4	5	255	0	0	1	0
cursevindicate	extra\CurseIronMaidenHit	100	11	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	1	6	255	128	0	1	0
cursenightmare	expansion\steamthick_a	100	10	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	1	6	0	0	255	1	0
lionheartoverlay	extra\GreaterMummyCast	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
curseinsanity	expansion\SpawnedFlames	100	8	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	1	6	255	128	64	1	0
bloodymaryoverlay	extra\AuraResistFire	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	81	81	1	0
bloodymarycast	extra\AuraResistFireCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	255	81	81	1	0
paganheartoverlay	extra\AuraResistCold	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	81	81	255	1	0
paganheartcast	extra\AuraResistColdCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	81	81	255	1	0
sbo	expansion\oak_sage_overlay	100	7	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	2	8	0	255	0	1	0
glowcast	expansion\catadeathovereast	100	21	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	255	0	1	0
alarmclockoverlay	extra\firesmoke.dcc	100	26	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
suntouchoverlay	extra\AuraWhite	100	31	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	0	255	212	1	0
suntouchcast	extra\AuraST_WH	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	0	255	212	1	0
paganritescast	expansion\MinionSpawnOver	100	21	all	0	1	0	0	0	0	0	0	0	0	0	48	0	3	2	4	255	0	0	1	0
fastglowcast	expansion\catadeathovereast	100	21	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	64	0	1	0
rainbowkaboom	extra\vengeance	100	14	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	8	10	211	148	255	1	0
extravaganza	AuraHolyFireHit	100	12	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	3	5	255	0	0	1	0
shadowrefugeenter	expansion\druidmorph	100	13	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	255	0	0	1	0
totem1aura	expansion\MISSILE_B_C	100	16	all	0	1	0	0	0	0	0	7	0	-7	-30	16	0	3	3	4	0	255	0	1	0
totem2aura	expansion\MISSILE_RED_C	100	16	all	0	1	0	0	0	0	0	7	0	-7	-30	16	0	3	3	4	255	0	0	1	0
totem3aura	expansion\MISSILE_BLUE_C	100	16	all	0	1	0	0	0	0	0	7	0	-7	-30	16	0	3	3	4	0	0	255	1	0
totem4aura	expansion\MISSILE_WHITE_C	100	16	all	0	1	0	0	0	0	0	7	0	-7	-30	16	0	3	3	4	255	81	255	1	0
totem5aura	expansion\MISSILE_A_C	100	16	all	0	1	0	0	0	0	0	7	0	-7	-30	16	0	3	3	4	255	178	64	1	0
lightningshielded	extra\AuraResistLightning	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	212	212	255	1	0
lightningshieldedcast	extra\AuraResistLightningCast	100	11	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	212	212	255	1	0
eviloverlordaura	expansion\DireWolfCharged	100	16	all	0	1	0	0	0	0	0	0	0	0	0	6	0	3	6	6	128	0	255	1	0
charm_cast_1	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	16	0	3	4	6	255	255	162	1	0
charm_cast_2	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	16	0	3	4	6	255	255	162	1	0
charm_cast_3	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	16	0	3	4	6	255	255	162	1	0
charm_cast_4	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	16	0	3	4	6	255	255	162	1	0
charm_cast_5	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	16	0	3	4	6	255	255	162	1	0
charm_cast_6	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	16	0	3	4	6	255	255	162	1	0
charm_effect_1	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	255	255	162	1	0
charm_effect_2	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	255	255	162	1	0
charm_effect_3	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	255	255	162	1	0
charm_effect_4	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	255	255	162	1	0
charm_effect_5	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	255	255	162	1	0
charm_effect_6	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	255	255	162	1	0
barb_1	vdfeathers	100	26	all	0	1	0	0	0	0	0	0	0	0	0	16	0	5	2	4	255	255	128	1	0
barb_2	vdfeathers	100	26	all	0	1	0	0	0	0	0	0	0	0	0	16	0	5	2	4	255	128	128	1	0
barb_3	vdfeathers	100	26	all	0	1	0	0	0	0	0	0	0	0	0	16	0	5	2	4	128	255	128	1	0
barb_4	vdfeathers	100	26	all	0	1	0	0	0	0	0	0	0	0	0	16	0	5	2	4	255	128	0	1	0
bloodthornedoverlay	extra\AuraRed	100	31	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
bloodthornedcast	extra\AuraST_RD	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	255	0	0	1	0
furyoverlay	extra\AuraBlue	100	31	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	0	0	255	1	0
furycast	extra\AuraST_BL	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	6	0	0	255	1	0
slowback	ThunderstormCast_operate	0	19	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	8	8	128	128	255	1	0
slowcast	ThunderstormCast	0	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	8	128	128	255	1	0
icesummon	ChillBloodPuff_curse	0	14	all	1	1	0	0	0	0	0	14	0	-14	-60	16	0	3	3	3	81	81	255	1	0
zomgwhyme	Charge	0	8	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	2	4	255	128	128	1	0
turbooooo	expansion\painwormcurse	100	10	all	1	1	0	1	1	0	0	0	0	0	0	8	0	3	2	4	255	178	0	1	0
littletwinkles	Expansion\oak_sage_Aura	100	11	all	1	1	0	0	0	0	0	14	0	-14	-60	6	0	3	3	5	255	128	0	1	0
littleflame	Expansion\volcano_Fire	100	29	all	0	1	0	0	1	0	0	-50	-50	-50	-50	16	0	3	3	5	255	178	64	1	0
slowspellcast	extra\ShiversCast	100	9	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	3	4	0	0	255	1	0
slowspelloverlay	extra\ShiversOverlay	100	33	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	3	4	0	0	255	1	0
floatingskull	BaalDeathHead01	100	42	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	3	4	255	0	255	1	0
mushroomcloud	BaalDeathMushroom	100	101	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	3	7	81	81	255	1	0
bloodwytch	Pentacle	100	1	all	1	1	0	1	1	0	0	0	0	0	0	8	0	5	2	5	255	0	0	1	0
smashauthority	expansion\firesentry_explode	100	26	all	1	1	0	1	1	0	0	0	0	0	0	8	0	3	2	5	255	0	0	1	0
darkwytch	expansion\nehlithakglow	100	16	all	1	1	0	1	1	0	0	0	0	0	0	8	0	3	2	5	0	0	255	1	0
dramaoverlay	extra\GreaterMummyCast	100	16	all	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	4	255	0	0	1	0
superlightning	expansion\BaalTeleport	100	20	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	2	4	0	0	255	1	0
supercold	expansion\IceCaveQuest_Magic	100	31	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	2	4	81	81	255	1	0
