#code	name	class	tab	row	col	image
982	Spiral Dance	-1	0	0	0	0
983	Path of Flames	-1	0	0	0	0
984	Body of the Savior	-1	0	0	0	0
985	Iceburst	-1	1	2	1	80
986		-1				
987		-1				
988		-1				
989		-1				
990	Meteor Shower	-1	0	0	0	0
991		-1				
992		-1				
993	Shower of Rocks	-1	1	4	1	6
994	Blindside	-1	0	0	0	0
995		-1				
996	Sky Siege	-1	0	0	0	0
997	Cold Fear	-1	0	0	0	0
998	Frozen Soul	-1	0	0	0	0
999	Lightning Wall	-1	0	0	0	0
1000	Searing Orb	-1	0	0	0	0
1001	Disintegrate	-1	0	0	0	0
1002	Venomous Spirit	-1	0	0	0	0
1003	Inner Fire	-1	0	0	0	0
1004	Disco Inferno	-1	0	0	0	0
1005	Death Ray	-1	0	0	0	0
1006		-1				
1007		-1				
1008	Rune of Ice	-1	0	0	0	0
1009		-1				
1010	Hawk Talons	-1	0	0	0	0
1011	Spiral Dance	-1	0	0	0	0
1012	Whirlpool	-1	0	0	0	0
1013	Mark of the Wild	-1	0	0	0	11
1014	Call Leprechaun	-1	0	0	0	0
1015	Thrill of the Hunt	-1	0	0	0	0
1016	Dominate	-1	0	0	0	0
1017	Quill Spike	-1	0	0	0	0
1018	Charm	-1	0	0	0	0
1019		-1				
1020		-1				
1021	Summon Darklings	-1	0	0	0	0
1022	Exploding Totem	-1	0	0	0	0
1023	Mark of the Wild	-1	0	0	0	14
1024	Phoenix Wave	-1	0	0	0	0
1025	Splitfire	-1	0	0	0	0
1026	Stormfront	-1	0	0	0	0
1027	Static Spike	-1	0	0	0	0
1028	Avalanche	-1	0	0	0	0
1029	Churel	-1	0	0	0	0
1030	Devouring Cloud	-1	0	0	0	0
1031	Emerald Prison	-1	0	0	0	0
1032	Time Wave	-1	0	0	0	0
1033	Slicer Blade	-1	0	0	0	0
1034		-1				
1035		-1				
1036		-1				
1037	Psicrown	-1	0	0	0	0
1038		-1				
1039		-1				
1040		-1				
1041		-1				
1042		-1				
1043		-1				
1044		-1				
1045		-1				
1046		-1				
1047	Wyrmshot	-1	0	0	0	0
1048		-1				
1049	\red;Ultimative\blue;	-1	0	0	0	0
1050		-1				
1051		-1				
1052	Summon Veil Kings	-1	0	0	0	0
1053		-1				
1054		-1				
1055		-1				
1056		-1				
1057		-1				
1058		-1				
1059		-1				
1060		-1				
1061		-1				
1062		-1				
1063		-1				
1064		-1				
1065		-1				
1066		-1				
1067		-1				
1068		-1				
1069		-1				
1070		-1				
1071		-1				
1072		-1				
1073		-1				
1074		-1				
1075		-1				
1076		-1				
1077		-1				
1078		-1				
1079		-1				
1080		-1				
1081		-1				
1082		-1				
1083		-1				
1084		-1				
1085		-1				
1086		-1				
1087		-1				
1088	Sky Siege	-1	0	0	0	0
1089		-1				
1090		-1				
1091		-1				
1092		-1				
1093		-1				
1094		-1				
1095		-1				
1096		-1				
1097		-1				
1098		-1				
1099		-1				
1100		-1				
1101		-1				
1102		-1				
1103		-1				
1104		-1				
1105	Broadside	-1	1	5	2	38
1106		-1				
1107		-1				
1108		-1				
1109		-1				
1110		-1				
1111		-1				
1112		-1				
1113		-1				
1114		-1				
1115		-1				
1116		-1				
1117		-1				
1118		-1				
1119		-1				
1120		-1				
1121		-1				
1122		-1				
1123		-1				
1124		-1				
1125		-1				
1126		-1				
1127		-1				
1128		-1				
1129		-1				
1130		-1				
1131		-1				
1132		-1				
1133		-1				
1134		-1				
1135		-1				
1136		-1				
1137		-1				
1138		-1				
1139	Level Challenge 0 Quest Skill	-1	0	0	0	24
1140		-1				
1141		-1				
1142		-1				
1143		-1				
1144		-1				
1145		-1				
1146		-1				
1147	Holybolt	-1	0	0	0	27
1148	Arcane Blast	-1	0	0	0	25
1149	Iron Shield	-1	0	0	0	26
1150		-1				
1151		-1				
1152		-1				
1153		-1				
1154		-1				
1155		-1				
1156	Demon Blood	-1	0	0	0	0
1157	Pounce	-1	0	0	0	28
1158	Liche Form	-1	0	0	0	0
1159	Darker Summoning	-1	0	0	0	29
1160		-1				
1161		-1				
1162		-1				
1163		-1				
1164		-1				
1165		-1				
1166		-1				
1167		-1				
1168		-1				
1169		-1				
1170		-1				
1171		-1				
1172		-1				
1173		-1				
1174		-1				
1175		-1				
1176		-1				
1177		-1				
1178		-1				
1179		-1				
1180		-1				
1181		-1				
1182	Mage Rage	-1	0	0	0	30
1183		-1				
1184		-1				
1185		-1				
1186		-1				
1187		-1				
1188		-1				
1189		-1				
1190		-1				
1191		-1				
1192	Ring of Light	-1	0	0	0	0
1193	Winter Avatar	-1	0	0	0	0
1194		-1				
1195		-1				
1196	Unshield Aura	-1	0	0	0	0
1197		-1				
1198		-1				
1199		-1				
1200		-1				
1201		-1				
1202		-1				
1203		-1				
1204		-1				
1205		-1				
1206		-1				
1207		-1				
1208	Ring of Light	-1	0	0	0	0
1209		-1				
1210		-1				
1211		-1				
1212		-1				
1213		-1				
1214		-1				
1215	Inner Fire	-1	0	0	0	0
1216		-1				
1217		-1				
1218	Liche Form	-1	0	0	0	0
1219		-1				
1220		-1				
1221	Teleport	-1	0	0	0	31
1222		-1				
1223		-1				
1224		-1				
1225		-1				
1226		-1				
1227		-1				
1228	Razor Spines	-1	0	0	0	0
1229		-1				
1230		-1				
1231		-1				
1232		-1				
1233		-1				
1234		-1				
1235		-1				
1236		-1				
1237		-1				
1238		-1				
1239		-1				
1240		-1				
1241		-1				
1242		-1				
1243		-1				
1244		-1				
1245		-1				
1246		-1				
1247	Thundercrack	0	2	1	2	76
1248	Stormcall	0	2	2	2	78
1249	Hammer of Zerae	0	2	3	2	80
1250	Asterism	0	2	4	2	82
1251	Magnetic Field	0	2	5	2	84
1252	Obliteration	6	2	1	2	98
1253	Noctule	6	1	5	1	100
1254	Shadow Dancer	6	1	3	1	104
1255	Backstab	6	1	1	3	102
1256	Windform	4	1	5	2	82
1257	Daedalus	4	1	4	2	84
1258	Deathgaze	4	1	3	2	86
1259	Iron Spiral	4	1	2	2	78
1260	Iceburst	4	1	2	1	80
1261	Werewolf Form	5	1	1	3	112
1262	Mana Pulse	5	1	2	3	114
1263	Harbinger	5	1	3	3	116
1264	Twisted Claw	5	1	5	3	118
1265	Feed the Pack	5	1	4	3	120
1266	Boneyard	2	2	1	1	116
1267	Funeral Pyre	2	2	2	1	118
1268	Rotting Flesh	2	2	3	1	114
1269	Nightwalker	2	2	4	1	120
1270		-1				
1271	Vessel of Retribution	3	1	1	2	90
1272	Euphoria	3	2	2	2	94
1273	Life and Death	3	2	3	2	88
1274	Demiurge	3	2	4	2	96
1275	Hoplite	3	1	5	2	92
1276	Immersion	1	2	1	2	124
1277	Wraithsword	1	2	2	3	120
1278	Fusillade	1	2	3	3	118
1279	Summon Blade Spirits	1	2	4	3	126
1280	Antimass	1	2	5	2	122
1281		-1				
1282	Inner Fire	-1	0	0	0	0
1283		-1				
1284	Bladestorm	-1	0	0	0	0
1285		-1				
1286		-1				
1287		-1				
1288		-1				
1289		-1				
1290		-1				
1291		-1				
1292		-1				
1293		-1				
1294		-1				
1295		-1				
1296		-1				
1297		-1				
1298		-1				
1299		-1				
1300		-1				
1301		-1				
1302		-1				
1303		-1				
1304		-1				
1305		-1				
1306		-1				
