#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	type	sockettype	class
267	War Scepter (3)		2	3	1		13	0	140			31	44					invwsp	0	scep,tier	1	-1
35@	Short Spear (Sacred)		1	3	1	1	30	0	462			75	84			115	133	invssp	0	qjvn	1	-1
3@6	Backsword (6)		1	3	1		26	360	0			59	70					inv9sbu	0	bswd,tier	1	4
29@	Flail (Sacred)		2	3	1		30	486	0			86	102					invfla	0	qmac	1	-1
268	Javelin (3)		1	3	1	1	9	0	25			14	17			15	21	invjav	0	jave,tier	1	-1
!79	Spirit Edge (3)		1	3	1		15	0	148			20	36					inv9blu	0	nknf,tier	1	2
493	Gnarled Staff (6)		1	4	1		25	0	126		1			64	78			invcst	0	staf,tier	1	-1
61@	Short Bow (Sacred)		2	3	1		30	0	402		1			106	109			invsbw	0	qbow	1	-1
5@4	Recurve Bow (4)		2	3	1		20	322	0		1			80	108			invswbu	0	dbow,tier	1	5
382	Bastard Sword (5)		1	4	1		21	309	0	1	1	52	62	92	98			invbsw	0	2hsd,tier	1	-1
1@3	Maple Bow (5)		2	3	1		22	355	0		1			85	110			inv8s8u	0	dbow,tier	1	5
161	Hunter's Bow (1)		2	3	1		0	0	27		1			6	9			invhbw	0	bow,tier	1	-1
120	Broad Axe (1)		2	3	1		1	39	0		1			16	21			invbrx	0	2hax,tier	1	-1
j43	Scissors Katar (2)		1	3	1		10	0	100			26	31					invskr		h2h,tier	1	6
442	Saber (6)		1	3	1		25	265	0			46	53					invsbr	0	swor,tier	1	-1
!70	Hexblade (1)		1	3	1		2	0	27			8	11					invkrsu	0	nknf,tier	1	2
j26	Scissors Katar (1)		1	3	1		6	0	68			20	24					invskr		h2h,tier	1	6
87@	Maiden Spear (Sacred)		2	4	1		30	346	360		1			120	139			invam3		qasp	1	0
92@	Hatchet Hands (Sacred)		1	3	1		30	0	345			78	81					invaxf		qh2h	1	6
9@8	Bonebreaker (2)		1	3	1		6	54	0			16	22					invspcu	0	pclb,tier	1	3
164	Short Battle Bow (1)		2	3	1		2	0	63		1			17	25			invsbb	0	bow,tier	1	-1
j10	Eagle Orb (1)		1	2	1		0	0	0			8	10					invob1		orb,tier	1	1
430	Scythe (5)		2	4	1		21	229	229		1			34	104			invscy	0	scyh,tier	1	-1
j37	Katar (2)		1	3	1		5	0	0			10	12					invktr		h2h,tier	1	6
236	Short Sword (3)		1	3	1		9	25	0			17	18					invssd	0	swor,tier	1	-1
6@5	Spatha (Sacred)		1	3	1		30	500	0			92	96					invscmu	0	sbsd	1	4
290	Battle Staff (3)		1	4	1		12	0	58		1			38	49			invbst	0	staf,tier	1	-1
!55	Labrys (Sacred)		2	4	1		30	706	0		1			179	182			invgaxu	0	s2hx	1	4
!85	Holy Lance (2)		2	4	1		6	58	0		1			15	38			invtriu	0	pspe,tier	1	3
l75	Repeating Crossbow (6)		2	3	1		28	570	0		1			123	169			invrxb		xbow,tier	1	-1
168	Short Sword (2)		1	3	1		5	11	0			12	13					invssd	0	swor,tier	1	-1
94@	Claws (Sacred)		1	3	1		30	0	353			84	88					invclw		qh2h	1	6
l54	Heavy Crossbow (1)		2	4	1		4	91	0		1			30	44			invhxb		xbow,tier	1	-1
8@9	Goedendag (3)		1	3	1		12	115	0			27	38					inv7mas	0	pmac,tier	1	3
l67	Repeating Crossbow (4)		2	3	1		19	299	0		1			82	115			invrxb		xbow,tier	1	-1
l43	War Hammer (4)		2	3	1		16	186	0			28	40					invwhm		hamm,tier	1	-1
65@	Short Battle Bow (Sacred)		2	3	1		30	0	492		1			126	139			invsbb	0	qbow	1	-1
7@F	Trebuchet (Sacred)		2	3	1		30	262	0		1			160	169			inv8mxu		snxb	1	2
257	Battle Axe (3)		2	3	1		12	133	0		1			44	58			invbtx	0	2hax,tier	1	-1
360	Bardiche (4)		2	4	1		13	84	42		1			28	34			invbar	0	pole,tier	1	-1
!95	Tepoztopilli (5)		2	4	1		25	464	0		1			63	108			inv9bru	0	pspe,tier	1	3
163	Composite Bow (1)		2	3	1		2	0	51		1			13	20			invcbw	0	bow,tier	1	-1
344	Spetum (4)		2	4	1		17	145	197		1			38	85			invspt	0	spea,tier	1	-1
127	Morning Star (1)		1	3	1		3	48	0			14	24					invmst	0	mace,tier	1	-1
j24	Claws (1)		1	3	1		3	0	48			16	19					invclw		h2h,tier	1	6
1@7	Ida (6)		2	3	1		27	421	0			67	79					invbsdu	0	bswd,tier	1	4
!94	Tepoztopilli (4)		2	4	1		20	334	0		1			50	90			inv9bru	0	pspe,tier	1	3
497	Voulge (6)		2	4	1		25	248	79		1			42	88			invvou	0	pole,tier	1	-1
j12	Smoked Sphere (1)		1	2	1		2	0	15			10	13					invob3		orb,tier	1	1
!66	Marrow Staff (4)		2	4	1		20	114	0		1			40	52			inv8wsu	0	nstf,tier	1	2
4@9	Bonebreaker (6)		1	3	1		25	269	0			44	56					invspcu	0	pclb,tier	1	3
325	Battle Axe (4)		2	3	1		16	189	0		1			58	74			invbtx	0	2hax,tier	1	-1
9@9	Goedendag (4)		1	3	1		17	169	0			36	48					inv7mas	0	pmac,tier	1	3
j97	Smoked Sphere (6)		1	2	1		25	0	167			35	42					invob3		orb,tier	1	1
j99	Jared's Stone (6)		1	3	1		27	0	212			44	56					invob5		orb,tier	1	1
l74	Heavy Crossbow (6)		2	4	1		27	514	0		1			130	168			invhxb		xbow,tier	1	-1
7@A	Angel Star (4)		1	3	1		18	208	0			41	58					invmstu	0	pmac,tier	1	3
o21	Scissors Katar (6)		1	3	1		28	0	384			62	73					invskr		h2h,tier	1	6
447	Two-Handed Sword (6)		1	4	1		23	212	0	1	1	34	39	50	54			inv2hs	0	2hsd,tier	1	-1
j73	Hatchet Hands (4)		1	3	1		16	0	106			28	32					invaxf		h2h,tier	1	6
2@8	Kriegsmesser (2)		2	3	1		11	141	0			32	40					inv9lsu	0	bswd,tier	1	4
157	Voulge (1)		2	4	1		1	33	5		1			8	24			invvou	0	pole,tier	1	-1
259	Giant Axe (3)		2	3	1		14	209	0		1			65	85			invgix	0	2hax,tier	1	-1
9@4	Spatha (1)		1	3	1		2	41	0			13	16					invscmu	0	bswd,tier	1	4
j74	Cestus (4)		1	3	1		16	0	129			32	38					invaxf		h2h,tier	1	6
l30	Wand (6)		1	2	1		23	0	26			23	27					invwnd		wand,tier	1	2
09@	Claymore (Sacred)		1	4	1		30	450	0	1	1	79	82	120	122			invclm	0	s2hd	1	-1
05@	Broad Sword (Sacred)		2	3	1		30	488	0			87	92					invbsd	0	qswd	1	-1
333	Scepter (4)		1	3	1		13	0	81			21	24					invscp	0	scep,tier	1	-1
o18	Cestus (6)		1	3	1		26	0	255			46	54					invaxf		h2h,tier	1	6
480	Spetum (6)		2	4	1		26	288	382		1			57	124			invspt	0	spea,tier	1	-1
l19	Yew Wand (3)		1	2	1		10	0	16			15	20					invywn		wand,tier	1	2
34@	Pilum (Sacred)		1	3	1	1	30	0	428			73	78			110	122	invpil	0	qjvn	1	-1
6@2	Maple Bow (1)		2	3	1		3	84	0		1			22	32			inv8s8u	0	dbow,tier	1	5
55@	Battle Staff (Sacred)		1	4	1		30	0	234		1			121	131			invbst	0	qstf	1	-1
!10	Raptor Scythe (3)		2	4	1		9	27	0		1			22	30			inv9s8u	0	nscy,tier	1	2
!83	Spirit Edge (Sacred)		1	3	1		30	0	537			64	113					inv9blu	0	snkf	1	2
291	War Staff (3)		2	4	1		14	0	73		1			42	56			invwst	0	staf,tier	1	-1
j47	Clasped Orb (3)		1	2	1		12	0	22			22	27					invob4		orb,tier	1	1
j71	Katar (4)		1	3	1		14	0	35			20	22					invktr		h2h,tier	1	6
182	Hand Axe (2)		1	3	1		4	11	0			10	14					invhax	0	axe,tier	1	-1
!78	Spirit Edge (2)		1	3	1		10	0	101			15	26					inv9blu	0	nknf,tier	1	2
4@D	Needle Crossbow (Sacred)		2	3	1		30	244	0		1			136	138			invlxbu		snxb	1	2
247	Flamberge (3)		2	4	1		13	186	0	1	1	38	46	71	75			invflb	0	2hsd,tier	1	-1
438	Short War Bow (5)		2	3	1		23	0	355		1			82	112			invswb	0	bow,tier	1	-1
323	Large Axe (4)		2	3	1		14	86	0		1			31	36			invlax	0	2hax,tier	1	-1
385	Crystal Sword (5)		2	3	1		24	0	309			38	44					invcrs	0	crsd,tier	1	-1
217	Throwing Axe (2)		1	2	1	1	4	30	0			10	12			8	10	invtax	0	taxe,tier	1	-1
308	Broad Sword (4)		2	3	1		17	192	0			41	48					invbsd	0	swor,tier	1	-1
j17	Maiden Spear (1)		2	4	1		3	33	67		1			12	31			invam3		aspe,tier	1	0
289	Gnarled Staff (3)		1	4	1		11	0	42		1			32	40			invcst	0	staf,tier	1	-1
6@A	Angel Star (3)		1	3	1		13	144	0			31	46					invmstu	0	pmac,tier	1	3
453	Crystal Sword (6)		2	3	1		28	0	427			45	52					invcrs	0	crsd,tier	1	-1
272	Throwing Spear (3)		1	4	1	1	14	0	175			25	42			38	72	invtsp	0	jave,tier	1	-1
214	Throwing Knife (2)		1	2	1	1	4	0	30			11	12			10	10	invtkn	0	tkni,tier	1	-1
5@9	Bonebreaker (Sacred)		1	3	1		30	544	0			92	94					invspcu	0	spcb	1	3
j65	Jared's Stone (4)		1	3	1		19	0	103			30	39					invob5		orb,tier	1	1
294	Scythe (3)		2	4	1		12	113	113		1			20	66			invscy	0	scyh,tier	1	-1
279	Dirk (3)		1	2	1		11	0	69			18	20					invdir	0	knif,tier	1	-1
347	Dirk (4)		1	2	1		15	0	103			24	26					invdir	0	knif,tier	1	-1
472	Javelin (6)		1	3	1	1	23	0	104			26	30			40	49	invjav	0	jave,tier	1	-1
295	Halberd (3)		2	4	1		14	142	44		1			19	84			invhal	0	pole,tier	1	-1
410	Trident (5)		2	4	1		20	126	163		1			40	66			invtri	0	spea,tier	1	-1
7@2	Maple Bow (2)		2	3	1		8	125	0		1			36	49			inv8s8u	0	dbow,tier	1	5
gpm	Choking Gas Potion		1	1	1	1	16	0	0				1					invgpm	0	tpot	1	-1
75@	Great Maul (Sacred)		2	3	1		30	648	0		1			126	148			invgma		qham,ct2w	1	-1
343	Brandistock (4)		2	4	1		16	116	155		1			34	70			invbrn	0	spea,tier	1	-1
!58	Flamen Staff (3)		1	4	1		12	46	0		1			26	34			invcstu	0	dstf,tier	1	5
16@	Axe (Sacred)		2	3	1		30	432	0			78	86					invaxe	0	qaxe	1	-1
181	Crystal Sword (2)		2	3	1		10	0	109			18	21					invcrs	0	crsd,tier	1	-1
l12	Bone Wand (1)		1	2	1		2	0	9			10	14					invbwn		wand,tier	1	2
48@	Flying Knife (Sacred)		1	2	1	1	30	0	473			76	78			118	122	invtkn	0	qtkn	1	-1
j18	Maiden Pike (1)		2	4	1		5	43	87		1			14	37			invam4		aspe,tier	1	0
!43	Valaska (2)		2	3	1		8	130	0		1			46	62			invbtxu	0	2hbx,tier	1	4
327	Giant Axe (4)		2	3	1		19	293	0		1			82	107			invgix	0	2hax,tier	1	-1
386	Hand Axe (5)		1	3	1		18	70	0			26	32					invhax	0	axe,tier	1	-1
115	Axe (1)		2	3	1		1	31	0			11	15					invaxe	0	axe,tier	1	-1
40@	Brandistock (Sacred)		2	4	1		30	430	460		1			111	136			invbrn	0	qspe	1	-1
277	Pike (3)		2	4	1		14	122	169		1			30	77			invpik	0	spea,tier	1	-1
4@C	Hand of God (5)		2	3	1		24	604	0		1			93	108			inv9gmu		pham,tier	1	3
j19	Maiden Javelin (1)		1	3	1	1	5	43	87			13	22			14	32	invam5		ajav,tier	1	0
239	Falchion (3)		1	3	1		12	113	0			28	34					invflc	0	swor,tier	1	-1
381	Giant Sword (5)		1	4	1		20	256	0	1	1	44	52	76	80			invgis	0	2hsd,tier	1	-1
240	Broad Sword (3)		2	3	1		12	135	0			32	38					invbsd	0	swor,tier	1	-1
124	Club (1)		1	3	1		0	0	0			8	10					invclb	0	mace,tier	1	-1
7@E	Stinger Crossbow (5)		2	3	1		24	260	0		1			116	138			invmxbu		nxbw,tier	1	2
7@4	Recurve Bow (6)		2	3	1		29	613	0		1			120	158			invswbu	0	dbow,tier	1	5
o11	Reflex Bow (6)		2	4	1		28	0	570		1			93	128			invam2		abow,tier	1	0
288	Long Staff (3)		1	4	1		10	0	27		1			26	31			invlst	0	staf,tier	1	-1
436	Short Battle Bow (5)		2	3	1		21	0	276		1			67	89			invsbb	0	bow,tier	1	-1
l38	Maul (2)		2	4	1		8	136	0		1			32	42			invmau		hamm,tier	1	-1
307	Falchion (4)		1	3	1		16	162	0			36	42					invflc	0	swor,tier	1	-1
j95	Eagle Orb (6)		1	2	1		22	0	104			25	27					invob1		orb,tier	1	1
!06	Naginata (6)		2	4	1		28	0	382		1			156	160			invwsc	0	nagi,tier	1	6
137	Spear (1)		2	4	1		0	0	0		1			9	19			invspr	0	spea,tier	1	-1
j20	Katar (1)		1	3	1		0	0	0			8	11					invktr		h2h,tier	1	6
26@	Spiked Club (Sacred)		1	3	1		30	419	0			76	83					invspc	0	qmac	1	-1
1@6	Backsword (4)		1	3	1		17	183	0			41	48					inv9sbu	0	bswd,tier	1	4
2@C	Hand of God (3)		2	3	1		15	312	0		1			60	71			inv9gmu		pham,tier	1	3
297	Hunter's Bow (3)		2	3	1		10	0	73		1			20	26			invhbw	0	bow,tier	1	-1
opm	Exploding Potion		1	1	1	1	12	0	0				1					invopm	0	tpot	1	-1
!59	Flamen Staff (4)		1	4	1		17	68	0		1			36	44			invcstu	0	dstf,tier	1	5
196	Flail (2)		2	3	1		10	91	0			24	38					invfla	0	mace,tier	1	-1
427	War Staff (5)		2	4	1		23	0	146		1			68	88			invwst	0	staf,tier	1	-1
266	Grand Scepter (3)		1	3	1		11	0	96			24	32					invgsc	0	scep,tier	1	-1
66@	Long Battle Bow (Sacred)		2	4	1		30	0	514		1			132	147			invlbb	0	qbow	1	-1
3@F	Trebuchet (3)		2	3	1		15	149	0		1			68	89			inv8mxu		nxbw,tier	1	2
72@	Grim Wand (Sacred)		1	2	1		30	0	172			77	88					invgwn		qwnd	1	2
116	Double Axe (1)		2	3	1		2	49	0			14	22					inv2ax	0	axe,tier	1	-1
64@	Composite Bow (Sacred)		2	3	1		30	0	470		1			122	132			invcbw	0	qbow	1	-1
471	War Scepter (6)		2	3	1		27	0	387			57	81					invwsp	0	scep,tier	1	-1
l33	Grim Wand (6)		1	2	1		27	0	92			39	61					invgwn		wand,tier	1	2
179	Flamberge (2)		2	4	1		8	130	0	1	1	28	36	54	57			invflb	0	2hsd,tier	1	-1
!74	Hexblade (5)		1	3	1		22	0	163			22	40					invkrsu	0	nknf,tier	1	2
!80	Spirit Edge (4)		1	3	1		20	0	211			26	46					inv9blu	0	nknf,tier	1	2
85@	Stag Bow (Sacred)		2	4	1		30	0	365		1			126	139			invam1		qabw	1	0
399	Morning Star (5)		1	3	1		22	226	0			42	66					invmst	0	mace,tier	1	-1
451	Flamberge (6)		2	4	1		27	499	0	1	1	70	84	130	138			invflb	0	2hsd,tier	1	-1
41@	Spetum (Sacred)		2	4	1		30	453	492		1			113	147			invspt	0	qspe	1	-1
280	Kriss (3)		1	3	1		12	0	102			22	24					invkrs	0	knif,tier	1	-1
!48	Valaska (Sacred)		2	3	1		30	578	0		1			168	176			invbtxu	0	s2hx	1	4
2@7	Ida (Sacred)		2	3	1		30	552	0			100	106					invbsdu	0	sbsd	1	4
2@5	Spatha (3)		1	3	1		11	102	0			27	32					invscmu	0	bswd,tier	1	4
441	Scimitar (6)		1	3	1		24	212	0			40	45					invscm	0	swor,tier	1	-1
467	Morning Star (6)		1	3	1		26	315	0			50	77					invmst	0	mace,tier	1	-1
238	Saber (3)		1	3	1		11	91	0			25	28					invsbr	0	swor,tier	1	-1
6@D	Dart Thrower (2)		2	3	1		8	69	0		1			32	42			inv8lxu		nxbw,tier	1	2
204	Throwing Spear (2)		1	4	1	1	10	0	122			19	32			26	54	invtsp	0	jave,tier	1	-1
206	Trident (2)		2	4	1		6	34	49		1			16	29			invtri	0	spea,tier	1	-1
4@2	Serpent Bow (6)		2	4	1		26	431	0		1			90	114			inv8lbu	0	dbow,tier	1	5
l53	Crossbow (1)		2	3	1		2	66	0		1			18	27			invmxb		xbow,tier	1	-1
o16	Wrist Blade (6)		1	3	1		24	0	169			35	40					invktr		h2h,tier	1	6
!1!	Warp Blade (3)		2	3	1		16	0	102			31	55					inv9cru	0	scrd,tier	1	1
282	Throwing Knife (3)		1	2	1	1	9	0	51			15	16			17	19	invtkn	0	tkni,tier	1	-1
264	Flail (3)		2	3	1		14	133	0			30	49					invfla	0	mace,tier	1	-1
249	Crystal Sword (3)		2	3	1		15	0	157			25	28					invcrs	0	crsd,tier	1	-1
172	Broad Sword (2)		2	3	1		7	92	0			24	29					invbsd	0	swor,tier	1	-1
!39	Ono (5)		2	3	1		20	151	0		1			47	56			inv9btu	0	2hbx,tier	1	4
106	War Sword (1)		1	3	1		6	85	0			22	26					invwsd	0	swor,tier	1	-1
73@	War Hammer (Sacred)		2	3	1		30	356	0			77	86					invwhm		qham,ct1w	1	-1
l11	Yew Wand (1)		1	2	1		1	0	6			9	12					invywn		wand,tier	1	2
!44	Valaska (3)		2	3	1		13	188	0		1			62	82			invbtxu	0	2hbx,tier	1	4
51@	Balanced Axe (Sacred)		2	3	1	1	30	518	0			74	94			112	156	invbal	0	qtax	1	-1
314	Bastard Sword (4)		1	4	1		17	221	0	1	1	42	51	76	80			invbsw	0	2hsd,tier	1	-1
500	Short Bow (6)		2	3	1		22	0	167		1			39	44			invsbw	0	bow,tier	1	-1
l25	Grim Wand (4)		1	2	1		19	0	47			27	43					invgwn		wand,tier	1	2
378	War Sword (5)		1	3	1		24	349	0			59	70					invwsd	0	swor,tier	1	-1
335	War Scepter (4)		2	3	1		17	0	199			39	57					invwsp	0	scep,tier	1	-1
l50	Maul (6)		2	4	1		26	532	0		1			79	102			invmau		hamm,tier	1	-1
l56	Light Crossbow (2)		2	3	1		6	66	0		1			22	29			invlxb		xbow,tier	1	-1
30@	Scepter (Sacred)		1	3	1		30	0	404			42	55					invscp	0	qscp	1	-1
117	Military Pick (1)		2	3	1		3	67	0			18	28					invmpi	0	axe,tier	1	-1
23@	Great Axe (Sacred)		2	4	1		30	526	0		1			137	152			invgax	0	s2ha	1	-1
260	Club (3)		1	3	1		9	25	0			16	20					invclb	0	mace,tier	1	-1
423	Short Staff (5)		1	3	1		18	0	35		1			36	40			invsst	0	staf,tier	1	-1
53@	Long Staff (Sacred)		1	4	1		30	0	203		1			112	116			invlst	0	qstf	1	-1
2@A	Goedendag (6)		1	3	1		26	339	0			52	70					inv7mas	0	pmac,tier	1	3
234	Short War Bow (2)		2	3	1		8	0	127		1			36	52			invswb	0	bow,tier	1	-1
!86	Holy Lance (3)		2	4	1		11	91	0		1			22	54			invtriu	0	pspe,tier	1	3
340	Throwing Spear (4)		1	4	1	1	19	0	246			31	52			51	94	invtsp	0	jave,tier	1	-1
349	Blade (4)		1	3	1		19	0	192			30	35					invbld	0	knif,tier	1	-1
j56	Hatchet Hands (3)		1	3	1		11	0	72			22	26					invaxf		h2h,tier	1	6
421	Throwing Axe (5)		1	2	1	1	18	116	0			22	24			32	36	invtax	0	taxe,tier	1	-1
63@	Long Bow (Sacred)		2	4	1		30	0	447		1			117	124			invlbw	0	qbow	1	-1
200	Javelin (2)		1	3	1	1	4	0	11			10	12			8	12	invjav	0	jave,tier	1	-1
j39	Hatchet Hands (2)		1	3	1		6	0	48			17	20					invaxf		h2h,tier	1	6
454	Hand Axe (6)		1	3	1		23	104	0			31	39					invhax	0	axe,tier	1	-1
483	Dirk (6)		1	2	1		25	0	212			36	39					invdir	0	knif,tier	1	-1
l73	Crossbow (6)		2	3	1		26	401	0		1			87	116			invmxb		xbow,tier	1	-1
122	Great Axe (1)		2	4	1		3	81	0		1			29	39			invgax	0	2hax,tier	1	-1
58@	Voulge (Sacred)		2	4	1		30	436	79		1			106	128			invvou	0	qpol	1	-1
68@	Long War Bow (Sacred)		2	4	1		30	0	559		1			139	158			invlwb	0	qbow	1	-1
!05	Naginata (5)		2	4	1		23	0	274		1			130	132			invwsc	0	nagi,tier	1	6
320	Double Axe (4)		2	3	1		16	162	0			35	52					inv2ax	0	axe,tier	1	-1
489	Throwing Axe (6)		1	2	1	1	22	167	0			26	28			40	46	invtax	0	taxe,tier	1	-1
j45	Sacred Globe (3)		1	2	1		10	0	27			16	18					invob2		orb,tier	1	1
133	Pilum (1)		1	3	1	1	1	0	29			10	13			6	14	invpil	0	jave,tier	1	-1
132	Javelin (1)		1	3	1	1	0	0	0			8	12			2	11	invjav	0	jave,tier	1	-1
485	Blade (6)		1	3	1		27	0	373			44	51					invbld	0	knif,tier	1	-1
486	Throwing Knife (6)		1	2	1	1	22	0	167			27	28			43	46	invtkn	0	tkni,tier	1	-1
336	Javelin (4)		1	3	1	1	13	0	44			18	21			24	30	invjav	0	jave,tier	1	-1
468	Flail (6)		2	3	1		27	369	0			56	89					invfla	0	mace,tier	1	-1
95@	Blade Talons (Sacred)		1	3	1		30	0	368			91	98					invclw		qh2h	1	6
9@6	Ida (5)		2	3	1		22	303	0			57	66					invbsdu	0	bswd,tier	1	4
433	Hunter's Bow (5)		2	3	1		19	0	156		1			40	48			invhbw	0	bow,tier	1	-1
362	Scythe (4)		2	4	1		16	162	162		1			27	84			invscy	0	scyh,tier	1	-1
!89	Holy Lance (6)		2	4	1		26	276	0		1			43	106			invtriu	0	pspe,tier	1	3
3@1	Compound Bow (3)		2	3	1		12	131	0		1			36	48			invcbwu	0	dbow,tier	1	5
6@E	Stinger Crossbow (4)		2	3	1		19	187	0		1			93	112			invmxbu		nxbw,tier	1	2
223	War Staff (2)		2	4	1		9	0	51		1			32	42			invwst	0	staf,tier	1	-1
!32	Hammerhead Axe (5)		2	3	1		26	383	0			68	81					invaxeu	0	baxe,tier	1	4
143	Dirk (1)		1	2	1		2	0	25			10	10					invdir	0	knif,tier	1	-1
123	Giant Axe (1)		2	3	1		5	102	0		1			34	46			invgix	0	2hax,tier	1	-1
507	Long War Bow (6)		2	4	1		28	0	543		1			107	147			invlwb	0	bow,tier	1	-1
488	Balanced Knife (6)		1	2	1	1	27	0	508			48	56			88	102	invbkf	0	tkni,tier	1	-1
!01	Naginata (1)		2	4	1		3	0	58		1			31	34			invwsc	0	nagi,tier	1	6
389	Military Pick (5)		2	3	1		22	289	0			51	77					invmpi	0	axe,tier	1	-1
482	Dagger (6)		1	2	1		22	0	104			31	33					invdgr	0	knif,tier	1	-1
1@@	War Axe (Sacred)		2	3	1		30	533	0			92	112					invwax	0	qaxe	1	-1
505	Long Battle Bow (6)		2	4	1		26	0	436		1			90	122			invlbb	0	bow,tier	1	-1
4@8	Kriegsmesser (4)		2	3	1		20	283	0			56	66					inv9lsu	0	bswd,tier	1	4
221	Gnarled Staff (2)		1	4	1		7	0	28		1			24	29			invcst	0	staf,tier	1	-1
!07	Naginata (Sacred)		2	4	1		30	0	558		1			168	200			invwsc	0	snag	1	6
j77	Scissors Katar (4)		1	3	1		20	0	200			43	52					invskr		h2h,tier	1	6
32@	War Scepter (Sacred)		2	3	1		30	0	494			60	86					invwsp	0	qscp	1	-1
306	Saber (4)		1	3	1		16	133	0			32	36					invsbr	0	swor,tier	1	-1
02@	Scimitar (Sacred)		1	3	1		30	421	0			77	80					invscm	0	qswd	1	-1
28@	Morning Star (Sacred)		1	3	1		30	464	0			82	96					invmst	0	qmac	1	-1
481	Pike (6)		2	4	1		27	342	458		1			42	163			invpik	0	spea,tier	1	-1
5@8	Kriegsmesser (5)		2	3	1		25	394	0			67	80					inv9lsu	0	bswd,tier	1	4
167	Long War Bow (1)		2	4	1		5	0	99		1			26	40			invlwb	0	bow,tier	1	-1
464	Club (6)		1	3	1		23	104	0			31	38					invclb	0	mace,tier	1	-1
384	Great Sword (5)		2	4	1		24	415	0	1	1	64	78	122	129			invgsd	0	2hsd,tier	1	-1
15@	Hand Axe (Sacred)		1	3	1		30	376	0			74	77					invhax	0	qaxe	1	-1
!09	Raptor Scythe (2)		2	4	1		4	12	0		1			14	22			inv9s8u	0	nscy,tier	1	2
j51	Maiden Spear (3)		2	4	1		12	72	145		1			26	58			invam3		aspe,tier	1	0
1@2	Serpent Bow (3)		2	4	1		12	155	0		1			44	58			inv8lbu	0	dbow,tier	1	5
j80	Smoked Sphere (5)		1	2	1		21	0	116			29	36					invob3		orb,tier	1	1
2@2	Serpent Bow (4)		2	4	1		17	222	0		1			59	76			inv8lbu	0	dbow,tier	1	5
o13	Maiden Pike (6)		2	4	1		27	241	483		1			37	142			invam4		aspe,tier	1	0
318	Hand Axe (4)		1	3	1		14	44	0			21	26					invhax	0	axe,tier	1	-1
3@E	Stinger Crossbow (1)		2	3	1		4	63	0		1			33	43			invmxbu		nxbw,tier	1	2
!31	Hammerhead Axe (4)		2	3	1		21	276	0			56	67					invaxeu	0	baxe,tier	1	4
369	Long Battle Bow (4)		2	4	1		17	0	226		1			60	82			invlbb	0	bow,tier	1	-1
2@4	Recurve Bow (1)		2	3	1		6	111	0		1			28	42			invswbu	0	dbow,tier	1	5
101	Scimitar (1)		1	3	1		1	25	0			10	12					invscm	0	swor,tier	1	-1
!92	Tepoztopilli (2)		2	4	1		11	165	0		1			27	53			inv9bru	0	pspe,tier	1	3
3@9	Bonebreaker (5)		1	3	1		20	189	0			38	46					invspcu	0	pclb,tier	1	3
274	Trident (3)		2	4	1		10	56	76		1			24	41			invtri	0	spea,tier	1	-1
299	Composite Bow (3)		2	3	1		11	0	116		1			32	45			invcbw	0	bow,tier	1	-1
01@	Short Sword (Sacred)		1	3	1		30	376	0			74	76					invssd	0	qswd	1	-1
24@	Giant Axe (Sacred)		2	3	1		30	565	0		1			138	168			invgix	0	s2ha	1	-1
2@1	Compound Bow (2)		2	3	1		7	89	0		1			25	33			invcbwu	0	dbow,tier	1	5
207	Brandistock (2)		2	4	1		7	51	72		1			18	40			invbrn	0	spea,tier	1	-1
458	War Axe (6)		2	3	1		27	481	0			70	108					invwax	0	axe,tier	1	-1
476	Throwing Spear (6)		1	4	1	1	27	0	472			44	74			79	141	invtsp	0	jave,tier	1	-1
8@7	Bronze Sword (6)		2	3	1		27	482	0			74	89					invlsdu	0	bswd,tier	1	4
!33	Hammerhead Axe (6)		2	3	1		30	529	0			82	98					invaxeu	0	baxe,tier	1	4
6@9	Goedendag (1)		1	3	1		3	46	0			14	20					inv7mas	0	pmac,tier	1	3
502	Long Bow (6)		2	4	1		25	0	274		1			60	75			invlbw	0	bow,tier	1	-1
284	Balanced Knife (3)		1	2	1	1	13	0	189			28	31			44	51	invbkf	0	tkni,tier	1	-1
352	Balanced Knife (4)		1	2	1	1	17	0	266			34	39			58	68	invbkf	0	tkni,tier	1	-1
j89	Wrist Blade (5)		1	3	1		19	0	119			29	34					invktr		h2h,tier	1	6
j50	Reflex Bow (3)		2	4	1		15	0	214		1			47	68			invam2		abow,tier	1	0
193	Spiked Club (2)		1	3	1		6	42	0			14	20					invspc	0	mace,tier	1	-1
286	Balanced Axe (3)		2	3	1	1	12	164	0			18	42			24	74	invbal	0	taxe,tier	1	-1
367	Composite Bow (4)		2	3	1		16	0	167		1			45	60			invcbw	0	bow,tier	1	-1
218	Balanced Axe (2)		2	3	1	1	7	114	0			13	33			14	55	invbal	0	taxe,tier	1	-1
!98	Warp Blade (1)		2	3	1		6	0	47			18	28					inv9cru	0	scrd,tier	1	1
351	Flying Knife (4)		1	2	1	1	16	0	172			26	30			42	48	invtkn	0	tkni,tier	1	-1
l51	Great Maul (6)		2	3	1		27	640	0		1			82	125			invgma		hamm,tier	1	-1
