#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
287	Short Staff (2)		1	3	1		8	0	8		1			8	9			invsst	0	0	15	staf,tier	1	-1
288	Long Staff (2)		1	4	1		10	0	19		1			10	12			invlst	0	0	15	staf,tier	1	-1
289	Gnarled Staff (2)		1	4	1		11	0	29		1			12	15			invcst	0	0	15	staf,tier	1	-1
28@	Morning Star (Sacred)		1	3	1		30	464	0			45	53					invmst	0	11	0	qmac	1	-1
290	Battle Staff (2)		1	4	1		12	0	41		1			14	19			invbst	0	0	15	staf,tier	1	-1
291	War Staff (2)		2	4	1		14	0	68		1			16	21			invwst	0	0	15	staf,tier	1	-1
292	Bardiche (2)		2	4	1		8	38	19		1			8	10			invbar	0	16	0	pole,tier	1	-1
293	Voulge (2)		2	4	1		11	59	25		1			8	17			invvou	0	16	0	pole,tier	1	-1
294	Scythe (2)		2	4	1		12	79	79		1			8	25			invscy	0	0	15	scyh,tier	1	-1
295	Halberd (2)		2	4	1		11	0	76		1			24	30			invhal	0	0	15	nagi,tier	1	6
296	Short Bow (2)		2	3	1		8	0	36		1			5	7			invsbw	0	0	11	bow,tier	1	-1
297	Hunter's Bow (2)		2	3	1		10	0	51		1			8	10			invhbw	0	0	11	bow,tier	1	-1
298	Long Bow (2)		2	4	1		11	0	67		1			10	14			invlbw	0	0	11	bow,tier	1	-1
299	Composite Bow (2)		2	3	1		11	0	81		1			12	17			invcbw	0	0	11	bow,tier	1	-1
29@	Flail (Sacred)		2	3	1		30	486	0			47	56					invfla	0	11	0	qmac	1	-1
2@3	Maple Bow (4)		2	3	1		26	0	492		1			0	0	1	1	inv8s8u	0	0	0	dbow,elrx	1	5
2@4	Recurve Bow (1)		2	3	1		6	0	111		1			9	14			invswbu	0	0	19	dbow,tier	1	5
2@5	Spatha (2)		1	3	1		11	71	0			11	12					invscmu	0	14	0	bswd,tier	1	4
2@6	Backsword (3)		1	3	1		21	181	0			25	29					inv9sbu	0	16	0	bswd,tier	1	4
2@7	Ida (Sacred)		2	3	1		30	552	0			50	53					invbsdu	0	14	0	sbsd	1	4
2@A	Goedendag (4)		1	3	1		26	339	0			29	39					inv7mas	0	14	0	pmac,tier	1	3
2@C	Hand of God (2)		2	3	1		15	109	0		1			27	32			inv9gmu		16	0	pham,tier	1	3
2@D	Needle Crossbow (3)		2	3	1		20	100	0		1			40	46			invlxbu		16	0	nxbw,tier	1	2
2@E	Dart Thrower (Sacred)		2	3	1		30	395	0		1			85	86			inv8lxu		16	0	snxb	1	2
300	Short Battle Bow (2)		2	3	1		12	0	97		1			0	0	1	1	invsbb	0	0	0	bow,elrx	1	-1
301	Long Battle Bow (2)		2	4	1		12	0	112		1			17	24			invlbb	0	0	11	bow,tier	1	-1
302	Short War Bow (2)		2	3	1		14	0	127		1			19	27			invswb	0	0	11	bow,tier	1	-1
303	Long War Bow (2)		2	4	1		15	0	143		1			20	29			invlwb	0	0	11	bow,tier	1	-1
30@	Scepter (Sacred)		1	3	1		30	0	404			29	34					invscp	0	0	11	qscp	1	-1
31@	Grand Scepter (Sacred)		1	3	1		30	0	449			36	40					invgsc	0	0	11	qscp	1	-1
32@	War Scepter (Sacred)		2	3	1		30	0	494			38	52					invwsp	0	0	11	qscp	1	-1
33@	Javelin (Sacred)		1	3	1	1	30	0	376			43	44			63	66	invjav	0	0	11	qjvn	1	-1
34@	Pilum (Sacred)		1	3	1	1	30	0	428			44	47			66	73	invpil	0	0	11	qjvn	1	-1
35@	Short Spear (Sacred)		1	3	1	1	30	0	462			45	50			69	80	invssp	0	0	11	qjvn	1	-1
36@	Glaive (Sacred)		1	4	1	1	30	0	496			46	54			72	86	invglv	0	0	11	qjvn	1	-1
372	Short Sword (3)		1	3	1		18	49	0			14	15					invssd	0	11	0	swor,tier	1	-1
373	Scimitar (3)		1	3	1		19	104	0			17	19					invscm	0	11	0	swor,tier	1	-1
374	Saber (3)		1	3	1		20	132	0			20	23					invsbr	0	11	0	swor,tier	1	-1
375	Falchion (3)		1	3	1		21	160	0			22	26					invflc	0	11	0	swor,tier	1	-1
376	Broad Sword (3)		2	3	1		22	188	0			25	29					invbsd	0	11	0	swor,tier	1	-1
377	Long Sword (3)		2	3	1		22	216	0			28	33					invlsd	0	11	0	swor,tier	1	-1
378	War Sword (3)		1	3	1		24	244	0			30	35					invwsd	0	11	0	swor,tier	1	-1
379	Two-Handed Sword (3)		1	4	1		18	104	0	1	1	14	16	21	22			inv2hs	0	16	0	2hsd,tier	1	-1
37@	Throwing Spear (Sacred)		1	4	1	1	30	0	530			48	56			74	94	invtsp	0	0	11	qjvn	1	-1
380	Claymore (3)		1	4	1		19	142	0	1	1	18	21	29	32			invclm	0	16	0	2hsd,tier	1	-1
381	Giant Sword (3)		1	4	1		20	179	0	1	1	22	26	38	40			invgis	0	16	0	2hsd,tier	1	-1
382	Bastard Sword (3)		1	4	1		21	216	0	1	1	26	31	46	49			invbsw	0	16	0	2hsd,tier	1	-1
383	Flamberge (3)		2	4	1		22	253	0	1	1	30	36	55	58			invflb	0	16	0	2hsd,tier	1	-1
384	Great Sword (3)		2	4	1		24	291	0	1	1	32	39	61	65			invgsd	0	16	0	2hsd,tier	1	-1
385	Crystal Sword (3)		2	3	1		24	0	216			0	0			1	1	invcrs	0	0	0	crsd,el1x	1	-1
386	Hand Axe (3)		1	3	1		18	49	0			13	16					invhax	0	11	0	axe,tier	1	-1
387	Axe (3)		2	3	1		20	118	0			17	24					invaxe	0	11	0	axe,tier	1	-1
388	Double Axe (3)		2	3	1		21	160	0			22	31					inv2ax	0	11	0	axe,tier	1	-1
389	Military Pick (3)		2	3	1		22	202	0			26	39					invmpi	0	11	0	axe,tier	1	-1
38@	Spear (Sacred)		2	4	1		30	376	376		1			53	57			invspr	0	0	15	qspe	1	-1
390	War Axe (3)		2	3	1		24	244	0			29	45					invwax	0	11	0	axe,tier	1	-1
391	Large Axe (3)		2	3	1		18	88	0		1			24	28			invlax	0	16	0	2hax,tier	1	-1
392	Broad Axe (3)		2	3	1		20	137	0		1			34	41			invbrx	0	16	0	2hax,tier	1	-1
393	Battle Axe (3)		2	3	1		21	186	0		1			0	0	1	1	invbtx	0	0	0	2hax,el2x	1	-1
394	Great Axe (3)		2	4	1		22	235	0		1			53	68			invgax	0	16	0	2hax,tier	1	-1
395	Giant Axe (3)		2	3	1		24	284	0		1			60	79			invgix	0	16	0	2hax,tier	1	-1
396	Club (3)		1	3	1		18	49	0			14	17					invclb	0	11	0	mace,tier	1	-1
397	Spiked Club (3)		1	3	1		20	102	0			18	23					invspc	0	11	0	mace,tier	1	-1
398	Mace (3)		1	3	1		21	130	0			20	30					invmac	0	11	0	mace,tier	1	-1
399	Morning Star (3)		1	3	1		22	158	0			23	36					invmst	0	11	0	mace,tier	1	-1
39@	Trident (Sacred)		2	4	1		30	408	428		1			54	62			invtri	0	0	15	qspe	1	-1
3@1	Compound Bow (2)		2	3	1		12	0	92		1			14	18			invcbwu	0	0	15	dbow,tier	1	5
3@2	Serpent Bow (3)		2	4	1		21	0	218		1			38	48			inv8lbu	0	0	19	dbow,tier	1	5
3@3	Maple Bow (Sacred)		2	3	1		30	0	600		1			0	0	1	1	inv8s8u	0	0	0	sdbw,elrx	1	5
3@6	Backsword (4)		1	3	1		26	360	0			30	35					inv9sbu	0	16	0	bswd,tier	1	4
3@7	Bronze Sword (1)		2	3	1		4	82	0			7	8					invlsdu	0	14	0	bswd,tier	1	4
3@8	Kriegsmesser (2)		2	3	1		15	141	0			16	20					inv9lsu	0	14	0	bswd,tier	1	4
3@9	Bonebreaker (3)		1	3	1		20	132	0			21	25					invspcu	0	14	0	pclb,tier	1	3
3@A	Goedendag (Sacred)		1	3	1		30	574	0			53	54					inv7mas	0	14	0	spmc	1	3
3@D	Needle Crossbow (4)		2	3	1		25	200	0		1			49	56			invlxbu		16	0	nxbw,tier	1	2
3@E	Stinger Crossbow (1)		2	3	1		4	63	0		1			12	16			invmxbu		16	0	nxbw,tier	1	2
3@F	Trebuchet (2)		2	3	1		15	104	0		1			31	40			inv8mxu		16	0	nxbw,tier	1	2
400	Flail (3)		2	3	1		23	186	0			25	41					invfla	0	11	0	mace,tier	1	-1
401	Scepter (3)		1	3	1		18	0	83			20	24					invscp	0	0	11	scep,tier	1	-1
402	Grand Scepter (3)		1	3	1		20	0	139			20	30					invgsc	0	0	11	scep,tier	1	-1
403	War Scepter (3)		2	3	1		22	0	195			24	35					invwsp	0	0	11	scep,tier	1	-1
404	Javelin (3)		1	3	1	1	18	0	49			13	16			19	23	invjav	0	0	11	jave,tier	1	-1
405	Pilum (3)		1	3	1	1	20	0	114			16	21			24	36	invpil	0	0	11	jave,tier	1	-1
406	Short Spear (3)		1	3	1	1	21	0	155			18	27			29	48	invssp	0	0	11	jave,tier	1	-1
407	Glaive (3)		1	4	1	1	22	0	197			20	32			35	59	invglv	0	0	11	jave,tier	1	-1
408	Throwing Spear (3)		1	4	1	1	23	0	239			23	37			38	69	invtsp	0	0	11	jave,tier	1	-1
409	Spear (3)		2	4	1		18	49	49		1			18	23			invspr	0	0	15	spea,tier	1	-1
40@	Brandistock (Sacred)		2	4	1		30	430	460		1			56	68			invbrn	0	0	15	qspe	1	-1
410	Trident (3)		2	4	1		20	88	114		1			20	33			invtri	0	0	15	spea,tier	1	-1
411	Brandistock (3)		2	4	1		21	116	153		1			22	43			invbrn	0	0	15	spea,tier	1	-1
412	Spetum (3)		2	4	1		22	144	193		1			24	52			invspt	0	0	15	spea,tier	1	-1
413	Pike (3)		2	4	1		23	172	232		1			25	60			invpik	0	0	15	spea,tier	1	-1
414	Dagger (3)		1	2	1		18	0	49			13	14					invdgr	0	0	11	knif,tier	1	-1
415	Dirk (3)		1	2	1		20	0	104			15	16					invdir	0	0	11	knif,tier	1	-1
416	Kriss (3)		1	3	1		21	0	146			17	19					invkrs	0	0	11	knif,tier	1	-1
417	Blade (3)		1	3	1		23	0	188			19	21					invbld	0	0	11	knif,tier	1	-1
418	Throwing Knife (3)		1	2	1	1	18	0	81			12	12			17	18	invtkn	0	0	11	tkni,tier	1	-1
419	Flying Knife (3)		1	2	1	1	20	0	169			16	18			27	31	invtkn	0	0	11	tkni,tier	1	-1
41@	Spetum (Sacred)		2	4	1		30	453	492		1			57	74			invspt	0	0	15	qspe	1	-1
420	Balanced Knife (3)		1	2	1	1	22	0	258			21	24			37	42	invbkf	0	0	11	tkni,tier	1	-1
421	Throwing Axe (3)		1	2	1	1	21	81	0			0	0	1	1	0	0	invtax	0	0	0	taxe,elrx	1	-1
422	Balanced Axe (3)		2	3	1	1	21	225	0			14	32			22	59	invbal	0	11	0	taxe,tier	1	-1
423	Short Staff (3)		1	3	1		18	0	25		1			18	20			invsst	0	0	15	staf,tier	1	-1
424	Long Staff (3)		1	4	1		20	0	43		1			22	26			invlst	0	0	15	staf,tier	1	-1
425	Gnarled Staff (3)		1	4	1		21	0	62		1			26	33			invcst	0	0	15	staf,tier	1	-1
426	Battle Staff (3)		1	4	1		21	0	83		1			31	39			invbst	0	0	15	staf,tier	1	-1
427	War Staff (3)		2	4	1		23	0	136		1			34	44			invwst	0	0	15	staf,tier	1	-1
428	Bardiche (3)		2	4	1		18	86	39		1			18	22			invbar	0	16	0	pole,tier	1	-1
429	Voulge (3)		2	4	1		20	123	45		1			18	37			invvou	0	16	0	pole,tier	1	-1
42@	Pike (Sacred)		2	4	1		30	475	524		1			53	83			invpik	0	0	15	qspe	1	-1
430	Scythe (3)		2	4	1		21	160	160		1			17	52			invscy	0	0	15	scyh,tier	1	-1
431	Halberd (3)		2	4	1		21	0	153		1			55	67			invhal	0	0	15	nagi,tier	1	6
432	Short Bow (3)		2	3	1		18	0	81		1			16	18			invsbw	0	0	11	bow,tier	1	-1
433	Hunter's Bow (3)		2	3	1		19	0	109		1			20	24			invhbw	0	0	11	bow,tier	1	-1
434	Long Bow (3)		2	4	1		20	0	137		1			24	31			invlbw	0	0	11	bow,tier	1	-1
435	Composite Bow (3)		2	3	1		20	0	165		1			29	38			invcbw	0	0	11	bow,tier	1	-1
436	Short Battle Bow (3)		2	3	1		21	0	193		1			0	0	1	1	invsbb	0	0	0	bow,elrx	1	-1
437	Long Battle Bow (3)		2	4	1		21	0	221		1			38	51			invlbb	0	0	11	bow,tier	1	-1
438	Short War Bow (3)		2	3	1		23	0	249		1			41	56			invswb	0	0	11	bow,tier	1	-1
439	Long War Bow (3)		2	4	1		24	0	277		1			45	62			invlwb	0	0	11	bow,tier	1	-1
43@	Dagger (Sacred)		1	2	1		30	0	376			37	37					invdgr	0	0	11	qknf	1	-1
440	Short Sword (4)		1	3	1		23	104	0			17	19					invssd	0	11	0	swor,tier	1	-1
441	Scimitar (4)		1	3	1		24	212	0			20	23					invscm	0	11	0	swor,tier	1	-1
442	Saber (4)		1	3	1		25	265	0			23	27					invsbr	0	11	0	swor,tier	1	-1
443	Falchion (4)		1	3	1		26	319	0			26	31					invflc	0	11	0	swor,tier	1	-1
444	Broad Sword (4)		2	3	1		26	373	0			29	35					invbsd	0	11	0	swor,tier	1	-1
445	Long Sword (4)		2	3	1		27	427	0			33	39					invlsd	0	11	0	swor,tier	1	-1
446	War Sword (4)		1	3	1		28	481	0			35	42					invwsd	0	11	0	swor,tier	1	-1
447	Two-Handed Sword (4)		1	4	1		23	212	0	1	1	17	20	25	27			inv2hs	0	16	0	2hsd,tier	1	-1
448	Claymore (4)		1	4	1		25	283	0	1	1	21	25	36	37			invclm	0	16	0	2hsd,tier	1	-1
449	Giant Sword (4)		1	4	1		25	355	0	1	1	26	31	45	48			invgis	0	16	0	2hsd,tier	1	-1
44@	Dirk (Sacred)		1	2	1		30	0	421			38	39					invdir	0	0	11	qknf	1	-1
450	Bastard Sword (4)		1	4	1		26	427	0	1	1	31	37	56	59			invbsw	0	16	0	2hsd,tier	1	-1
451	Flamberge (4)		2	4	1		27	499	0	1	1	35	42	65	69			invflb	0	16	0	2hsd,tier	1	-1
452	Great Sword (4)		2	4	1		28	570	0	1	1	38	47	73	77			invgsd	0	16	0	2hsd,tier	1	-1
453	Crystal Sword (4)		2	3	1		28	0	427			0	0			1	1	invcrs	0	0	0	crsd,el1x	1	-1
454	Hand Axe (4)		1	3	1		23	104	0			16	20					invhax	0	11	0	axe,tier	1	-1
455	Axe (4)		2	3	1		24	239	0			21	28					invaxe	0	11	0	axe,tier	1	-1
456	Double Axe (4)		2	3	1		25	319	0			26	37					inv2ax	0	11	0	axe,tier	1	-1
457	Military Pick (4)		2	3	1		26	400	0			30	45					invmpi	0	11	0	axe,tier	1	-1
458	War Axe (4)		2	3	1		27	481	0			35	54					invwax	0	11	0	axe,tier	1	-1
459	Large Axe (4)		2	3	1		23	180	0		1			29	33			invlax	0	16	0	2hax,tier	1	-1
45@	Kriss (Sacred)		1	3	1		30	0	454			39	40					invkrs	0	0	11	qknf	1	-1
460	Broad Axe (4)		2	3	1		24	274	0		1			40	49			invbrx	0	16	0	2hax,tier	1	-1
461	Battle Axe (4)		2	3	1		25	369	0		1			0	0	1	1	invbtx	0	0	0	2hax,el2x	1	-1
462	Great Axe (4)		2	4	1		26	463	0		1			62	80			invgax	0	16	0	2hax,tier	1	-1
463	Giant Axe (4)		2	3	1		27	557	0		1			65	99			invgix	0	16	0	2hax,tier	1	-1
464	Club (4)		1	3	1		23	104	0			17	21					invclb	0	11	0	mace,tier	1	-1
465	Spiked Club (4)		1	3	1		24	207	0			21	28					invspc	0	11	0	mace,tier	1	-1
466	Mace (4)		1	3	1		25	261	0			24	35					invmac	0	11	0	mace,tier	1	-1
467	Morning Star (4)		1	3	1		26	315	0			28	42					invmst	0	11	0	mace,tier	1	-1
468	Flail (4)		2	3	1		27	369	0			31	49					invfla	0	11	0	mace,tier	1	-1
469	Scepter (4)		1	3	1		23	0	171			21	28					invscp	0	0	11	scep,tier	1	-1
46@	Blade (Sacred)		1	3	1		30	0	488			40	42					invbld	0	0	11	qknf	1	-1
470	Grand Scepter (4)		1	3	1		25	0	279			30	35					invgsc	0	0	11	scep,tier	1	-1
471	War Scepter (4)		2	3	1		27	0	387			32	44					invwsp	0	0	11	scep,tier	1	-1
472	Javelin (4)		1	3	1	1	23	0	104			16	18			24	29	invjav	0	0	11	jave,tier	1	-1
473	Pilum (4)		1	3	1	1	24	0	230			18	25			30	44	invpil	0	0	11	jave,tier	1	-1
474	Short Spear (4)		1	3	1	1	25	0	310			21	32			36	58	invssp	0	0	11	jave,tier	1	-1
475	Glaive (4)		1	4	1	1	26	0	391			24	38			42	71	invglv	0	0	11	jave,tier	1	-1
476	Throwing Spear (4)		1	4	1	1	27	0	472			26	44			47	85	invtsp	0	0	11	jave,tier	1	-1
477	Spear (4)		2	4	1		23	104	104		1			22	29			invspr	0	0	15	spea,tier	1	-1
478	Trident (4)		2	4	1		24	180	230		1			24	40			invtri	0	0	15	spea,tier	1	-1
479	Brandistock (4)		2	4	1		25	234	306		1			26	51			invbrn	0	0	15	spea,tier	1	-1
47@	Throwing Knife (Sacred)		1	2	1	1	30	0	402			36	36			53	54	invtkn	0	0	11	qtkn	1	-1
480	Spetum (4)		2	4	1		26	288	382		1			29	62			invspt	0	0	15	spea,tier	1	-1
481	Pike (4)		2	4	1		27	342	458		1			21	82			invpik	0	0	15	spea,tier	1	-1
482	Dagger (4)		1	2	1		22	0	104			16	17					invdgr	0	0	11	knif,tier	1	-1
483	Dirk (4)		1	2	1		25	0	212			18	20					invdir	0	0	11	knif,tier	1	-1
484	Kriss (4)		1	3	1		26	0	292			20	23					invkrs	0	0	11	knif,tier	1	-1
485	Blade (4)		1	3	1		27	0	373			22	26					invbld	0	0	11	knif,tier	1	-1
486	Throwing Knife (4)		1	2	1	1	22	0	167			14	14			22	23	invtkn	0	0	11	tkni,tier	1	-1
487	Flying Knife (4)		1	2	1	1	25	0	337			19	21			33	37	invtkn	0	0	11	tkni,tier	1	-1
488	Balanced Knife (4)		1	2	1	1	27	0	508			24	28			44	51	invbkf	0	0	11	tkni,tier	1	-1
489	Throwing Axe (4)		1	2	1	1	26	167	0			0	0	1	1	0	0	invtax	0	0	0	taxe,elrx	1	-1
48@	Flying Knife (Sacred)		1	2	1	1	30	0	473			38	39			59	61	invtkn	0	0	11	qtkn	1	-1
490	Balanced Axe (4)		2	3	1	1	26	445	0			16	37			27	71	invbal	0	11	0	taxe,tier	1	-1
491	Short Staff (4)		1	3	1		22	0	52		1			22	24			invsst	0	0	15	staf,tier	1	-1
492	Long Staff (4)		1	4	1		24	0	88		1			27	32			invlst	0	0	15	staf,tier	1	-1
493	Gnarled Staff (4)		1	4	1		25	0	126		1			32	39			invcst	0	0	15	staf,tier	1	-1
494	Battle Staff (4)		1	4	1		26	0	164		1			36	46			invbst	0	0	15	staf,tier	1	-1
495	War Staff (4)		2	4	1		27	0	269		1			41	53			invwst	0	0	15	staf,tier	1	-1
496	Bardiche (4)		2	4	1		22	176	71		1			22	26			invbar	0	16	0	pole,tier	1	-1
497	Voulge (4)		2	4	1		25	248	79		1			21	44			invvou	0	16	0	pole,tier	1	-1
498	Scythe (4)		2	4	1		26	319	319		1			21	62			invscy	0	0	15	scyh,tier	1	-1
499	Halberd (4)		2	4	1		25	0	305		1			66	82			invhal	0	0	15	nagi,tier	1	6
49@	Balanced Knife (Sacred)		1	2	1	1	30	0	612			41	43			65	68	invbkf	0	0	11	qtkn	1	-1
4@2	Serpent Bow (4)		2	4	1		26	0	431		1			45	57			inv8lbu	0	0	19	dbow,tier	1	5
4@3	Viper Bow (1)		2	3	1		4	0	98		1			8	11			invsbbu	0	0	15	dbow,tier	1	5
4@4	Recurve Bow (2)		2	3	1		15	0	161		1			24	34			invswbu	0	0	19	dbow,tier	1	5
4@5	Spatha (3)		1	3	1		21	149	0			22	26					invscmu	0	14	0	bswd,tier	1	4
4@6	Backsword (Sacred)		1	3	1		30	526	0			48	51					inv9sbu	0	16	0	sbsd	1	4
4@9	Bonebreaker (4)		1	3	1		25	269	0			24	31					invspcu	0	14	0	pclb,tier	1	3
4@A	Angel Star (1)		1	3	1		4	62	0			5	8					invmstu	0	14	0	pmac,tier	1	3
4@C	Hand of God (3)		2	3	1		24	211	0		1			56	65			inv9gmu		16	0	pham,tier	1	3
4@D	Needle Crossbow (Sacred)		2	3	1		30	244	0		1			82	83			invlxbu		16	0	snxb	1	2
500	Short Bow (4)		2	3	1		22	0	167		1			20	22			invsbw	0	0	11	bow,tier	1	-1
501	Hunter's Bow (4)		2	3	1		24	0	221		1			25	30			invhbw	0	0	11	bow,tier	1	-1
502	Long Bow (4)		2	4	1		25	0	274		1			30	38			invlbw	0	0	11	bow,tier	1	-1
503	Composite Bow (4)		2	3	1		25	0	328		1			35	46			invcbw	0	0	11	bow,tier	1	-1
504	Short Battle Bow (4)		2	3	1		26	0	382		1			0	0	1	1	invsbb	0	0	0	bow,elrx	1	-1
505	Long Battle Bow (4)		2	4	1		26	0	436		1			45	61			invlbb	0	0	11	bow,tier	1	-1
506	Short War Bow (4)		2	3	1		27	0	490		1			50	68			invswb	0	0	11	bow,tier	1	-1
507	Long War Bow (4)		2	4	1		28	0	543		1			54	74			invlwb	0	0	11	bow,tier	1	-1
50@	Throwing Axe (Sacred)		1	2	1	1	30	402	0			0	0	1	1	0	0	invtax	0	0	0	qtax,elrx	1	-1
51@	Balanced Axe (Sacred)		2	3	1	1	30	586	0			37	47			56	78	invbal	0	11	0	qtax	1	-1
52@	Short Staff (Sacred)		1	3	1		30	0	188		1			53	55			invsst	0	0	15	qstf	1	-1
53@	Long Staff (Sacred)		1	4	1		30	0	203		1			56	58			invlst	0	0	15	qstf	1	-1
54@	Gnarled Staff (Sacred)		1	4	1		30	0	218		1			59	62			invcst	0	0	15	qstf	1	-1
55@	Battle Staff (Sacred)		1	4	1		30	0	234		1			61	66			invbst	0	0	15	qstf	1	-1
56@	War Staff (Sacred)		2	4	1		30	0	333		1			63	69			invwst	0	0	15	qstf	1	-1
57@	Bardiche (Sacred)		2	4	1		30	406	71		1			53	56			invbar	0	16	0	qpol	1	-1
58@	Voulge (Sacred)		2	4	1		30	436	79		1			53	64			invvou	0	16	0	qpol	1	-1
59@	Scythe (Sacred)		2	4	1		30	466	466		1			53	73			invscy	0	0	15	qscy	1	-1
5@1	Compound Bow (3)		2	3	1		21	0	186		1			33	41			invcbwu	0	0	15	dbow,tier	1	5
5@2	Serpent Bow (Sacred)		2	4	1		30	0	555		1			71	75			inv8lbu	0	0	19	sdbw	1	5
5@5	Spatha (4)		1	3	1		25	299	0			26	30					invscmu	0	14	0	bswd,tier	1	4
5@6	Ida (1)		2	3	1		3	68	0			6	7					invbsdu	0	14	0	bswd,tier	1	4
5@7	Bronze Sword (2)		2	3	1		13	124	0			15	18					invlsdu	0	14	0	bswd,tier	1	4
5@8	Kriegsmesser (3)		2	3	1		25	276	0			34	40					inv9lsu	0	14	0	bswd,tier	1	4
5@9	Bonebreaker (Sacred)		1	3	1		30	544	0			51	52					invspcu	0	14	0	spcb	1	3
5@C	Hand of God (4)		2	3	1		28	466	0		1			60	82			inv9gmu		16	0	pham,tier	1	3
5@D	Dart Thrower (1)		2	3	1		3	46	0		1			7	10			inv8lxu		16	0	nxbw,tier	1	2
5@E	Stinger Crossbow (2)		2	3	1		14	93	0		1			32	39			invmxbu		16	0	nxbw,tier	1	2
5@F	Trebuchet (3)		2	3	1		24	202	0		1			67	84			inv8mxu		16	0	nxbw,tier	1	2
60@	Halberd (Sacred)		2	4	1		30	0	558		1			71	100			invhal	0	0	15	snag	1	6
61@	Short Bow (Sacred)		2	3	1		30	0	402		1			53	55			invsbw	0	0	11	qbow	1	-1
62@	Hunter's Bow (Sacred)		2	3	1		30	0	425		1			56	59			invhbw	0	0	11	qbow	1	-1
63@	Long Bow (Sacred)		2	4	1		30	0	447		1			59	62			invlbw	0	0	11	qbow	1	-1
64@	Composite Bow (Sacred)		2	3	1		30	0	470		1			61	66			invcbw	0	0	11	qbow	1	-1
65@	Short Battle Bow (Sacred)		2	3	1		30	0	492		1			0	0	1	1	invsbb	0	0	0	qbow,elrx	1	-1
66@	Long Battle Bow (Sacred)		2	4	1		30	0	544		1			66	74			invlbb	0	0	11	qbow	1	-1
67@	Short War Bow (Sacred)		2	3	1		30	0	590		1			68	77			invswb	0	0	11	qbow	1	-1
68@	Long War Bow (Sacred)		2	4	1		30	0	650		1			70	79			invlwb	0	0	11	qbow	1	-1
69@	Wand (Sacred)		1	2	1		30	0	166			35	36					invwnd		0	6	qwnd	1	2
6@1	Compound Bow (4)		2	3	1		25	0	370		1			40	49			invcbwu	0	0	15	dbow,tier	1	5
6@2	Maple Bow (1)		2	3	1		3	0	84		1			0	0	1	1	inv8s8u	0	0	0	dbow,elrx	1	5
6@3	Viper Bow (2)		2	3	1		14	0	144		1			21	29			invsbbu	0	0	15	dbow,tier	1	5
6@4	Recurve Bow (3)		2	3	1		24	0	312		1			52	70			invswbu	0	0	19	dbow,tier	1	5
6@5	Spatha (Sacred)		1	3	1		30	500	0			46	48					invscmu	0	14	0	sbsd	1	4
6@8	Kriegsmesser (4)		2	3	1		29	543	0			40	48					inv9lsu	0	14	0	bswd,tier	1	4
6@9	Goedendag (1)		1	3	1		3	46	0			5	7					inv7mas	0	14	0	pmac,tier	1	3
6@A	Angel Star (2)		1	3	1		13	101	0			13	19					invmstu	0	14	0	pmac,tier	1	3
6@C	Hand of God (Sacred)		2	3	1		30	832	0		1			104	105			inv9gmu		16	0	sphm	1	3
6@F	Trebuchet (4)		2	3	1		29	399	0		1			81	101			inv8mxu		16	0	nxbw,tier	1	2
70@	Yew Wand (Sacred)		1	2	1		30	0	168			36	38					invywn		0	6	qwnd	1	2
71@	Bone Wand (Sacred)		1	2	1		30	0	170			37	40					invbwn		0	6	qwnd	1	2
72@	Grim Wand (Sacred)		1	2	1		30	0	172			39	44					invgwn		0	6	qwnd	1	2
73@	War Hammer (Sacred)		2	3	1		30	470	0			42	47					invwhm		14	0	qham,ct1w	1	-1
74@	Maul (Sacred)		2	4	1		30	630	0		1			74	82			invmau		16	0	qham,ct2w	1	-1
75@	Great Maul (Sacred)		2	3	1		30	736	0		1			76	89			invgma		16	0	qham,ct2w	1	-1
76@	Light Crossbow (Sacred)		2	3	1		30	400	0		1			74	80			invlxb		11	0	qxbw	1	-1
77@	Crossbow (Sacred)		2	3	1		30	502	0		1			78	86			invmxb		11	0	qxbw	1	-1
78@	Heavy Crossbow (Sacred)		2	4	1		30	614	0		1			91	101			invhxb		11	0	qxbw	1	-1
79@	Repeating Crossbow (Sacred)		2	3	1		30	670	0		1			88	105			invrxb		11	0	qxbw	1	-1
7@1	Compound Bow (Sacred)		2	3	1		30	0	530		1			69	71			invcbwu	0	0	15	sdbw	1	5
7@4	Recurve Bow (4)		2	3	1		29	0	613		1			63	83			invswbu	0	0	19	dbow,tier	1	5
7@5	Backsword (1)		1	3	1		3	55	0			5	6					inv9sbu	0	16	0	bswd,tier	1	4
7@6	Ida (2)		2	3	1		13	106	0			14	16					invbsdu	0	14	0	bswd,tier	1	4
7@7	Bronze Sword (3)		2	3	1		23	244	0			31	37					invlsdu	0	14	0	bswd,tier	1	4
7@8	Kriegsmesser (Sacred)		2	3	1		30	642	0			53	57					inv9lsu	0	14	0	sbsd	1	4
7@C	Needle Crossbow (1)		2	3	1		2	28	0		1			4	6			invlxbu		16	0	nxbw,tier	1	2
7@D	Dart Thrower (2)		2	3	1		12	70	0		1			21	26			inv8lxu		16	0	nxbw,tier	1	2
7@E	Stinger Crossbow (3)		2	3	1		24	182	0		1			70	83			invmxbu		16	0	nxbw,tier	1	2
