#code	add	bits	bitsParamSave	bitsSave	descGroupIDs	descGroupNegative	descGroupPositive	descGroupStringAdd	descNegative	descPositive	descStringAdd	descfunc	descpriority	descval	dgrp	dgrpfunc	dgrpval	saveParamBits	stat
445	0	6			441	to All Maximum Minions	to All Maximum Minions		to Maximum Barbarian Minions	to Maximum Barbarian Minions		1	73	1	11	1	1		skill_ancientspirits_synergy
446	0	8							Damage to Protector Spirit Bloodlust	Damage to Protector Spirit Bloodlust		4	80	1					skill_shamanspath_synergy
449	0	8							Enhanced Damage to Moonstrike	Enhanced Damage to Moonstrike		4	38	1					moonstrike_synergy
452	1	5																	cube_upgrade_1
453	1	5																	cube_upgrade_2
454	1	5																	cube_upgrade_3
455	1	5																	cube_upgrade_4
457	0	10																	enabler
458	0	5																	x_signet62
459	0	5																	x_signet63
460	0	5																	x_signet64
461	0	5																	x_signet65
462	0	8							Damage to Vessel of Justice	Damage to Vessel of Justice		4	142	1					skill_voj_mastery
463	0	5																	item_class_spec
464	1	9							\orange;Bow Devotion: Ecstatic Frenzy does not Reduce your Defense	Scorpion Blade Projectiles		3	245	0					skill_scorpion_blades
465	0	8																	skill_totem_damage
466	0	7							Essence Slots:	Essence Slots:		3	10	2					trader_chest
467	0	10							Damage when using an Apple	Damage when using an Apple		4	54	1					skill_elixirs_synergy
468	0	8							Damage to Vessel of Retribution	Damage to Vessel of Retribution		4	142	1					skill_light_mastery
469	0	8							Extra Targets to Paladin Vessels	Extra Targets to Paladin Vessels		1	143	1					skill_shadow_mastery
470	50	9							to Summoned Minion Damage	to Summoned Minion Damage		4	83	1					skill_minion_dmg_percent
471	50	9							to Summoned Minion Damage	to Summoned Minion Damage		4	80	1					shamanic_dmg
472	50	9							to Summoned Minion Damage	to Summoned Minion Damage		4	80	1					shamanic_life
473	0	8							\green;Unlocks your Ennead Skill	\green;Unlocks your Ennead Skill		3	239	0					learn_ennead
474	0	8							\green;Unlocks your Black Road Skill	\green;Unlocks your Black Road Skill		3	239	0					learn_blackroad
475	0	1							\red;Druid Morph\blue;	\red;Druid Morph\blue;		3	240	0					item_desc_druidmorph
477	1	4							Adds 9000-9000 Magic Damage	Nearby enemies lose 10% magic and elemental resistances		3	109	0					item_desc_hardaura
478	0	1							Socketed (1)\nLevel 20 Warp Field Aura	Socketed (1)\nLevel 20 Warp Field Aura		3	6	0					item_desc_instructions
479	0	4							Maximum Skill Level Increased by	Maximum Skill Level Increased by		3	74	2					skill_more
480	0	5							to Vitality per Socketed Gem	to Vitality per Socketed Gem		1	80	1					item_skill_paragon
481	0	5							to Defense per Socketed Rune	to Defense per Socketed Rune		4	79	1					item_skill_runemaster
482	0	10																	item_gem_paragon
483	0	10																	item_rune_runemaster
485	200	10							Energy Factor to Spell Damage	Energy Factor to Spell Damage		1	200	1					enr_factor
487	25	9							to Summoned Minion Resistances	to Summoned Minion Resistances		4	82	1					minion_resist_all
488	50	9							Bonus to Energy Factor	Bonus to Energy Factor		4	162	1					enr_factor_percent
489	0	10							Target Takes Additional Damage of	Target Takes Additional Damage of		3	18	2					item_targettakesdamage
492	50	8							Reduced Healing Rate from Apples	Increased Healing Rate from Apples		4	36	1					item_faster_potions
493	50	8							Slows Ranged Attacker by	Slows Ranged Attacker by		2	79	2					skill_slowrangedthorns
495	24	7											246						statX_3
496	1	9							\orange;Such Voracity, Balance for Destruction\blue;	\orange;Such Voracity, Balance for Destruction\blue;		3	5	0					tree_synergy
498	0	9							Bonus to Fire Elemental Damage if Summoned during Pact of Blood	Bonus to Fire Elemental Damage if Summoned during Pact of Blood		2	19	1					item_cots_when_pact
499	0	10							to Energy	to Energy	(Based on Character Level)	6	65	1					item_energy_perlevel
500	100	8							to Summoned Minion Attack Rating	to Summoned Minion Attack Rating		4	82	1					item_minion_attack
501	23	10							\grey;Arcane Crystals: 	\grey;Quantity:		3	60	2					shrine_counter
503	0	10							to Strength	to Strength	(Based on Blessed Life Skill Level)	6	71	1					item_strength_perblessedlife
504	0	10							to Dexterity	to Dexterity	(Based on Blessed Life Skill Level)	6	67	1					item_dexterity_perblessedlife
505	0	10							Life Regenerated per Second (Based on Character Level)	Life Regenerated per Second (Based on Character Level)		32	65	1					item_hpregen_perlevel
506	0	1							\red;Superbeast Morph\blue;	\red;Superbeast Morph\blue;		3	240	0					desc-superbeasty
508	100	9																	eq_gr
509	100	9																	eq_grw
