#code	name	class	tab	row	col
1000	Жгучая Сфера	-1	0	0	0
1001	Дезинтегрирование	-1	0	0	0
1002	Ядовитый Дух	-1	0	0	0
1003	Внутренний Огонь	-1	0	0	0
1004	Аццкое Диско	-1	0	0	0
1005	Луч Смерти	-1	0	0	0
1006		-1			
1007		-1			
1008	Руна Льда	-1	0	0	0
1009		-1			
1010	Когти Ястреба	-1	0	0	0
1011	Спиральный Танец	-1	0	0	0
1012	Ледоворот	-1	0	0	0
1013	Метка Диких	-1	0	0	0
1014	Призвать Лепрекона	-1	0	0	0
1015	Thrill of the Hunt	-1	0	0	0
1016	Доминирование	-1	0	0	0
1017		-1			
1018	Очарование	-1	0	0	0
1019		-1			
1020		-1			
1021	Призыв Чернотелок	-1	0	0	0
1022	Взрывающийся Тотем	-1	0	0	0
1023	Метка Диких	-1	0	0	0
1024	Волна Феникса	-1	0	0	0
1025	Разделяющийся Огонь	-1	0	0	0
1026	Залп Грозы	-1	0	0	0
1027	Электростатический Шип	-1	0	0	0
1028	Лавина	-1	0	0	0
1029	Чурел	-1	0	0	0
1030	Поглощающая Туча	-1	0	0	0
1031	Изумрудная Тюрьма	-1	0	0	0
1032	Волна Времени	-1	0	0	0
1033	Режущий Клинок	-1	0	0	0
1034	Whammy	-1	0	0	0
1035	Встречный Пожар	-1	0	0	0
1036	Ионный Канал	-1	0	0	0
1037	Пси-Корона	-1	0	0	0
